Inf number: 1,182.53374099731445,tiger cat,283,[66.66666666666666],Egyptian cat,286,[69.80392156862744],tabby,282,[72.15686274509804]
Inf number: 2,181.69832229614258,tiger cat,283,[66.66666666666666],Egyptian cat,286,[69.80392156862744],tabby,282,[72.15686274509804]
