,model_name,api,mean_lat,top1,top5,alternative,quantized
0,mobilenet_v3_large,tf,0.0123841412450013,0.8037,0.8747,,
1,mobilenet_v3_large,tf,0.0072652251829978,0.7107,0.7636,,quantized
2,mobilenet_v3_large,onnx,0.0194844045000053,0.6178,0.7009,,smaller onnx model
3,mobilenet_v3_large,onnx,0.0292516279970095,0.7176,0.7963,,
4,mobilenet_v3_large,ov,0.0204702149850035,0.8046,0.8793,,
5,mobilenet_v3_large,pytorch,0.115265578747023,0.8246,0.8974,,
6,mobilenet_v3_large,delegate,0.0199928392089986,0.8038,0.8747,,
7,mobilenet_v3_large,delegate,0.0131077585460013,0.7268,0.7653,,quantized
