Inf number: 1,41.743574,tiger cat,283,[16.07843137254902],Egyptian cat,286,[52.156862745098046],tabby,282,[31.372549019607842]
Inf number: 2,34.187074,tiger cat,283,[16.07843137254902],Egyptian cat,286,[52.156862745098046],tabby,282,[31.372549019607842]
