wool.jpg,32.226943999999996,nematode,112,[52.54901960784314],head cabbage,937,[52.94117647058824],tennis ball,853,[54.90196078431373]
wine_bottle.jpg,29.081834,pill bottle,721,[62.745098039215684],lotion,632,[69.41176470588235],wine bottle,908,[79.6078431372549]
stone_wall.jpg,29.203778,tile roof,859,[43.529411764705884],megalith,650,[49.411764705882355],stone wall,826,[87.45098039215686]
test 2.jpg,51.90296300000001,tiger cat,283,[66.66666666666666],tabby,282,[72.15686274509804],Egyptian cat,286,[70.98039215686275]
tractor.jpg,29.013592,plow,731,[66.66666666666666],harvester,596,[68.23529411764706],tractor,867,[87.84313725490196]
sheperd.jpg,29.188166000000002,Great Pyrenees,258,[54.509803921568626],kuvasz,223,[76.47058823529412],Norwegian elkhound,175,[54.509803921568626]
tv_2.jpg,29.181815,bakery,416,[51.37254901960784],butcher shop,468,[52.54901960784314],grocery store,583,[58.82352941176471]
tv.jpg,29.273185,monitor,665,[59.6078431372549],screen,783,[64.70588235294117],television,852,[69.80392156862744]
test.jpg,28.864945,tiger cat,283,[66.66666666666666],tabby,282,[72.15686274509804],Egyptian cat,286,[70.98039215686275]
tennis_ball.jpg,29.051796,nail,678,[51.37254901960784],bottlecap,456,[56.86274509803921],tennis ball,853,[77.64705882352942]
