model_name,os,api,inference type,latency avg,top1,top5,map,miou,latency,thread count
lite-model_mobilenet_v2_100_224_fp32_1,ubuntus,delegate,class,0.0811801294999904,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_fp32_1/lite-model_mobilenet_v2_100_224_fp32_1_delegate_class_2024_7_1_19_17_ubuntus_1_onlylat.csv,1
lite-model_mobilenet_v2_100_224_fp32_1,ubuntus,delegate,class,0.0601691797519983,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_fp32_1/lite-model_mobilenet_v2_100_224_fp32_1_delegate_class_2024_7_1_19_33_ubuntus_2_onlylat.csv,2
lite-model_mobilenet_v2_100_224_fp32_1,ubuntus,delegate,class,0.0548517506809871,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_fp32_1/lite-model_mobilenet_v2_100_224_fp32_1_delegate_class_2024_7_1_19_35_ubuntus_3_onlylat.csv,3
lite-model_mobilenet_v2_100_224_fp32_1,ubuntus,delegate,class,0.0515597353509983,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_fp32_1/lite-model_mobilenet_v2_100_224_fp32_1_delegate_class_2024_7_1_19_37_ubuntus_4_onlylat.csv,4
lite-model_mobilenet_v2_100_224_fp32_1,ubuntus,delegate,class,0.0513204645799841,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_fp32_1/lite-model_mobilenet_v2_100_224_fp32_1_delegate_class_2024_7_1_20_43_ubuntus_False_onlylat.csv,False
lite-model_mobilenet_v2_100_224_uint8_1,ubuntus,delegate,class,0.0666999744449926,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_uint8_1/lite-model_mobilenet_v2_100_224_uint8_1_delegate_class_2024_7_1_19_20_ubuntus_1_onlylat.csv,1
lite-model_mobilenet_v2_100_224_uint8_1,ubuntus,delegate,class,0.0399541968270013,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_uint8_1/lite-model_mobilenet_v2_100_224_uint8_1_delegate_class_2024_7_1_19_40_ubuntus_2_onlylat.csv,2
lite-model_mobilenet_v2_100_224_uint8_1,ubuntus,delegate,class,0.0310026189909985,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_uint8_1/lite-model_mobilenet_v2_100_224_uint8_1_delegate_class_2024_7_1_19_41_ubuntus_3_onlylat.csv,3
lite-model_mobilenet_v2_100_224_uint8_1,ubuntus,delegate,class,0.0269677632020079,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_uint8_1/lite-model_mobilenet_v2_100_224_uint8_1_delegate_class_2024_7_1_19_38_ubuntus_4_onlylat.csv,4
lite-model_mobilenet_v2_100_224_uint8_1,ubuntus,delegate,class,0.0266549552349951,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_uint8_1/lite-model_mobilenet_v2_100_224_uint8_1_delegate_class_2024_7_1_20_45_ubuntus_False_onlylat.csv,False
lite-model_mobilenet_v3_large_100_224_fp32_1,ubuntus,delegate,class,0.0659913477109994,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_fp32_1/lite-model_mobilenet_v3_large_100_224_fp32_1_delegate_class_2024_7_1_18_47_ubuntus_1_onlylat.csv,1
lite-model_mobilenet_v3_large_100_224_fp32_1,ubuntus,delegate,class,0.0511385932030022,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_fp32_1/lite-model_mobilenet_v3_large_100_224_fp32_1_delegate_class_2024_7_1_18_58_ubuntus_2_onlylat.csv,2
lite-model_mobilenet_v3_large_100_224_fp32_1,ubuntus,delegate,class,0.0456061271640016,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_fp32_1/lite-model_mobilenet_v3_large_100_224_fp32_1_delegate_class_2024_7_1_19_0_ubuntus_3_onlylat.csv,3
lite-model_mobilenet_v3_large_100_224_fp32_1,ubuntus,delegate,class,0.0435639566129966,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_fp32_1/lite-model_mobilenet_v3_large_100_224_fp32_1_delegate_class_2024_7_1_19_11_ubuntus_4_onlylat.csv,4
