Inf number: 1,124.828741,tiger cat,283,[8.048386871814728],tabby,282,[12.09997832775116],Egyptian cat,286,[68.82902383804321]
Inf number: 2,78.046351,tiger cat,283,[8.048397302627563],tabby,282,[12.099964916706085],Egyptian cat,286,[68.82901787757874]
