Inf number: 1,80.97492600000001,tiger cat,283,[66.66666666666666],tabby,282,[72.15686274509804],Egyptian cat,286,[70.98039215686275]
Inf number: 2,78.608759,tiger cat,283,[66.66666666666666],tabby,282,[72.15686274509804],Egyptian cat,286,[70.98039215686275]
