                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                  0.533,                0.46524,                 1.0335,                 0.9392,                 0.7919,                 0.9359,                  0.742,                 1.1414,                0.71859,                  1.156,             1.9088e-05,             1.9088e-05,             1.9088e-05
                     22,                0.67825,                0.45115,                 1.2022,                 0.9392,                 0.7919,                 0.9359,                  0.742,                 1.1414,                0.71859,                  1.156,             1.9795e-05,             1.9795e-05,             1.9795e-05
                     23,                0.67615,                0.44333,                 1.0986,                0.86355,                0.81778,                0.94984,                0.74783,                 1.1106,                0.77338,                  1.141,             2.0478e-05,             2.0478e-05,             2.0478e-05
                     24,                0.50835,                0.56562,                 0.9932,                0.86355,                0.81778,                0.94984,                0.74783,                 1.1106,                0.77338,                  1.141,             2.1138e-05,             2.1138e-05,             2.1138e-05
                     25,                 0.7129,                0.48138,                 1.1468,                0.80819,                0.82527,                0.94977,                0.74775,                 1.1447,                0.80631,                 1.1606,             2.1774e-05,             2.1774e-05,             2.1774e-05
                     26,                 0.5812,                0.56561,                 1.0704,                0.80819,                0.82527,                0.94977,                0.74775,                 1.1447,                0.80631,                 1.1606,             2.2387e-05,             2.2387e-05,             2.2387e-05
                     27,                0.59178,                0.42353,                 1.0476,                0.77191,                 0.8502,                0.92198,                0.70787,                 1.1711,                0.93131,                 1.1763,             2.2976e-05,             2.2976e-05,             2.2976e-05
                     28,                 0.5527,                0.35348,                0.97069,                0.77191,                 0.8502,                0.92198,                0.70787,                 1.1711,                0.93131,                 1.1763,             2.3542e-05,             2.3542e-05,             2.3542e-05
                     29,                0.48818,                0.38968,                0.98069,                0.74487,                0.88333,                0.94974,                0.72661,                 1.1763,                 1.0486,                 1.1862,             2.4084e-05,             2.4084e-05,             2.4084e-05
                     30,                0.58511,                0.44935,                 1.1232,                0.74487,                0.88333,                0.94974,                0.72661,                 1.1763,                 1.0486,                 1.1862,             2.4602e-05,             2.4602e-05,             2.4602e-05
                     31,                0.39604,                0.40607,                0.89419,                0.64032,                0.88333,                0.94842,                0.72466,                 1.1783,                 1.1635,                 1.1931,             2.5097e-05,             2.5097e-05,             2.5097e-05
                     32,                 0.3669,                0.30343,                0.87422,                0.64032,                0.88333,                0.94842,                0.72466,                 1.1783,                 1.1635,                 1.1931,             2.5568e-05,             2.5568e-05,             2.5568e-05
                     33,                 0.7016,                0.73347,                 1.2873,                0.71421,                0.71667,                 0.9346,                0.72095,                 1.1744,                 1.2574,                 1.1969,             2.6016e-05,             2.6016e-05,             2.6016e-05
                     34,                0.64344,                 0.5374,                 1.1753,                0.71421,                0.71667,                 0.9346,                0.72095,                 1.1744,                 1.2574,                 1.1969,              2.644e-05,              2.644e-05,              2.644e-05
                     35,                0.50951,                0.44991,                  1.017,                0.70421,                0.71667,                0.83387,                0.63864,                 1.1726,                 1.3773,                 1.1996,             2.6841e-05,             2.6841e-05,             2.6841e-05
                     36,                0.43881,                0.37696,                0.99272,                0.70421,                0.71667,                0.83387,                0.63864,                 1.1726,                 1.3773,                 1.1996,             2.7218e-05,             2.7218e-05,             2.7218e-05
                     37,                0.55712,                0.52952,                  1.007,                0.71445,                0.71667,                0.83382,                0.64201,                  1.186,                  1.488,                 1.2082,             2.7572e-05,             2.7572e-05,             2.7572e-05
                     38,                0.48059,                0.47837,                 1.0425,                0.71445,                0.71667,                0.83382,                0.64201,                  1.186,                  1.488,                 1.2082,             2.7902e-05,             2.7902e-05,             2.7902e-05
                     39,                0.52667,                0.57495,                 1.1509,                0.78408,                   0.55,                0.83375,                0.64045,                 1.1949,                 1.5173,                 1.2115,             2.8208e-05,             2.8208e-05,             2.8208e-05
                     40,                0.40382,                0.31655,                0.89426,                0.78408,                   0.55,                0.83375,                0.64045,                 1.1949,                 1.5173,                 1.2115,             2.8491e-05,             2.8491e-05,             2.8491e-05
                     41,                0.60775,                0.69758,                  1.163,                0.81511,                0.71667,                0.75086,                0.56456,                 1.2467,                 1.5787,                 1.2402,              2.875e-05,              2.875e-05,              2.875e-05
                     42,                0.71917,                0.63695,                 1.2211,                0.81511,                0.71667,                0.75086,                0.56456,                 1.2467,                 1.5787,                 1.2402,             2.8986e-05,             2.8986e-05,             2.8986e-05
                     43,                0.42389,                0.36541,                 1.0264,                0.80858,                0.71408,                0.74448,                0.56064,                 1.2856,                 1.6508,                 1.2823,             2.9198e-05,             2.9198e-05,             2.9198e-05
                     44,                 0.4344,                 0.4115,                 0.9832,                0.80858,                0.71408,                0.74448,                0.56064,                 1.2856,                 1.6508,                 1.2823,             2.9387e-05,             2.9387e-05,             2.9387e-05
                     45,                0.44654,                0.45631,                0.98111,                0.81156,                0.71221,                0.74684,                0.56192,                 1.3026,                 1.6986,                 1.2976,             2.9552e-05,             2.9552e-05,             2.9552e-05
                     46,                0.56494,                0.49587,                 1.1289,                0.81156,                0.71221,                0.74684,                0.56192,                 1.3026,                 1.6986,                 1.2976,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     47,                0.39185,                0.40536,                0.94832,                0.70965,                0.63333,                 0.7261,                0.56266,                 1.2812,                 1.7099,                 1.2933,             2.9811e-05,             2.9811e-05,             2.9811e-05
                     48,                0.56159,                0.73532,                  1.078,                0.70965,                0.63333,                 0.7261,                0.56266,                 1.2812,                 1.7099,                 1.2933,             2.9906e-05,             2.9906e-05,             2.9906e-05
                     49,                 0.4661,                0.32925,                 1.0353,                0.71328,                0.63333,                0.72611,                0.56366,                 1.2699,                 1.7264,                 1.2884,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                0.40757,                0.38349,                0.96483,                0.71328,                0.63333,                0.72611,                0.56366,                 1.2699,                 1.7264,                 1.2884,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                0.31886,                0.34855,                0.87313,                0.71022,                0.60914,                0.72635,                0.55936,                 1.2627,                  1.708,                 1.2887,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                0.57827,                0.52227,                 1.1442,                0.71022,                0.60914,                0.72635,                0.55936,                 1.2627,                  1.708,                 1.2887,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                0.78609,                0.76052,                 1.2695,                0.71022,                0.60914,                0.72635,                0.55936,                 1.2627,                  1.708,                 1.2887,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                0.53287,                0.49024,                 1.0409,                0.72262,                 0.6002,                0.74131,                0.56438,                 1.2667,                 1.7085,                 1.2964,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                0.51251,                0.35361,                 1.0275,                0.72262,                 0.6002,                0.74131,                0.56438,                 1.2667,                 1.7085,                 1.2964,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                0.54572,                 0.5291,                 1.1439,                0.72262,                 0.6002,                0.74131,                0.56438,                 1.2667,                 1.7085,                 1.2964,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                0.52582,                 0.5541,                 1.1004,                0.73562,                 0.5957,                0.74048,                0.56422,                 1.2923,                 1.7649,                 1.3159,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                0.57881,                0.50154,                 1.0741,                0.73562,                 0.5957,                0.74048,                0.56422,                 1.2923,                 1.7649,                 1.3159,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                0.36896,                0.32663,                0.97444,                0.73562,                 0.5957,                0.74048,                0.56422,                 1.2923,                 1.7649,                 1.3159,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                0.51715,                0.44213,                 1.0858,                0.75769,                0.58432,                0.69752,                0.53771,                 1.3161,                 1.8178,                 1.3337,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                0.59229,                0.52507,                  1.172,                0.75769,                0.58432,                0.69752,                0.53771,                 1.3161,                 1.8178,                 1.3337,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                0.33613,                0.28708,                0.92386,                0.75769,                0.58432,                0.69752,                0.53771,                 1.3161,                 1.8178,                 1.3337,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                 0.5474,                0.46145,                 1.1129,                0.77265,                0.41326,                0.69597,                0.53203,                 1.3405,                 1.8784,                 1.3469,             2.8494e-05,             2.8494e-05,             2.8494e-05
                     64,                0.49466,                0.44967,                 1.0752,                0.77265,                0.41326,                0.69597,                0.53203,                 1.3405,                 1.8784,                 1.3469,             2.8211e-05,             2.8211e-05,             2.8211e-05
                     65,                0.46607,                0.43724,                 1.0617,                0.77265,                0.41326,                0.69597,                0.53203,                 1.3405,                 1.8784,                 1.3469,             2.7905e-05,             2.7905e-05,             2.7905e-05
                     66,                0.51185,                0.52044,                 1.0043,                0.77252,                0.41294,                0.70311,                0.53899,                 1.3641,                  1.943,                   1.37,             2.7575e-05,             2.7575e-05,             2.7575e-05
                     67,                0.28476,                0.32364,                0.81038,                0.77252,                0.41294,                0.70311,                0.53899,                 1.3641,                  1.943,                   1.37,             2.7222e-05,             2.7222e-05,             2.7222e-05
                     68,                0.57973,                0.67651,                 1.1216,                0.77252,                0.41294,                0.70311,                0.53899,                 1.3641,                  1.943,                   1.37,             2.6845e-05,             2.6845e-05,             2.6845e-05
                     69,                0.42139,                0.29628,                0.94024,                0.77313,                0.41076,                0.70331,                0.53971,                 1.3724,                  1.992,                 1.3774,             2.6445e-05,             2.6445e-05,             2.6445e-05
                     70,                0.41567,                0.35347,                 1.0099,                0.77313,                0.41076,                0.70331,                0.53971,                 1.3724,                  1.992,                 1.3774,             2.6021e-05,             2.6021e-05,             2.6021e-05
                     71,                 0.3268,                0.27978,                0.93832,                0.77313,                0.41076,                0.70331,                0.53971,                 1.3724,                  1.992,                 1.3774,             2.5573e-05,             2.5573e-05,             2.5573e-05
                     72,                 0.4584,                0.40019,                0.98811,                0.77337,                0.40714,                0.70331,                0.53038,                 1.3707,                 2.0105,                 1.3805,             2.5102e-05,             2.5102e-05,             2.5102e-05
                     73,                0.41921,                 0.3985,                0.98291,                0.77337,                0.40714,                0.70331,                0.53038,                 1.3707,                 2.0105,                 1.3805,             2.4607e-05,             2.4607e-05,             2.4607e-05
                     74,                0.44336,                0.40132,                0.99436,                0.77337,                0.40714,                0.70331,                0.53038,                 1.3707,                 2.0105,                 1.3805,             2.4089e-05,             2.4089e-05,             2.4089e-05
