,model_name,latency,thread
0,mobilenet_v3_large,1.184645270999681,3.0
1,mobilenet_v3_large,0.851144412999929,3.0
2,mobilenet_v3_large,0.2583650450005734,3.0
3,mobilenet_v3_large,0.2585076719997232,3.0
4,mobilenet_v3_large,0.2576671900005749,3.0
5,mobilenet_v3_large,0.2571919399997568,3.0
6,mobilenet_v3_large,0.2573165309995602,3.0
7,mobilenet_v3_large,0.2557288039997729,3.0
8,mobilenet_v3_large,0.2571539420005138,3.0
9,mobilenet_v3_large,0.2579601659999753,3.0
10,mobilenet_v3_large,0.2567949490003229,3.0
11,mobilenet_v3_large,0.2559890579996136,3.0
12,mobilenet_v3_large,0.2560295400007817,3.0
13,mobilenet_v3_large,0.255646066000736,3.0
14,mobilenet_v3_large,0.2573375499996473,3.0
15,mobilenet_v3_large,0.2559155429999009,3.0
16,mobilenet_v3_large,0.2558516549997875,3.0
17,mobilenet_v3_large,0.2551767619997918,3.0
18,mobilenet_v3_large,0.2551977430002807,3.0
19,mobilenet_v3_large,0.255357480999919,3.0
20,mobilenet_v3_large,0.2555028110000421,3.0
21,mobilenet_v3_large,0.2544929810001122,3.0
22,mobilenet_v3_large,0.2561156329993537,3.0
23,mobilenet_v3_large,0.2559398769999461,3.0
24,mobilenet_v3_large,0.2552331879996927,3.0
25,mobilenet_v3_large,0.2562931109996498,3.0
26,mobilenet_v3_large,0.2558123060007347,3.0
27,mobilenet_v3_large,0.2555065910000849,3.0
28,mobilenet_v3_large,0.2562788900004307,3.0
29,mobilenet_v3_large,0.2558792130002985,3.0
30,mobilenet_v3_large,0.2563473520003754,3.0
31,mobilenet_v3_large,0.2583545699999376,3.0
32,mobilenet_v3_large,0.2578044519996183,3.0
33,mobilenet_v3_large,0.2558776400001079,3.0
34,mobilenet_v3_large,0.2568029730000489,3.0
35,mobilenet_v3_large,0.2575400499999887,3.0
36,mobilenet_v3_large,0.258609881000666,3.0
37,mobilenet_v3_large,0.2576365120003174,3.0
38,mobilenet_v3_large,0.2580186340001091,3.0
39,mobilenet_v3_large,0.2567924369996035,3.0
40,mobilenet_v3_large,0.2575839959999939,3.0
41,mobilenet_v3_large,0.2571708190007484,3.0
42,mobilenet_v3_large,0.2570655250001437,3.0
43,mobilenet_v3_large,0.2569616020000467,3.0
44,mobilenet_v3_large,0.2548681819998819,3.0
45,mobilenet_v3_large,0.2544650429999819,3.0
46,mobilenet_v3_large,0.2542255289999957,3.0
47,mobilenet_v3_large,0.2549328670002069,3.0
48,mobilenet_v3_large,0.2539496469998994,3.0
49,mobilenet_v3_large,0.2547928329995557,3.0
50,mobilenet_v3_large,0.2544525070006784,3.0
51,mobilenet_v3_large,0.2550259949994142,3.0
52,mobilenet_v3_large,0.2543252689993096,3.0
53,mobilenet_v3_large,0.2557991469993794,3.0
54,mobilenet_v3_large,0.2549941449997277,3.0
55,mobilenet_v3_large,0.2551044950005234,3.0
56,mobilenet_v3_large,0.2545084339999448,3.0
57,mobilenet_v3_large,0.2542809759997908,3.0
58,mobilenet_v3_large,0.2543363820004742,3.0
59,mobilenet_v3_large,0.2551621060001707,3.0
60,mobilenet_v3_large,0.254786039999999,3.0
61,mobilenet_v3_large,0.2548924270004136,3.0
62,mobilenet_v3_large,0.2552880480006934,3.0
63,mobilenet_v3_large,0.256107866000093,3.0
64,mobilenet_v3_large,0.2546407290001298,3.0
65,mobilenet_v3_large,0.2558891119997497,3.0
66,mobilenet_v3_large,0.2546765999995841,3.0
67,mobilenet_v3_large,0.2552304400005596,3.0
68,mobilenet_v3_large,0.2563856019996819,3.0
69,mobilenet_v3_large,0.2556834130000425,3.0
70,mobilenet_v3_large,0.255519065000044,3.0
71,mobilenet_v3_large,0.2564671199997974,3.0
72,mobilenet_v3_large,0.2556791739998516,3.0
73,mobilenet_v3_large,0.2568393909996302,3.0
74,mobilenet_v3_large,0.255744543000219,3.0
75,mobilenet_v3_large,0.2558542449996821,3.0
76,mobilenet_v3_large,0.2556804519999787,3.0
77,mobilenet_v3_large,0.255867281999599,3.0
78,mobilenet_v3_large,0.2558189689998471,3.0
79,mobilenet_v3_large,0.2560593719999815,3.0
80,mobilenet_v3_large,0.2560894079997524,3.0
81,mobilenet_v3_large,0.2563177190004353,3.0
82,mobilenet_v3_large,0.2565959720004684,3.0
83,mobilenet_v3_large,0.2562582020000263,3.0
84,mobilenet_v3_large,0.2558967650002159,3.0
85,mobilenet_v3_large,0.2559577649999482,3.0
86,mobilenet_v3_large,0.2557210289996874,3.0
87,mobilenet_v3_large,0.2563780159998714,3.0
88,mobilenet_v3_large,0.2564511999999013,3.0
89,mobilenet_v3_large,0.2566195480003443,3.0
90,mobilenet_v3_large,0.2588944099998116,3.0
91,mobilenet_v3_large,0.2552038929998161,3.0
92,mobilenet_v3_large,0.2563253700000132,3.0
93,mobilenet_v3_large,0.2564015910002126,3.0
94,mobilenet_v3_large,0.2567697700005737,3.0
95,mobilenet_v3_large,0.2563909440004863,3.0
96,mobilenet_v3_large,0.2564762949996293,3.0
97,mobilenet_v3_large,0.256913786000041,3.0
98,mobilenet_v3_large,0.2577304360002017,3.0
99,mobilenet_v3_large,0.2576953079997111,3.0
100,mobilenet_v3_large,0.2581121880002683,3.0
101,mobilenet_v3_large,0.2568079749999015,3.0
102,mobilenet_v3_large,0.2571639500001765,3.0
103,mobilenet_v3_large,0.2566712190000544,3.0
104,mobilenet_v3_large,0.2576831610003864,3.0
105,mobilenet_v3_large,0.2569748059995618,3.0
106,mobilenet_v3_large,0.2584703130005437,3.0
107,mobilenet_v3_large,0.2586041250006019,3.0
108,mobilenet_v3_large,0.2590751529996851,3.0
109,mobilenet_v3_large,0.2591056900000694,3.0
110,mobilenet_v3_large,0.258856583999659,3.0
111,mobilenet_v3_large,0.2590702839997902,3.0
112,mobilenet_v3_large,0.2582924670005013,3.0
113,mobilenet_v3_large,0.2593987780001043,3.0
114,mobilenet_v3_large,0.2582873749997816,3.0
115,mobilenet_v3_large,0.2599995440004932,3.0
116,mobilenet_v3_large,0.2584100960002615,3.0
117,mobilenet_v3_large,0.2588249950003956,3.0
118,mobilenet_v3_large,0.2588051070006258,3.0
119,mobilenet_v3_large,0.2592677829998138,3.0
120,mobilenet_v3_large,0.2589318270001968,3.0
121,mobilenet_v3_large,0.2594898170000306,3.0
122,mobilenet_v3_large,0.2592955620002612,3.0
123,mobilenet_v3_large,0.2598338289999446,3.0
124,mobilenet_v3_large,0.2588031280001814,3.0
125,mobilenet_v3_large,0.2595035399999688,3.0
126,mobilenet_v3_large,0.2590463460001047,3.0
127,mobilenet_v3_large,0.2593870620003144,3.0
128,mobilenet_v3_large,0.2587042049999581,3.0
129,mobilenet_v3_large,0.2599533100001281,3.0
130,mobilenet_v3_large,0.260064548999253,3.0
131,mobilenet_v3_large,0.2601041220004845,3.0
132,mobilenet_v3_large,0.2597682770001484,3.0
133,mobilenet_v3_large,0.2599562559998958,3.0
134,mobilenet_v3_large,0.2593282879997787,3.0
135,mobilenet_v3_large,0.2598982400004388,3.0
136,mobilenet_v3_large,0.2593934909991731,3.0
137,mobilenet_v3_large,0.2603499720007676,3.0
138,mobilenet_v3_large,0.2588440209992768,3.0
139,mobilenet_v3_large,0.260728038999332,3.0
140,mobilenet_v3_large,0.2596769500005393,3.0
141,mobilenet_v3_large,0.2600285729995448,3.0
142,mobilenet_v3_large,0.2601942549999876,3.0
143,mobilenet_v3_large,0.2602104959996723,3.0
144,mobilenet_v3_large,0.2593450499998653,3.0
145,mobilenet_v3_large,0.2604265289992327,3.0
146,mobilenet_v3_large,0.2604131600000983,3.0
147,mobilenet_v3_large,0.2601434799998969,3.0
148,mobilenet_v3_large,0.2591456489999473,3.0
149,mobilenet_v3_large,0.2611343680000573,3.0
150,mobilenet_v3_large,0.2596725099992909,3.0
151,mobilenet_v3_large,0.259631361999709,3.0
152,mobilenet_v3_large,0.2601918149994162,3.0
153,mobilenet_v3_large,0.2593924239999978,3.0
154,mobilenet_v3_large,0.260283628000252,3.0
155,mobilenet_v3_large,0.2600413929994829,3.0
156,mobilenet_v3_large,0.2598358980003468,3.0
157,mobilenet_v3_large,0.259662735999882,3.0
158,mobilenet_v3_large,0.2593607790004171,3.0
159,mobilenet_v3_large,0.2598652500000753,3.0
160,mobilenet_v3_large,0.2602080399992701,3.0
161,mobilenet_v3_large,0.2597242540005027,3.0
