wool.jpg,113.67607116699219,nematode,112,[51.37254901960784],head cabbage,937,[52.156862745098046],tennis ball,853,[55.294117647058826]
wine_bottle.jpg,74.57852363586426,pill bottle,721,[61.568627450980394],lotion,632,[69.41176470588235],wine bottle,908,[78.43137254901961]
stone_wall.jpg,74.42617416381836,broccoli,938,[42.745098039215684],megalith,650,[49.80392156862745],stone wall,826,[87.84313725490196]
test 2.jpg,74.63312149047852,tiger cat,283,[66.66666666666666],Egyptian cat,286,[69.80392156862744],tabby,282,[72.15686274509804]
tractor.jpg,74.71132278442383,plow,731,[65.88235294117646],harvester,596,[67.84313725490196],tractor,867,[86.66666666666667]
sheperd.jpg,74.62072372436523,Great Pyrenees,258,[54.11764705882353],kuvasz,223,[76.07843137254902],Norwegian elkhound,175,[54.509803921568626]
tv_2.jpg,74.65004920959473,bakery,416,[50.588235294117645],butcher shop,468,[51.76470588235295],grocery store,583,[56.86274509803921]
tv.jpg,74.53322410583496,monitor,665,[60.0],television,852,[70.19607843137254],screen,783,[65.09803921568627]
test.jpg,74.73564147949219,tiger cat,283,[66.66666666666666],Egyptian cat,286,[69.80392156862744],tabby,282,[72.15686274509804]
tennis_ball.jpg,74.65410232543945,croquet ball,523,[51.76470588235295],bottlecap,456,[57.25490196078431],tennis ball,853,[76.47058823529412]
