         35313 function calls (34922 primitive calls) in 1.272 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.003    0.000    0.027    0.003 classification_v2.py:62(return_n_biggest_result_pyarmnn)
       42    0.000    0.000    0.023    0.001 <frozen importlib._bootstrap>:549(module_from_spec)
        6    0.000    0.000    0.020    0.003 <frozen importlib._bootstrap_external>:1164(create_module)
       35    0.001    0.000    0.020    0.001 <frozen importlib._bootstrap_external>:914(get_code)
        6    0.018    0.003    0.020    0.003 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.018    0.018 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn.py:4019(Optimize)
        1    0.018    0.018    0.018    0.018 {built-in method pyarmnn._generated._pyarmnn.Optimize}
        1    0.000    0.000    0.014    0.014 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:34(<module>)
        8    0.008    0.001    0.013    0.002 classification_v2.py:65(<listcomp>)
        1    0.000    0.000    0.013    0.013 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn.py:4569(LoadNetwork)
        1    0.013    0.013    0.013    0.013 {built-in method pyarmnn._generated._pyarmnn.IRuntime_LoadNetwork}
       43    0.001    0.000    0.012    0.000 <frozen importlib._bootstrap>:890(_find_spec)
       35    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:638(_compile_bytecode)
        1    0.000    0.000    0.011    0.011 /home/pi/.local/lib/python3.8/site-packages/PIL/TiffImagePlugin.py:41(<module>)
        1    0.001    0.001    0.011    0.011 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn.py:7(<module>)
       35    0.011    0.000    0.011    0.000 {built-in method marshal.loads}
      169    0.005    0.000    0.011    0.000 {built-in method builtins.__build_class__}
       42    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
       42    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1367(_get_spec)
        1    0.000    0.000    0.010    0.010 /usr/lib/python3/dist-packages/pyarmnn/_tensor/__init__.py:4(<module>)
       82    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1498(find_spec)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3/dist-packages/pyarmnn/_tensor/workload_tensors.py:3(<module>)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.8/fractions.py:4(<module>)
        8    0.001    0.000    0.007    0.001 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:3242(_open_core)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn_tfliteparser.py:7(<module>)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.8/json/__init__.py:299(loads)
        8    0.005    0.001    0.006    0.001 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.8/json/decoder.py:332(decode)
        1    0.006    0.006    0.006    0.006 /usr/lib/python3.8/json/decoder.py:343(raw_decode)
        8    0.000    0.000    0.006    0.001 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:821(jpeg_factory)
      176    0.005    0.000    0.005    0.000 /usr/lib/python3/dist-packages/pyarmnn/_utilities/profiling_helper.py:79(__get_wall_clock_times__)
        1    0.000    0.000    0.005    0.005 /home/pi/.local/lib/python3.8/site-packages/PIL/BmpImagePlugin.py:27(<module>)
        8    0.000    0.000    0.005    0.001 /home/pi/.local/lib/python3.8/site-packages/PIL/ImageFile.py:88(__init__)
        8    0.001    0.000    0.005    0.001 {built-in method numpy.asarray}
       35    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1034(get_data)
     8008    0.005    0.000    0.005    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.8/typing.py:1(<module>)
        8    0.000    0.000    0.005    0.001 /home/pi/.local/lib/python3.8/site-packages/PIL/ImageFile.py:292(load_prepare)
        8    0.001    0.000    0.005    0.001 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:351(_open)
        8    0.005    0.001    0.005    0.001 {built-in method PIL._imaging.new}
      183    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
      184    0.004    0.000    0.004    0.000 {built-in method posix.stat}
        8    0.000    0.000    0.004    0.001 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:687(__array_interface__)
       17    0.004    0.000    0.004    0.000 {built-in method io.open}
        1    0.000    0.000    0.004    0.004 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn_onnxparser.py:7(<module>)
        3    0.000    0.000    0.004    0.001 /usr/lib/python3.8/re.py:250(compile)
        3    0.000    0.000    0.004    0.001 /usr/lib/python3.8/re.py:289(_compile)
        8    0.000    0.000    0.004    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:729(tobytes)
      347    0.004    0.000    0.004    0.000 {method 'read' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.003    0.001 /usr/lib/python3.8/sre_compile.py:759(compile)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn_deserializer.py:7(<module>)
        8    0.001    0.000    0.003    0.000 /usr/lib/python3/dist-packages/pyarmnn/_tensor/workload_tensors.py:97(workload_tensors_to_ndarray)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.8/decimal.py:2(<module>)
        1    0.000    0.000    0.003    0.003 /home/pi/.local/lib/python3.8/site-packages/PIL/ImagePalette.py:19(<module>)
       41    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
        3    0.000    0.000    0.003    0.001 /usr/lib/python3.8/sre_parse.py:937(parse)
     13/3    0.000    0.000    0.002    0.001 /usr/lib/python3.8/sre_parse.py:435(_parse_sub)
        1    0.000    0.000    0.002    0.002 /home/pi/.local/lib/python3.8/site-packages/PIL/GifImagePlugin.py:27(<module>)
       35    0.002    0.000    0.002    0.000 {built-in method io.open_code}
     15/3    0.001    0.000    0.002    0.001 /usr/lib/python3.8/sre_parse.py:493(_parse)
       16    0.000    0.000    0.002    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      175    0.001    0.000    0.002    0.000 classification_v2.py:290(<listcomp>)
       56    0.001    0.000    0.002    0.000 /usr/lib/python3.8/typing.py:659(__init__)
        8    0.000    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pyarmnn/_tensor/workload_tensors.py:16(make_input_tensors)
      178    0.002    0.000    0.002    0.000 {method 'writerow' of '_csv.writer' objects}
       17    0.002    0.000    0.002    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.002    0.002 /home/pi/.local/lib/python3.8/site-packages/PIL/PngImagePlugin.py:34(<module>)
       70    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
      426    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn_version.py:7(<module>)
       24    0.002    0.000    0.002    0.000 {method 'encode' of 'ImagingEncoder' objects}
       75    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:376(cached)
        8    0.001    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pyarmnn/_tensor/const_tensor.py:24(__init__)
       38    0.000    0.000    0.002    0.000 /usr/lib/python3.8/typing.py:1435(_alias)
       12    0.000    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:404(load_read)
       61    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
       56    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
       40    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:484(_get_cached)
     1408    0.001    0.000    0.001    0.000 {built-in method builtins.round}
      402    0.001    0.000    0.001    0.000 /usr/lib/python3.8/typing.py:762(__setattr__)
       46    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:147(__enter__)
        8    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(argpartition)
    21/20    0.000    0.000    0.001    0.000 /usr/lib/python3.8/typing.py:255(inner)
       15    0.001    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:243(DQT)
       13    0.000    0.000    0.001    0.000 /usr/lib/python3.8/abc.py:84(__new__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3/dist-packages/pyarmnn/_utilities/__init__.py:4(<module>)
       34    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x8deb80}
        8    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(expand_dims)
        8    0.000    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:766(argpartition)
        8    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.8/enum.py:157(__new__)
        8    0.000    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/numpy/lib/shape_base.py:512(expand_dims)
       54    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        8    0.001    0.000    0.001    0.000 {method 'argpartition' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.8/sre_compile.py:598(_code)
      426    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
       41    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1493(_get_spec)
      524    0.000    0.000    0.001    0.000 /usr/lib/python3.8/sre_parse.py:254(get)
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.8/logging/__init__.py:2074(info)
       35    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1075(path_stats)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3/dist-packages/pyarmnn/_quantization/__init__.py:4(<module>)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.8/collections/__init__.py:313(namedtuple)
     1673    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
       70    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
      548    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
     3591    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
     1517    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1549(_fill_cache)
        8    0.001    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
     26/3    0.000    0.000    0.001    0.000 /usr/lib/python3.8/sre_compile.py:71(_compile)
       37    0.000    0.000    0.001    0.000 {method 'format' of 'str' objects}
       10    0.000    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:61(APP)
       40    0.000    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:56(Skip)
       88    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1330(_path_importer_cache)
       41    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:689(spec_from_file_location)
        5    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
      402    0.000    0.000    0.001    0.000 /usr/lib/python3.8/typing.py:646(_is_dunder)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/inspect.py:325(getmembers)
       32    0.000    0.000    0.001    0.000 /usr/lib/python3.8/codecs.py:319(decode)
      183    0.000    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/_binary.py:80(i16be)
       81    0.000    0.000    0.001    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/logging/__init__.py:1448(warning)
      581    0.001    0.000    0.001    0.000 /usr/lib/python3.8/sre_parse.py:233(__next)
        8    0.000    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:543(_new)
        8    0.000    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:248(_conv_type_shape)
       46    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
        8    0.000    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:193(SOF)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1565(_log)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1317(_path_hooks)
       16    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:263(<listcomp>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:677(__getitem__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_tensor/const_tensor.py:141(__create_memory_area)
       73    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/ImageFile.py:555(_safe_read)
        8    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1908(basicConfig)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn.py:4660(__iter__)
        8    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:417(_getencoder)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:553(_classify_pyc)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:689(copy_with)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_utilities/profiling_helper.py:3(<module>)
      451    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      255    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        8    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:393(_getdecoder)
  830/799    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        8    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:648(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn.py:4943(__init__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn.py:4917(GetShape)
       16    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      156    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:187(_subs_tvars)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_bootlocale.py:33(getpreferredencoding)
      175    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_utilities/profiling_helper.py:90(__get_backend)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn.py:4698(__str__)
       32    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:835(load)
        8    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/numpy/core/numeric.py:1347(normalize_axis_tuple)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/ImageFile.py:30(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:878(__class_getitem__)
       43    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/_distutils_hack/__init__.py:89(find_spec)
      105    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/TiffImagePlugin.py:430(ImageFileDirectory_v2)
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        8    0.000    0.000    0.000    0.000 {built-in method pyarmnn._generated._pyarmnn.TensorShape___str__}
      499    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      191    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:200(<setcomp>)
      341    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1550(makeRecord)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
       16    0.000    0.000    0.000    0.000 {built-in method pyarmnn._generated._pyarmnn.Tensor_GetShape}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:288(__init__)
       32    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       61    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:172(_collect_type_vars)
      4/3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:347(__getitem__)
      922    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       16    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:512(__init__)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:802(__getitem__)
        9    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:248(_tp_cache)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
      160    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:164(__getitem__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn.py:4863(SetConstant)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:75(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/PpmImagePlugin.py:18(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1060(__init_subclass__)
        8    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/ImageMode.py:36(getmode)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:818(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn.py:3058(INetwork)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn_tfliteparser.py:371(BindingPointInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1591(handle)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:2018(getLogger)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1051(__init__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:586(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1645(callHandlers)
      170    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:536(_compile_info)
     28/8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:174(getwidth)
     15/2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/abc.py:100(__subclasscheck__)
        9    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:941(handle)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1284(getLogger)
      170    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
      113    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      140    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
     15/2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        8    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/BmpImagePlugin.py:55(_dib_accept)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:120(_type_check)
      280    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1838(IO)
       24    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:525(__getattr__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:143(__prepare__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:862(__init__)
        5    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1436(info)
        8    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.jpeg_decoder}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:276(_optimize_charset)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:516(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1073(emit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_tensor/workload_tensors.py:63(make_output_tensors)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1689(isEnabledFor)
        8    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:487(_getmp)
       24    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 {built-in method pyarmnn._generated._pyarmnn.ConstTensor_swiginit}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1459(__init__)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:900(__init_subclass__)
        8    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/ImageFile.py:229(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_tensor/tensor.py:23(__init__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        9    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/TiffImagePlugin.py:686(_register_basic)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/abc.py:96(__instancecheck__)
        8    0.000    0.000    0.000    0.000 {built-in method pyarmnn._generated._pyarmnn.new_ConstTensor}
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:417(__setattr__)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       18    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn.py:4692(__getitem__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_generated/pyarmnn.py:4839(IsQuantized)
      170    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1951(TextIO)
        8    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:512(_getmp)
       16    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/_util.py:5(is_path)
      371    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:309(__init__)
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyarmnn/_tensor/const_tensor.py:3(<module>)
       96    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:539(size)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/functools.py:34(update_wrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:559(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/genericpath.py:39(isdir)
        8    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_encoder}
