model_name,os,api,inference type,latency avg,top1,top5,map,miou,latency,thread count
yolov5l,ubuntus,tf,det,6.415316322348023,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/tf/yolov5l/yolov5l-fp16_tf_det_2024_5_15_19_41_ubuntus_3_onlylat.csv,3
yolov5l,ubuntus,tf,det,6.407525297405078,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/tf/yolov5l/yolov5l-fp16_tf_det_2024_5_16_17_48_ubuntus_4_onlylat.csv,4
