                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.92175,                 2.4802,                 1.3174,                0.80484,                0.56185,                0.74702,                0.52611,                 1.5359,                 1.9124,                 1.3633,             1.5199e-05,             1.5199e-05,             1.5199e-05
                     17,                 1.0489,                 2.0066,                  1.404,                0.78756,                0.58333,                0.74669,                0.52522,                 1.5183,                 1.9569,                 1.3533,             1.6024e-05,             1.6024e-05,             1.6024e-05
                     18,                0.67795,                 2.1242,                 1.1632,                0.78756,                0.58333,                0.74669,                0.52522,                 1.5183,                 1.9569,                 1.3533,             1.6825e-05,             1.6825e-05,             1.6825e-05
                     19,                 1.1483,                    2.7,                 1.5819,                0.74806,                0.58333,                0.63654,                0.48808,                 1.5348,                 2.0509,                 1.3583,             1.7603e-05,             1.7603e-05,             1.7603e-05
                     20,                 1.0593,                  1.869,                 1.3849,                0.74806,                0.58333,                0.63654,                0.48808,                 1.5348,                 2.0509,                 1.3583,             1.8357e-05,             1.8357e-05,             1.8357e-05
                     21,                0.99644,                 1.9299,                 1.3697,                0.77079,                0.58333,                0.61432,                0.46556,                 1.5387,                  2.126,                 1.3721,             1.9088e-05,             1.9088e-05,             1.9088e-05
                     22,                0.99338,                 1.8727,                 1.4212,                0.77079,                0.58333,                0.61432,                0.46556,                 1.5387,                  2.126,                 1.3721,             1.9795e-05,             1.9795e-05,             1.9795e-05
                     23,                0.91588,                 1.9295,                 1.2389,                0.94419,                0.38333,                0.61414,                0.46171,                  1.559,                 2.1614,                 1.3827,             2.0478e-05,             2.0478e-05,             2.0478e-05
                     24,                 1.0665,                 2.3306,                 1.3924,                0.94419,                0.38333,                0.61414,                0.46171,                  1.559,                 2.1614,                 1.3827,             2.1138e-05,             2.1138e-05,             2.1138e-05
                     25,                0.97102,                 1.6927,                 1.3123,                0.94913,                0.38571,                0.58635,                0.45634,                  1.585,                 2.1956,                 1.3868,             2.1774e-05,             2.1774e-05,             2.1774e-05
                     26,                 1.0129,                 1.5149,                 1.3443,                0.94913,                0.38571,                0.58635,                0.45634,                  1.585,                 2.1956,                 1.3868,             2.2387e-05,             2.2387e-05,             2.2387e-05
                     27,                0.80825,                  1.436,                 1.2192,                0.78124,                 0.3855,                0.58533,                0.45494,                  1.594,                 2.2466,                 1.4001,             2.2976e-05,             2.2976e-05,             2.2976e-05
                     28,                 1.0757,                  1.621,                 1.3042,                0.78124,                 0.3855,                0.58533,                0.45494,                  1.594,                 2.2466,                 1.4001,             2.3542e-05,             2.3542e-05,             2.3542e-05
                     29,                0.83353,                  1.311,                 1.1903,                 0.7816,                0.38528,                0.58556,                0.45692,                 1.6203,                 2.2861,                 1.4255,             2.4084e-05,             2.4084e-05,             2.4084e-05
                     30,                0.77233,                 1.4461,                 1.2688,                 0.7816,                0.38528,                0.58556,                0.45692,                 1.6203,                 2.2861,                 1.4255,             2.4602e-05,             2.4602e-05,             2.4602e-05
                     31,                0.55477,                 1.0408,                 1.0141,                0.78025,                0.38532,                0.58289,                0.46212,                 1.6293,                 2.3159,                  1.444,             2.5097e-05,             2.5097e-05,             2.5097e-05
                     32,                0.69854,                 1.2959,                 1.0637,                0.78025,                0.38532,                0.58289,                0.46212,                 1.6293,                 2.3159,                  1.444,             2.5568e-05,             2.5568e-05,             2.5568e-05
                     33,                  1.104,                 2.2739,                 1.5732,                0.78039,                0.38497,                 0.5859,                0.45606,                 1.7175,                 2.3504,                 1.5229,             2.6016e-05,             2.6016e-05,             2.6016e-05
                     34,                 1.0246,                 1.7235,                 1.4076,                0.78039,                0.38497,                 0.5859,                0.45606,                 1.7175,                 2.3504,                 1.5229,              2.644e-05,              2.644e-05,              2.644e-05
                     35,                0.78204,                 1.0741,                  1.218,                0.78147,                0.38504,                 0.5824,                0.44589,                 1.7222,                 2.3582,                 1.5296,             2.6841e-05,             2.6841e-05,             2.6841e-05
                     36,                0.87435,                 1.3268,                 1.2518,                0.78147,                0.38504,                 0.5824,                0.44589,                 1.7222,                 2.3582,                 1.5296,             2.7218e-05,             2.7218e-05,             2.7218e-05
                     37,                0.98437,                 1.5777,                 1.2747,                0.78173,                0.38502,                0.59613,                0.44867,                 1.7032,                 2.3387,                 1.5074,             2.7572e-05,             2.7572e-05,             2.7572e-05
                     38,                0.59825,                 1.0189,                 1.1573,                0.78173,                0.38502,                0.59613,                0.44867,                 1.7032,                 2.3387,                 1.5074,             2.7902e-05,             2.7902e-05,             2.7902e-05
                     39,                0.95203,                 1.3746,                 1.4217,                0.78178,                0.38538,                0.58752,                0.43235,                 1.7588,                 2.4211,                 1.5763,             2.8208e-05,             2.8208e-05,             2.8208e-05
                     40,                0.76018,                0.83038,                 1.0627,                0.78178,                0.38538,                0.58752,                0.43235,                 1.7588,                 2.4211,                 1.5763,             2.8491e-05,             2.8491e-05,             2.8491e-05
                     41,                 1.0755,                 1.6286,                 1.4697,                0.77946,                0.38499,                0.58509,                0.42127,                 1.7398,                 2.4061,                  1.561,              2.875e-05,              2.875e-05,              2.875e-05
                     42,                 0.7989,                 1.3927,                 1.1553,                0.77946,                0.38499,                0.58509,                0.42127,                 1.7398,                 2.4061,                  1.561,             2.8986e-05,             2.8986e-05,             2.8986e-05
                     43,                0.75673,                0.91912,                 1.2388,                0.77702,                0.38333,                0.58194,                0.42069,                 1.7703,                 2.3812,                 1.5821,             2.9198e-05,             2.9198e-05,             2.9198e-05
                     44,                0.62199,                 0.8155,                 1.1013,                0.77702,                0.38333,                0.58194,                0.42069,                 1.7703,                 2.3812,                 1.5821,             2.9387e-05,             2.9387e-05,             2.9387e-05
                     45,                0.87953,                 1.2662,                 1.2564,                0.77604,                0.38333,                0.58244,                0.40627,                 1.7683,                 2.3975,                 1.5818,             2.9552e-05,             2.9552e-05,             2.9552e-05
                     46,                0.80955,                 1.2571,                 1.2815,                0.77604,                0.38333,                0.58244,                0.40627,                 1.7683,                 2.3975,                 1.5818,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     47,                0.64528,                 0.9858,                 1.0996,                  0.775,                0.38542,                0.50601,                0.36694,                 1.7546,                 2.4244,                 1.5685,             2.9811e-05,             2.9811e-05,             2.9811e-05
                     48,                0.84021,                 1.6507,                 1.2676,                  0.775,                0.38542,                0.50601,                0.36694,                 1.7546,                 2.4244,                 1.5685,             2.9906e-05,             2.9906e-05,             2.9906e-05
                     49,                0.74928,                0.70152,                 1.1834,                 0.7747,                0.38544,                0.50698,                 0.3837,                 1.7259,                 2.4095,                 1.5358,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                0.77046,                 1.1777,                 1.1681,                 0.7747,                0.38544,                0.50698,                 0.3837,                 1.7259,                 2.4095,                 1.5358,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                0.94386,                 1.2165,                 1.2003,                0.77088,                0.38565,                0.50893,                0.38433,                 1.7744,                 2.4232,                 1.5848,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                0.95633,                 1.3541,                 1.3998,                0.77088,                0.38565,                0.50893,                0.38433,                 1.7744,                 2.4232,                 1.5848,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                  1.012,                  1.494,                 1.3932,                0.77088,                0.38565,                0.50893,                0.38433,                 1.7744,                 2.4232,                 1.5848,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                0.84417,                 1.4466,                 1.2329,                0.76593,                0.38585,                0.51053,                0.38484,                 1.7758,                 2.4549,                 1.5887,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                0.72099,                   1.06,                 1.1399,                0.76593,                0.38585,                0.51053,                0.38484,                 1.7758,                 2.4549,                 1.5887,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                0.86657,                  1.438,                 1.3106,                0.76593,                0.38585,                0.51053,                0.38484,                 1.7758,                 2.4549,                 1.5887,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                 0.9439,                  1.118,                 1.3721,                0.76778,                0.38575,                0.50755,                  0.391,                 1.7817,                 2.4884,                 1.5931,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                0.78873,                0.78955,                 1.2886,                0.76778,                0.38575,                0.50755,                  0.391,                 1.7817,                 2.4884,                 1.5931,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                  0.606,                0.90072,                 1.1319,                0.76778,                0.38575,                0.50755,                  0.391,                 1.7817,                 2.4884,                 1.5931,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                0.78076,                 1.0586,                 1.2626,                0.76931,                0.38569,                 0.5076,                0.38942,                  1.791,                 2.5079,                 1.5922,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                 0.7607,                   1.08,                 1.2358,                0.76931,                0.38569,                 0.5076,                0.38942,                  1.791,                 2.5079,                 1.5922,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                0.61911,                0.74282,                 1.0518,                0.76931,                0.38569,                 0.5076,                0.38942,                  1.791,                 2.5079,                 1.5922,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                0.88162,                 1.0898,                 1.3246,                0.76909,                0.38557,                  0.464,                 0.3527,                 1.7878,                 2.5032,                 1.5813,             2.8494e-05,             2.8494e-05,             2.8494e-05
