                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.97919,                 3.4647,                 1.3565,                0.90178,                0.51846,                0.72666,                0.49377,                 1.5461,                 1.6411,                 1.3288,                      0,                      0,                      0
                      2,                 1.3629,                  2.846,                 1.6624,                0.90609,                0.52352,                0.73834,                0.51482,                   1.55,                 1.6203,                 1.3236,             1.1782e-06,             1.1782e-06,             1.1782e-06
                      3,                  1.294,                 3.5817,                 1.6968,                0.90718,                0.52504,                0.72883,                0.52209,                 1.5321,                 1.6025,                 1.3099,             2.3329e-06,             2.3329e-06,             2.3329e-06
                      4,                 1.3873,                 3.6909,                 1.7284,                0.61621,                0.68607,                0.75322,                0.54182,                 1.5215,                  1.595,                 1.3071,              3.464e-06,              3.464e-06,              3.464e-06
                      5,                 1.0253,                 2.3313,                 1.2785,                0.61555,                0.69451,                0.75256,                0.55014,                  1.521,                 1.5909,                 1.3044,             4.5715e-06,             4.5715e-06,             4.5715e-06
                      6,                 1.0406,                 3.1865,                 1.4127,                0.91236,                0.53835,                0.75234,                 0.5532,                 1.5129,                 1.6538,                 1.3062,             5.6555e-06,             5.6555e-06,             5.6555e-06
                      7,                 1.2309,                 2.9805,                 1.4694,                0.91627,                0.54127,                0.75084,                0.54603,                 1.5263,                 1.6781,                  1.312,             6.7159e-06,             6.7159e-06,             6.7159e-06
                      8,                 1.1634,                 2.5535,                 1.6488,                0.91786,                0.54617,                0.75231,                0.53147,                 1.5299,                  1.693,                  1.317,             7.7527e-06,             7.7527e-06,             7.7527e-06
                      9,                 0.9186,                 1.9503,                 1.3414,                0.92162,                0.54786,                0.75305,                0.53074,                 1.5449,                 1.7358,                 1.3272,              8.766e-06,              8.766e-06,              8.766e-06
                     10,                 1.1664,                 2.5562,                 1.5893,                0.92691,                   0.55,                0.75819,                0.52262,                  1.551,                 1.8043,                 1.3364,             9.7557e-06,             9.7557e-06,             9.7557e-06
                     11,                 1.0991,                 2.1913,                  1.277,                0.92739,                   0.55,                 0.8412,                0.55428,                 1.5575,                 1.8299,                 1.3547,             1.0722e-05,             1.0722e-05,             1.0722e-05
                     12,                 1.0968,                 2.9904,                  1.451,                0.89898,                   0.55,                 0.8418,                0.55386,                  1.558,                 1.8195,                 1.3672,             1.1664e-05,             1.1664e-05,             1.1664e-05
                     13,                0.90692,                 2.1038,                 1.2778,                0.85802,                   0.55,                0.84036,                0.57877,                 1.5496,                 1.8344,                 1.3657,             1.2584e-05,             1.2584e-05,             1.2584e-05
                     14,                 1.2065,                 2.6952,                  1.571,                0.82791,                   0.55,                0.84018,                0.53788,                 1.5414,                 1.8841,                 1.3588,             1.3479e-05,             1.3479e-05,             1.3479e-05
                     15,                0.86826,                 1.7326,                 1.2231,                0.81274,                0.55766,                0.74764,                0.52641,                  1.532,                 1.8913,                 1.3527,             1.4351e-05,             1.4351e-05,             1.4351e-05
