,image,inference time,label,index,value
0,/home/pi/sambashare/BacArbeit/randomized_iamges/0.jpg,6.537115843999345,[],[],[]
1,/home/pi/sambashare/BacArbeit/randomized_iamges/1.jpg,6.3383264879994385,[],[],[]
2,/home/pi/sambashare/BacArbeit/randomized_iamges/2.jpg,6.318715822999366,[],[],[]
3,/home/pi/sambashare/BacArbeit/randomized_iamges/3.jpg,6.27808652100066,[],[],[]
4,/home/pi/sambashare/BacArbeit/randomized_iamges/4.jpg,6.271298616000422,[],[],[]
5,/home/pi/sambashare/BacArbeit/randomized_iamges/5.jpg,6.263344738999876,[],[],[]
6,/home/pi/sambashare/BacArbeit/randomized_iamges/6.jpg,6.272953861000133,[],[],[]
7,/home/pi/sambashare/BacArbeit/randomized_iamges/7.jpg,6.339892549000069,[],[],[]
8,/home/pi/sambashare/BacArbeit/randomized_iamges/8.jpg,6.32742166600292,[],[],[]
9,/home/pi/sambashare/BacArbeit/randomized_iamges/9.jpg,6.320170633000089,[],[],[]
