,image,inference time,label,index,value
0,/home/pi/sambashare/BacArbeit/images/dog.jpg,9.965911153999514,"['bear', 'bear', 'bear', 'bear']","[21, 21, 21, 21]","[0.5380064, 0.5672054, 0.5382341, 0.54114366]"
1,/home/pi/sambashare/BacArbeit/images/image_3_thumb.jpg,9.695557840999754,[],[],[]
2,/home/pi/sambashare/BacArbeit/images/image_4_thumb.jpg,9.640222963999804,[],[],[]
3,/home/pi/sambashare/BacArbeit/images/zebra.jpg,11.613546358999884,"['zebra', 'zebra', 'zebra', 'zebra', 'zebra', 'zebra']","[22, 22, 22, 22, 22, 22]","[0.87951803, 0.8731016, 0.50848067, 0.50022924, 0.8024705, 0.771272]"
4,/home/pi/sambashare/BacArbeit/images/cat_2.jpg,13.232958379000593,"['cat', 'cat', 'cat', 'cat']","[15, 15, 15, 15]","[0.51203024, 0.50817883, 0.64353776, 0.63805425]"
5,/home/pi/sambashare/BacArbeit/images/image_1_thumb.jpg,10.961182459000156,[],[],[]
6,/home/pi/sambashare/BacArbeit/images/bottle_wine_glass.jpg,12.599325346000114,"['bottle', 'bottle', 'bottle', 'bottle', 'wine glass', 'wine glass', 'bottle', 'bottle', 'bottle', 'bottle', 'wine glass', 'wine glass', 'wine glass', 'wine glass']","[39, 39, 39, 39, 40, 40, 39, 39, 39, 39, 40, 40, 40, 40]","[0.72995377, 0.69137776, 0.6763692, 0.6528448, 0.5361021, 0.5261287, 0.79895914, 0.77046597, 0.9106386, 0.89320874, 0.9221731, 0.9055402, 0.74767447, 0.72734046]"
7,/home/pi/sambashare/BacArbeit/images/dog_2_640_640.jpg,12.23783043200001,"['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'dog', 'dog', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'bicycle', 'bicycle', 'bicycle', 'bicycle', 'bicycle', 'bicycle', 'bicycle', 'bicycle', 'bicycle', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog']","[7, 7, 7, 7, 7, 7, 16, 16, 7, 7, 7, 7, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 16, 16, 16, 16, 16, 16, 16, 16, 16]","[0.69773746, 0.7093724, 0.88579327, 0.8780819, 0.8956653, 0.90139997, 0.93236387, 0.8962843, 0.91677517, 0.916433, 0.9237161, 0.924755, 0.8708648, 0.86891174, 0.94454104, 0.94303125, 0.93924737, 0.94589895, 0.94913685, 0.9432253, 0.71981835, 0.70532995, 0.7161237, 0.8359715, 0.8250804, 0.8331374, 0.9551015, 0.9517531, 0.94773066, 0.9510007, 0.9480522, 0.9412153]"
8,/home/pi/sambashare/BacArbeit/images/airplane.jpg,10.591128533999836,"['airplane', 'airplane']","[4, 4]","[0.57599115, 0.7208048]"
9,/home/pi/sambashare/BacArbeit/images/dog_2.jpg,9.737050279000869,"['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'dog', 'dog', 'dog', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'bicycle', 'bicycle', 'bicycle', 'bicycle', 'bicycle', 'bicycle', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog']","[7, 7, 7, 7, 7, 7, 16, 16, 16, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 1, 1, 1, 1, 16, 16, 16, 16, 16, 16, 16, 16, 16]","[0.8903709, 0.8803442, 0.9059942, 0.9027217, 0.629604, 0.63025475, 0.9237775, 0.6284399, 0.5203037, 0.83744484, 0.83493716, 0.81980634, 0.91714036, 0.91954434, 0.9205209, 0.9244738, 0.9256086, 0.917265, 0.9258031, 0.93369204, 0.9277149, 0.92282116, 0.92871547, 0.9234393, 0.8064238, 0.8919146, 0.8984724, 0.91689277, 0.9422832, 0.9410502, 0.8955757, 0.9111372, 0.9097277]"
10,/home/pi/sambashare/BacArbeit/images/cat.jpg,9.961622755999997,"['cat', 'cat', 'cat']","[15, 15, 15]","[0.5081464, 0.58074003, 0.55743587]"
11,/home/pi/sambashare/BacArbeit/images/zidane.jpg,12.51847824699962,"['tie', 'tie', 'tie', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'tie', 'tie', 'tie', 'tie', 'tie', 'tie']","[27, 27, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 27, 27, 27, 27, 27]","[0.5190704, 0.63540685, 0.53334594, 0.87007886, 0.8559046, 0.6837696, 0.6826328, 0.82440805, 0.8118909, 0.82358456, 0.8281932, 0.5837383, 0.574107, 0.5438155, 0.52132636, 0.63437724, 0.61215115, 0.57970256, 0.5552075]"
12,/home/pi/sambashare/BacArbeit/images/image_2_thumb.jpg,12.416315104000205,[],[],[]
13,/home/pi/sambashare/BacArbeit/images/cake.jpg,9.649400584999967,[],[],[]
14,/home/pi/sambashare/BacArbeit/images/test.jpg,9.693041685000026,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'horse', 'horse', 'horse', 'horse', 'horse', 'person', 'person', 'person', 'person', 'person', 'horse', 'person', 'person', 'person']","[0, 0, 0, 0, 0, 0, 0, 17, 17, 17, 17, 17, 0, 0, 0, 0, 0, 17, 0, 0, 0]","[0.7099858, 0.53338075, 0.7886028, 0.5812458, 0.59886193, 0.82104397, 0.82037914, 0.5835384, 0.56085324, 0.5726031, 0.66811, 0.54775715, 0.86418426, 0.8404837, 0.7630209, 0.76159143, 0.7095635, 0.74911284, 0.73467517, 0.7361641, 0.7011006]"
