,image,inference time,label,index,value
0,/home/pi/sambashare/BacArbeit/randomized_iamges/0.jpg,8.911290743999416,[],[],[]
1,/home/pi/sambashare/BacArbeit/randomized_iamges/1.jpg,2.6371229690012115,[],[],[]
2,/home/pi/sambashare/BacArbeit/randomized_iamges/2.jpg,2.610565694998513,[],[],[]
3,/home/pi/sambashare/BacArbeit/randomized_iamges/3.jpg,2.6354449139980716,[],[],[]
4,/home/pi/sambashare/BacArbeit/randomized_iamges/4.jpg,2.6556341929972405,[],[],[]
5,/home/pi/sambashare/BacArbeit/randomized_iamges/5.jpg,2.6400720919991727,[],[],[]
6,/home/pi/sambashare/BacArbeit/randomized_iamges/6.jpg,2.630686025000614,[],[],[]
7,/home/pi/sambashare/BacArbeit/randomized_iamges/7.jpg,2.627691653000511,[],[],[]
8,/home/pi/sambashare/BacArbeit/randomized_iamges/8.jpg,2.6295224580026115,[],[],[]
9,/home/pi/sambashare/BacArbeit/randomized_iamges/9.jpg,2.629704730003141,[],[],[]
