,image,inference time,label,index,value
0,/home/pi/sambashare/BacArbeit/randomized_iamges/0.jpg,8.873373655998876,[],[],[]
1,/home/pi/sambashare/BacArbeit/randomized_iamges/1.jpg,2.6230687589995796,[],[],[]
2,/home/pi/sambashare/BacArbeit/randomized_iamges/2.jpg,2.624416706003103,[],[],[]
3,/home/pi/sambashare/BacArbeit/randomized_iamges/3.jpg,2.6246991059997526,[],[],[]
4,/home/pi/sambashare/BacArbeit/randomized_iamges/4.jpg,2.622576788002334,[],[],[]
5,/home/pi/sambashare/BacArbeit/randomized_iamges/5.jpg,2.616748616001132,[],[],[]
6,/home/pi/sambashare/BacArbeit/randomized_iamges/6.jpg,2.618942376000632,[],[],[]
7,/home/pi/sambashare/BacArbeit/randomized_iamges/7.jpg,2.6193232369987527,[],[],[]
8,/home/pi/sambashare/BacArbeit/randomized_iamges/8.jpg,2.6198467229987727,[],[],[]
9,/home/pi/sambashare/BacArbeit/randomized_iamges/9.jpg,2.61515522800255,[],[],[]
