,model_name,latency,thread,api,load
55,onnx,0.6219147840000119,False,onnx,default
56,onnx,0.3871275380000156,False,onnx,default
57,onnx,0.3856602070000008,False,onnx,default
58,onnx,0.3867978329999459,False,onnx,default
59,onnx,0.386288841999999,False,onnx,default
60,onnx,0.387408435999987,False,onnx,default
61,onnx,0.3881054980000158,False,onnx,default
62,onnx,0.3871512530000132,False,onnx,default
63,onnx,0.4042900919999965,False,onnx,default
64,onnx,0.3863688580000257,False,onnx,default
65,onnx,0.3865230879999899,False,onnx,default
66,onnx,0.3882384610000144,False,onnx,default
67,onnx,0.3865528769999855,False,onnx,default
68,onnx,0.3884471509999798,False,onnx,default
69,onnx,0.3859553170000254,False,onnx,default
70,onnx,0.3863663010000095,False,onnx,default
71,onnx,0.3869921220000378,False,onnx,default
72,onnx,0.3857917720000046,False,onnx,default
73,onnx,0.3900169150000465,False,onnx,default
74,onnx,0.3866278049999891,False,onnx,default
75,onnx,0.3861705799999981,False,onnx,default
76,onnx,0.386730851999971,False,onnx,default
77,onnx,0.3847269230000165,False,onnx,default
78,onnx,0.3867733090000342,False,onnx,default
79,onnx,0.3874062609999669,False,onnx,default
80,onnx,0.394165165000004,False,onnx,default
81,onnx,0.3894997199999466,False,onnx,default
82,onnx,0.3864850520000118,False,onnx,default
83,onnx,0.3867842619999919,False,onnx,default
84,onnx,0.3860621519999654,False,onnx,default
85,onnx,0.3875624070000185,False,onnx,default
86,onnx,0.3863784449999912,False,onnx,default
87,onnx,0.38630707599998,False,onnx,default
88,onnx,0.3874924919999785,False,onnx,default
89,onnx,0.385516224000014,False,onnx,default
90,onnx,0.3873903589999941,False,onnx,default
91,onnx,0.3883058420000225,False,onnx,default
92,onnx,0.386211142000036,False,onnx,default
93,onnx,0.3864855589999934,False,onnx,default
94,onnx,0.3871065390000012,False,onnx,default
95,onnx,0.3857065530000341,False,onnx,default
96,onnx,0.3870290309999973,False,onnx,default
97,onnx,0.3854828780000048,False,onnx,default
98,onnx,0.3873774679999542,False,onnx,default
99,onnx,0.3868633980000027,False,onnx,default
100,onnx,0.3873765220000109,False,onnx,default
101,onnx,0.3869404270000132,False,onnx,default
102,onnx,0.3865599169999996,False,onnx,default
103,onnx,0.3872692170000391,False,onnx,default
104,onnx,0.3883864860000017,False,onnx,default
105,onnx,0.3861907760000349,False,onnx,default
106,onnx,0.3883095039999489,False,onnx,default
107,onnx,0.3857562620000294,False,onnx,default
108,onnx,0.387016200000005,False,onnx,default
109,onnx,0.3855454710000003,False,onnx,default
110,onnx,0.3869822949999957,False,onnx,default
111,onnx,0.3872742679999987,False,onnx,default
112,onnx,0.3863711950000379,False,onnx,default
113,onnx,0.3861609620000195,False,onnx,default
114,onnx,0.386608471000045,False,onnx,default
115,onnx,0.3851221929999724,False,onnx,default
116,onnx,0.3876365830000168,False,onnx,default
117,onnx,0.3862447060000136,False,onnx,default
118,onnx,0.386962417999996,False,onnx,default
119,onnx,0.3869413640000516,False,onnx,default
120,onnx,0.3876514080000106,False,onnx,default
121,onnx,0.3867471739999928,False,onnx,default
122,onnx,0.3869406499999854,False,onnx,default
123,onnx,0.3865836460000196,False,onnx,default
124,onnx,0.3862568239999859,False,onnx,default
125,onnx,0.3862415130000158,False,onnx,default
126,onnx,0.3877110789999847,False,onnx,default
127,onnx,0.3857370510000351,False,onnx,default
128,onnx,0.3877485680000063,False,onnx,default
129,onnx,0.3874613019999628,False,onnx,default
130,onnx,0.3864491440000392,False,onnx,default
131,onnx,0.3884267930000078,False,onnx,default
132,onnx,0.3866229470000348,False,onnx,default
133,onnx,0.3857911629999648,False,onnx,default
134,onnx,0.3865531320000173,False,onnx,default
135,onnx,0.3860745729999735,False,onnx,default
136,onnx,0.387315889999968,False,onnx,default
137,onnx,0.3878335070000389,False,onnx,default
138,onnx,0.3880596049999667,False,onnx,default
139,onnx,0.3857823719999942,False,onnx,default
140,onnx,0.3874407980000001,False,onnx,default
141,onnx,0.387486129000024,False,onnx,default
142,onnx,0.385754745999975,False,onnx,default
143,onnx,0.3880294429999935,False,onnx,default
144,onnx,0.3857146580000403,False,onnx,default
145,onnx,0.3859293410000077,False,onnx,default
146,onnx,0.3891800380000063,False,onnx,default
147,onnx,0.3862697779999848,False,onnx,default
148,onnx,0.3867768169999976,False,onnx,default
149,onnx,0.3862685070000111,False,onnx,default
150,onnx,0.3882592549999799,False,onnx,default
151,onnx,0.388130354999987,False,onnx,default
152,onnx,0.3865868210000371,False,onnx,default
153,onnx,0.3876247170000511,False,onnx,default
154,onnx,0.3874944170000276,False,onnx,default
155,onnx,0.3863655060000042,False,onnx,default
156,onnx,0.3882681300000286,False,onnx,default
157,onnx,0.3870189219999815,False,onnx,default
158,onnx,0.3860908519999952,False,onnx,default
159,onnx,0.3860078120000025,False,onnx,default
160,onnx,0.3858166539999956,False,onnx,default
161,onnx,0.3864609600000221,False,onnx,default
162,onnx,0.3878375719999667,False,onnx,default
163,onnx,0.3875932079999984,False,onnx,default
164,onnx,0.3860667260000241,False,onnx,default
165,onnx,0.3857656630000292,False,onnx,default
166,onnx,0.388085129999979,False,onnx,default
167,onnx,0.3867173339999681,False,onnx,default
168,onnx,0.3880072819999896,False,onnx,default
169,onnx,0.3866028159999928,False,onnx,default
170,onnx,0.386546839999994,False,onnx,default
171,onnx,0.3871677259999728,False,onnx,default
172,onnx,0.3868112539999515,False,onnx,default
173,onnx,0.3867021490000297,False,onnx,default
174,onnx,0.3858338190000268,False,onnx,default
175,onnx,0.3856589389999953,False,onnx,default
176,onnx,0.3874871260000532,False,onnx,default
177,onnx,0.3856703989999914,False,onnx,default
178,onnx,0.3885372490000236,False,onnx,default
179,onnx,0.3877642690000016,False,onnx,default
180,onnx,0.3864392170000315,False,onnx,default
181,onnx,0.388593711999988,False,onnx,default
182,onnx,0.3866916179999862,False,onnx,default
183,onnx,0.3862031000000456,False,onnx,default
184,onnx,0.3865659590000518,False,onnx,default
185,onnx,0.3857514129999799,False,onnx,default
186,onnx,0.3878205030000003,False,onnx,default
187,onnx,0.3855149030000007,False,onnx,default
188,onnx,0.3864828270000089,False,onnx,default
189,onnx,0.3855371309999782,False,onnx,default
190,onnx,0.3865458660000058,False,onnx,default
191,onnx,0.3870612800000117,False,onnx,default
192,onnx,0.3860495690000221,False,onnx,default
193,onnx,0.3870103280000307,False,onnx,default
194,onnx,0.3871628779999696,False,onnx,default
195,onnx,0.3864921449999769,False,onnx,default
196,onnx,0.388659400999984,False,onnx,default
197,onnx,0.3859790160000216,False,onnx,default
198,onnx,0.3872138419999942,False,onnx,default
199,onnx,0.3864017180000019,False,onnx,default
200,onnx,0.3875621889999934,False,onnx,default
201,onnx,0.3869224370000097,False,onnx,default
202,onnx,0.3864246179999782,False,onnx,default
203,onnx,0.3866746979999789,False,onnx,default
204,onnx,0.385456529999999,False,onnx,default
205,onnx,0.3866482040000392,False,onnx,default
206,onnx,0.387619887000028,False,onnx,default
207,onnx,0.3861872069999776,False,onnx,default
208,onnx,0.3868039260000273,False,onnx,default
209,onnx,0.3859083609999629,False,onnx,default
210,onnx,0.3870602389999931,False,onnx,default
211,onnx,0.3877130449999981,False,onnx,default
212,onnx,0.3866356309999901,False,onnx,default
213,onnx,0.3867129980000072,False,onnx,default
214,onnx,0.3869965829999842,False,onnx,default
215,onnx,0.3869236470000032,False,onnx,default
216,onnx,0.3876904309999531,False,onnx,default
217,onnx,0.3867051619999984,False,onnx,default
218,onnx,0.3889428919999886,False,onnx,default
219,onnx,0.3863691010000138,False,onnx,default
220,onnx,0.3863040900000101,False,onnx,default
221,onnx,0.3884157420000065,False,onnx,default
222,onnx,0.3861101249999592,False,onnx,default
223,onnx,0.3867129260000297,False,onnx,default
224,onnx,0.3872722979999707,False,onnx,default
225,onnx,0.3854348609999647,False,onnx,default
226,onnx,0.3873891299999741,False,onnx,default
227,onnx,0.3857998979999593,False,onnx,default
228,onnx,0.3867177289999972,False,onnx,default
229,onnx,0.3867177100000276,False,onnx,default
230,onnx,0.387708444999987,False,onnx,default
231,onnx,0.3893726489999949,False,onnx,default
232,onnx,0.3945075569999972,False,onnx,default
233,onnx,0.3857882849999896,False,onnx,default
234,onnx,0.3918660940000222,False,onnx,default
235,onnx,0.3870363060000272,False,onnx,default
236,onnx,0.3882470460000036,False,onnx,default
237,onnx,0.3862847499999589,False,onnx,default
238,onnx,0.3862655600000266,False,onnx,default
239,onnx,0.3870693129999836,False,onnx,default
240,onnx,0.3881398010000225,False,onnx,default
241,onnx,0.3869603789999587,False,onnx,default
242,onnx,0.3866848060000052,False,onnx,default
243,onnx,0.3868764630000214,False,onnx,default
244,onnx,0.3870763090000082,False,onnx,default
245,onnx,0.3863985209999896,False,onnx,default
246,onnx,0.3870346339999742,False,onnx,default
247,onnx,0.4194261400000414,False,onnx,default
248,onnx,0.3863958860000025,False,onnx,default
249,onnx,0.3872885429999542,False,onnx,default
250,onnx,0.3875677379999729,False,onnx,default
251,onnx,0.387464881000028,False,onnx,default
252,onnx,0.3860672280000017,False,onnx,default
253,onnx,0.3865434030000187,False,onnx,default
254,onnx,0.38663634400001,False,onnx,default
255,onnx,0.3870592030000352,False,onnx,default
256,onnx,0.388870154000017,False,onnx,default
257,onnx,0.3870920690000048,False,onnx,default
258,onnx,0.3867590299999506,False,onnx,default
259,onnx,0.3881107450000058,False,onnx,default
260,onnx,0.3870375609999996,False,onnx,default
261,onnx,0.3869959059999814,False,onnx,default
262,onnx,0.3882355000000075,False,onnx,default
263,onnx,0.3863559409999766,False,onnx,default
264,onnx,0.3872471340000061,False,onnx,default
265,onnx,0.3876082159999896,False,onnx,default
266,onnx,0.3866430570000148,False,onnx,default
267,onnx,0.3864445859999819,False,onnx,default
268,onnx,0.3862771580000412,False,onnx,default
269,onnx,0.3870121520000111,False,onnx,default
270,onnx,0.3878049059999853,False,onnx,default
271,onnx,0.3865865149999763,False,onnx,default
272,onnx,0.3869837480000342,False,onnx,default
273,onnx,0.3874038939999877,False,onnx,default
274,onnx,0.3868741880000357,False,onnx,default
275,onnx,0.386499815000036,False,onnx,default
276,onnx,0.3860988789999737,False,onnx,default
277,onnx,0.3865951820000077,False,onnx,default
278,onnx,0.3890764829999966,False,onnx,default
279,onnx,0.3860655459999975,False,onnx,default
280,onnx,0.3870608309999852,False,onnx,default
281,onnx,0.3887399930000015,False,onnx,default
282,onnx,0.3869092250000108,False,onnx,default
283,onnx,0.3875457369999822,False,onnx,default
284,onnx,0.387516015000017,False,onnx,default
285,onnx,0.3867342679999979,False,onnx,default
286,onnx,0.3866791559999569,False,onnx,default
287,onnx,0.3864407230000211,False,onnx,default
288,onnx,0.3875628490000053,False,onnx,default
289,onnx,0.3857993159999751,False,onnx,default
290,onnx,0.3868313779999539,False,onnx,default
291,onnx,0.3876507180000317,False,onnx,default
292,onnx,0.3885479140000143,False,onnx,default
293,onnx,0.3860417199999801,False,onnx,default
294,onnx,0.3857188419999602,False,onnx,default
295,onnx,0.387486229999979,False,onnx,default
296,onnx,0.3859991310000055,False,onnx,default
297,onnx,0.3864850439999827,False,onnx,default
298,onnx,0.3869167330000209,False,onnx,default
299,onnx,0.3866814999999519,False,onnx,default
300,onnx,0.387122990000023,False,onnx,default
301,onnx,0.3856258000000139,False,onnx,default
302,onnx,0.387215636999997,False,onnx,default
303,onnx,0.3884146160000341,False,onnx,default
304,onnx,0.3876389019999919,False,onnx,default
305,onnx,0.3863537849999829,False,onnx,default
306,onnx,0.3877122009999993,False,onnx,default
307,onnx,0.3859802640000112,False,onnx,default
308,onnx,0.3865142100000298,False,onnx,default
309,onnx,0.3860432629999764,False,onnx,default
310,onnx,0.3868761670000253,False,onnx,default
311,onnx,0.3863272969999798,False,onnx,default
312,onnx,0.3903898629999958,False,onnx,default
313,onnx,0.3864297819999933,False,onnx,default
314,onnx,0.3861154209999995,False,onnx,default
315,onnx,0.3868192379999868,False,onnx,default
316,onnx,0.3875947110000197,False,onnx,default
317,onnx,0.3882985599999529,False,onnx,default
318,onnx,0.3873456530000112,False,onnx,default
319,onnx,0.3863551119999897,False,onnx,default
320,onnx,0.3851826249999703,False,onnx,default
321,onnx,0.3860002629999712,False,onnx,default
322,onnx,0.3870201560000055,False,onnx,default
323,onnx,0.3864234789999727,False,onnx,default
324,onnx,0.3874353869999822,False,onnx,default
325,onnx,0.3884201589999634,False,onnx,default
326,onnx,0.3872279960000355,False,onnx,default
327,onnx,0.3876651140000149,False,onnx,default
328,onnx,0.3889224270000113,False,onnx,default
329,onnx,0.3864039410000259,False,onnx,default
330,onnx,0.3882443679999596,False,onnx,default
331,onnx,0.3861279239999931,False,onnx,default
332,onnx,0.3865964479999775,False,onnx,default
333,onnx,0.3869974220000358,False,onnx,default
334,onnx,0.3865661390000241,False,onnx,default
335,onnx,0.3875723940000171,False,onnx,default
336,onnx,0.3870534680000332,False,onnx,default
337,onnx,0.3870206200000439,False,onnx,default
338,onnx,0.3861076599999933,False,onnx,default
339,onnx,0.3863347800000269,False,onnx,default
340,onnx,0.3877537980000056,False,onnx,default
341,onnx,0.3864300310000317,False,onnx,default
342,onnx,0.3868692959999862,False,onnx,default
343,onnx,0.3862241980000362,False,onnx,default
344,onnx,0.3861762710000107,False,onnx,default
345,onnx,0.3871136230000047,False,onnx,default
346,onnx,0.3867251919999717,False,onnx,default
347,onnx,0.3863756339999895,False,onnx,default
348,onnx,0.3866930759999718,False,onnx,default
349,onnx,0.3859795800000256,False,onnx,default
350,onnx,0.3880627249999975,False,onnx,default
351,onnx,0.3869339880000098,False,onnx,default
352,onnx,0.3876717229999826,False,onnx,default
353,onnx,0.3885119820000113,False,onnx,default
354,onnx,0.3867601149999586,False,onnx,default
355,onnx,0.3892670239999916,False,onnx,default
356,onnx,0.3869759579999936,False,onnx,default
357,onnx,0.3867425610000055,False,onnx,default
358,onnx,0.3883160529999827,False,onnx,default
359,onnx,0.3862133839999728,False,onnx,default
360,onnx,0.3884022309999864,False,onnx,default
361,onnx,0.3861092579999763,False,onnx,default
362,onnx,0.3890512109999804,False,onnx,default
363,onnx,0.3862363790000245,False,onnx,default
364,onnx,0.3857802060000495,False,onnx,default
365,onnx,0.386811965999982,False,onnx,default
366,onnx,0.387307652000004,False,onnx,default
367,onnx,0.3869636860000014,False,onnx,default
368,onnx,0.3877050230000236,False,onnx,default
369,onnx,0.3862712929999929,False,onnx,default
370,onnx,0.3881567270000232,False,onnx,default
371,onnx,0.3855344140000056,False,onnx,default
372,onnx,0.3868315920000214,False,onnx,default
373,onnx,0.3862307379999947,False,onnx,default
374,onnx,0.3880772589999992,False,onnx,default
375,onnx,0.3875672249999979,False,onnx,default
376,onnx,0.386391451999998,False,onnx,default
377,onnx,0.3874140660000194,False,onnx,default
378,onnx,0.3883257880000315,False,onnx,default
379,onnx,0.3863321700000028,False,onnx,default
380,onnx,0.3888051580000251,False,onnx,default
381,onnx,0.3868176379999681,False,onnx,default
382,onnx,0.3856708490000073,False,onnx,default
383,onnx,0.386996871000008,False,onnx,default
384,onnx,0.4026951619999863,False,onnx,default
385,onnx,0.3868923180000365,False,onnx,default
386,onnx,0.3896740310000268,False,onnx,default
387,onnx,0.3881031650000182,False,onnx,default
388,onnx,0.3869288900000356,False,onnx,default
389,onnx,0.3867975730000239,False,onnx,default
390,onnx,0.3868573370000376,False,onnx,default
391,onnx,0.3864031869999849,False,onnx,default
392,onnx,0.3887450299999955,False,onnx,default
393,onnx,0.3849662580000199,False,onnx,default
394,onnx,0.3866990950000399,False,onnx,default
395,onnx,0.3876030689999652,False,onnx,default
396,onnx,0.3878202280000096,False,onnx,default
397,onnx,0.3869507250000197,False,onnx,default
398,onnx,0.3876939740000011,False,onnx,default
399,onnx,0.3860333609999884,False,onnx,default
400,onnx,0.3869676870000376,False,onnx,default
401,onnx,0.3869954819999748,False,onnx,default
402,onnx,0.3868615270000077,False,onnx,default
403,onnx,0.3874733729999775,False,onnx,default
404,onnx,0.3861516730000289,False,onnx,default
405,onnx,0.3874956320000251,False,onnx,default
406,onnx,0.3857271050000008,False,onnx,default
407,onnx,0.3876104819999568,False,onnx,default
408,onnx,0.3865192999999749,False,onnx,default
409,onnx,0.3869354069999531,False,onnx,default
410,onnx,0.3883452349999743,False,onnx,default
411,onnx,0.3867167020000011,False,onnx,default
412,onnx,0.3880646179999871,False,onnx,default
413,onnx,0.3859355849999701,False,onnx,default
414,onnx,0.3876202010000042,False,onnx,default
415,onnx,0.388032824999982,False,onnx,default
416,onnx,0.3858035740000218,False,onnx,default
417,onnx,0.3889496819999749,False,onnx,default
418,onnx,0.3863074280000091,False,onnx,default
419,onnx,0.3868441789999792,False,onnx,default
420,onnx,0.386668640000039,False,onnx,default
421,onnx,0.3860798279999926,False,onnx,default
422,onnx,0.3884967050000227,False,onnx,default
423,onnx,0.3874325779999594,False,onnx,default
424,onnx,0.3870092340000042,False,onnx,default
425,onnx,0.3872509220000211,False,onnx,default
426,onnx,0.3856287039999984,False,onnx,default
427,onnx,0.388259129000005,False,onnx,default
428,onnx,0.3888727720000133,False,onnx,default
429,onnx,0.3884042450000038,False,onnx,default
430,onnx,0.3887603910000052,False,onnx,default
431,onnx,0.386788408999962,False,onnx,default
432,onnx,0.3883829650000052,False,onnx,default
433,onnx,0.3863399679999588,False,onnx,default
434,onnx,0.3915701709999553,False,onnx,default
435,onnx,0.3865513890000329,False,onnx,default
436,onnx,0.3867750839999644,False,onnx,default
437,onnx,0.3871194660000014,False,onnx,default
438,onnx,0.3867267210000022,False,onnx,default
439,onnx,0.3868558739999912,False,onnx,default
440,onnx,0.3872487989999627,False,onnx,default
441,onnx,0.386960141999964,False,onnx,default
442,onnx,0.3869643710000332,False,onnx,default
443,onnx,0.3866736040000091,False,onnx,default
444,onnx,0.3873802909999995,False,onnx,default
445,onnx,0.3857377180000298,False,onnx,default
446,onnx,0.3889090600000031,False,onnx,default
447,onnx,0.3864934540000035,False,onnx,default
448,onnx,0.3875674689999755,False,onnx,default
449,onnx,0.3892729149999923,False,onnx,default
450,onnx,0.3885381790000224,False,onnx,default
451,onnx,0.3861174900000037,False,onnx,default
452,onnx,0.3871052019999865,False,onnx,default
453,onnx,0.3864728739999918,False,onnx,default
454,onnx,0.3877034299999877,False,onnx,default
455,onnx,0.3902861799999755,False,onnx,default
456,onnx,0.3860307279999801,False,onnx,default
457,onnx,0.387683007000021,False,onnx,default
458,onnx,0.3865311250000331,False,onnx,default
459,onnx,0.3875965760000213,False,onnx,default
460,onnx,0.3874947429999906,False,onnx,default
461,onnx,0.3860406659999853,False,onnx,default
462,onnx,0.3882054819999894,False,onnx,default
463,onnx,0.3887959410000121,False,onnx,default
464,onnx,0.3880526639999857,False,onnx,default
465,onnx,0.3867419699999459,False,onnx,default
466,onnx,0.3869327749999911,False,onnx,default
467,onnx,0.3863380849999771,False,onnx,default
468,onnx,0.3871254070000418,False,onnx,default
469,onnx,0.3903801090000343,False,onnx,default
470,onnx,0.3874222919999965,False,onnx,default
471,onnx,0.3863308850000067,False,onnx,default
472,onnx,0.3870354620000285,False,onnx,default
473,onnx,0.3851372740000442,False,onnx,default
474,onnx,0.3868685339999729,False,onnx,default
475,onnx,0.3879401579999921,False,onnx,default
476,onnx,0.3889469679999706,False,onnx,default
477,onnx,0.3876707670000314,False,onnx,default
478,onnx,0.3875477540000247,False,onnx,default
479,onnx,0.386193703999993,False,onnx,default
480,onnx,0.3874548389999859,False,onnx,default
481,onnx,0.3860351309999714,False,onnx,default
482,onnx,0.3883745349999685,False,onnx,default
483,onnx,0.3871210819999646,False,onnx,default
484,onnx,0.3882254210000155,False,onnx,default
485,onnx,0.38739754300002,False,onnx,default
486,onnx,0.3860426459999644,False,onnx,default
487,onnx,0.3861160440000049,False,onnx,default
488,onnx,0.3865504539999733,False,onnx,default
489,onnx,0.3882442510000032,False,onnx,default
490,onnx,0.3874681869999676,False,onnx,default
491,onnx,0.3858997979999685,False,onnx,default
492,onnx,0.3859237350000057,False,onnx,default
493,onnx,0.387973823999971,False,onnx,default
494,onnx,0.3880708679999998,False,onnx,default
495,onnx,0.3865630530000317,False,onnx,default
496,onnx,0.3867000819999475,False,onnx,default
497,onnx,0.3877455360000112,False,onnx,default
498,onnx,0.3874579540000127,False,onnx,default
499,onnx,0.3866906229999927,False,onnx,default
500,onnx,0.3874147989999983,False,onnx,default
501,onnx,0.3863402059999998,False,onnx,default
502,onnx,0.3901576659999932,False,onnx,default
503,onnx,0.3855002699999659,False,onnx,default
504,onnx,0.3880364060000261,False,onnx,default
505,onnx,0.3876513639999643,False,onnx,default
506,onnx,0.3866997669999819,False,onnx,default
507,onnx,0.3867746100000317,False,onnx,default
508,onnx,0.3886197990000255,False,onnx,default
509,onnx,0.3883739479999804,False,onnx,default
510,onnx,0.3865157230000022,False,onnx,default
511,onnx,0.3875635489999922,False,onnx,default
512,onnx,0.3873394230000144,False,onnx,default
513,onnx,0.3854931789999796,False,onnx,default
514,onnx,0.3876349409999875,False,onnx,default
515,onnx,0.3864241720000336,False,onnx,default
516,onnx,0.3866487889999916,False,onnx,default
517,onnx,0.3879092550000109,False,onnx,default
518,onnx,0.3866430070000319,False,onnx,default
519,onnx,0.3891500510000014,False,onnx,default
520,onnx,0.3872283640000091,False,onnx,default
521,onnx,0.3866334280000387,False,onnx,default
522,onnx,0.3873552820000441,False,onnx,default
523,onnx,0.3873226310000177,False,onnx,default
524,onnx,0.3872602289999918,False,onnx,default
525,onnx,0.3858269410000048,False,onnx,default
526,onnx,0.3867979059999697,False,onnx,default
527,onnx,0.3875489890000381,False,onnx,default
528,onnx,0.3877571560000206,False,onnx,default
529,onnx,0.3883584680000354,False,onnx,default
530,onnx,0.3874888290000058,False,onnx,default
531,onnx,0.3947046509999836,False,onnx,default
532,onnx,0.3873401890000423,False,onnx,default
533,onnx,0.386438996000038,False,onnx,default
534,onnx,0.3942204520000132,False,onnx,default
535,onnx,0.3862147039999968,False,onnx,default
536,onnx,0.3873101919999726,False,onnx,default
537,onnx,0.3869279810000421,False,onnx,default
538,onnx,0.3863440519999699,False,onnx,default
539,onnx,0.387687464999999,False,onnx,default
540,onnx,0.3860638419999986,False,onnx,default
541,onnx,0.3877452890000086,False,onnx,default
542,onnx,0.3868254379999598,False,onnx,default
543,onnx,0.3872070880000251,False,onnx,default
544,onnx,0.3875587750000022,False,onnx,default
545,onnx,0.3860186560000329,False,onnx,default
546,onnx,0.386818461999951,False,onnx,default
547,onnx,0.3859835100000168,False,onnx,default
548,onnx,0.3870565830000032,False,onnx,default
549,onnx,0.3872331229999872,False,onnx,default
550,onnx,0.3864138029999822,False,onnx,default
551,onnx,0.3878454199999623,False,onnx,default
552,onnx,0.3890289729999949,False,onnx,default
553,onnx,0.3855956580000566,False,onnx,default
554,onnx,0.3881548060001023,False,onnx,default
555,onnx,0.3859703960000615,False,onnx,default
556,onnx,0.3861994210000148,False,onnx,default
557,onnx,0.3862246329999834,False,onnx,default
558,onnx,0.3891966539999885,False,onnx,default
559,onnx,0.3880547450000904,False,onnx,default
560,onnx,0.3871974820000332,False,onnx,default
561,onnx,0.386660409000001,False,onnx,default
562,onnx,0.3869913389999055,False,onnx,default
563,onnx,0.3861541259999512,False,onnx,default
564,onnx,0.3879718580000144,False,onnx,default
565,onnx,0.3863582789999782,False,onnx,default
566,onnx,0.3873133910000206,False,onnx,default
567,onnx,0.3876206209999964,False,onnx,default
568,onnx,0.3869349450000072,False,onnx,default
569,onnx,0.3872407549999934,False,onnx,default
570,onnx,0.4037324180000041,False,onnx,default
571,onnx,0.3879153469999892,False,onnx,default
572,onnx,0.3865844779999179,False,onnx,default
573,onnx,0.3866482139999334,False,onnx,default
574,onnx,0.3875915559999612,False,onnx,default
575,onnx,0.3858626439999852,False,onnx,default
576,onnx,0.3869612809999125,False,onnx,default
577,onnx,0.3879885270000613,False,onnx,default
578,onnx,0.3863802600000099,False,onnx,default
579,onnx,0.3864028069999676,False,onnx,default
580,onnx,0.3871405089998916,False,onnx,default
581,onnx,0.3868381850001015,False,onnx,default
582,onnx,0.3866726680000738,False,onnx,default
583,onnx,0.386225053999965,False,onnx,default
584,onnx,0.3877059540000118,False,onnx,default
585,onnx,0.3855921659999239,False,onnx,default
586,onnx,0.3882224420000284,False,onnx,default
587,onnx,0.3863100769999619,False,onnx,default
588,onnx,0.3879507999999987,False,onnx,default
589,onnx,0.3874227359999622,False,onnx,default
590,onnx,0.3880846389999988,False,onnx,default
591,onnx,0.3876836970000568,False,onnx,default
592,onnx,0.387532487000044,False,onnx,default
593,onnx,0.3867183759999761,False,onnx,default
594,onnx,0.3875972009999486,False,onnx,default
595,onnx,0.3860279460000129,False,onnx,default
596,onnx,0.3878506589999233,False,onnx,default
597,onnx,0.3870019950001051,False,onnx,default
598,onnx,0.3868753399999605,False,onnx,default
599,onnx,0.3865573859999358,False,onnx,default
600,onnx,0.3864174200000434,False,onnx,default
601,onnx,0.3858400149999852,False,onnx,default
602,onnx,0.3886749389999977,False,onnx,default
603,onnx,0.3870996069999819,False,onnx,default
604,onnx,0.3874200210000253,False,onnx,default
605,onnx,0.3861288269999932,False,onnx,default
606,onnx,0.386763209000037,False,onnx,default
607,onnx,0.3875309449999804,False,onnx,default
608,onnx,0.3871167060000289,False,onnx,default
