,Unnamed: 0,model_name,latency,thread,api,load
45000,45000,tf,0.8466097670000181,2,tf,three
45001,45001,tf,0.8325774780000188,2,tf,three
45002,45002,tf,0.3930554419999907,2,tf,three
45003,45003,tf,0.3320717999999942,2,tf,three
45004,45004,tf,0.2364179379999882,2,tf,three
45005,45005,tf,0.7815266839999708,2,tf,three
45006,45006,tf,0.7707771769999567,2,tf,three
45007,45007,tf,0.6783980790000328,2,tf,three
45008,45008,tf,0.4556040260000031,2,tf,three
45009,45009,tf,0.8367718210000135,2,tf,three
45010,45010,tf,0.813865404000012,2,tf,three
45011,45011,tf,0.5521358339999551,2,tf,three
45012,45012,tf,0.4302044909999836,2,tf,three
45013,45013,tf,0.5832683670000165,2,tf,three
45014,45014,tf,0.5408056439999882,2,tf,three
45015,45015,tf,0.5297462480000377,2,tf,three
45016,45016,tf,0.7519216960000108,2,tf,three
45017,45017,tf,0.8250294010000516,2,tf,three
45018,45018,tf,0.7765645560000394,2,tf,three
45019,45019,tf,0.550871160999975,2,tf,three
45020,45020,tf,0.6402059430000122,2,tf,three
45021,45021,tf,0.4290096880000078,2,tf,three
45022,45022,tf,0.5925571319999676,2,tf,three
45023,45023,tf,0.6001270259999956,2,tf,three
45024,45024,tf,0.3026353999999855,2,tf,three
45025,45025,tf,0.5436066770000139,2,tf,three
45026,45026,tf,0.690011734000052,2,tf,three
45027,45027,tf,0.7753700160000108,2,tf,three
45028,45028,tf,0.8313720549999744,2,tf,three
45029,45029,tf,0.8338472860000365,2,tf,three
45030,45030,tf,0.6406001550000155,2,tf,three
45031,45031,tf,0.4335452859999691,2,tf,three
45032,45032,tf,0.8227512269999693,2,tf,three
45033,45033,tf,0.6493468249999523,2,tf,three
45034,45034,tf,0.8254207189999647,2,tf,three
45035,45035,tf,0.8331479459999969,2,tf,three
45036,45036,tf,0.8303172380000206,2,tf,three
45037,45037,tf,0.5479169120000051,2,tf,three
45038,45038,tf,0.2151953000000048,2,tf,three
45039,45039,tf,0.6069433639999602,2,tf,three
45040,45040,tf,0.7751910709999947,2,tf,three
45041,45041,tf,0.3187273770000161,2,tf,three
45042,45042,tf,0.6213221570000087,2,tf,three
45043,45043,tf,0.6408956120000084,2,tf,three
45044,45044,tf,0.5581081139999924,2,tf,three
45045,45045,tf,0.4861289780000106,2,tf,three
45046,45046,tf,0.5517611989999978,2,tf,three
45047,45047,tf,0.3464250389999961,2,tf,three
45048,45048,tf,0.3250337599999966,2,tf,three
45049,45049,tf,0.4979025050000132,2,tf,three
45050,45050,tf,0.1732492790000037,2,tf,three
45051,45051,tf,0.5580787289999876,2,tf,three
45052,45052,tf,0.50710055899998,2,tf,three
45053,45053,tf,0.4525502550000055,2,tf,three
45054,45054,tf,0.5068748570000139,2,tf,three
45055,45055,tf,0.6051485870000306,2,tf,three
45056,45056,tf,0.3174961290000055,2,tf,three
45057,45057,tf,0.6701179970000339,2,tf,three
45058,45058,tf,0.7301217799999904,2,tf,three
45059,45059,tf,0.4232097729999964,2,tf,three
45060,45060,tf,0.8302902630000517,2,tf,three
45061,45061,tf,0.829854322000017,2,tf,three
45062,45062,tf,0.8188314629999809,2,tf,three
45063,45063,tf,0.7829013950000103,2,tf,three
45064,45064,tf,0.4447197039999651,2,tf,three
45065,45065,tf,0.6826872299999991,2,tf,three
45066,45066,tf,0.5756263520000289,2,tf,three
45067,45067,tf,0.8361694699999589,2,tf,three
45068,45068,tf,0.8247989090000374,2,tf,three
45069,45069,tf,0.7831654199999889,2,tf,three
45070,45070,tf,0.7172120899999754,2,tf,three
45071,45071,tf,0.641211080000005,2,tf,three
45072,45072,tf,0.7904855410000096,2,tf,three
45073,45073,tf,0.5692136459999801,2,tf,three
45074,45074,tf,0.6408938799999646,2,tf,three
45075,45075,tf,0.7431267279999929,2,tf,three
45076,45076,tf,0.6693707250000216,2,tf,three
45077,45077,tf,0.4407794699999954,2,tf,three
45078,45078,tf,0.4753136579999477,2,tf,three
45079,45079,tf,0.4175478470000371,2,tf,three
45080,45080,tf,0.7531113379999965,2,tf,three
45081,45081,tf,0.694978696000021,2,tf,three
45082,45082,tf,0.3369504670000083,2,tf,three
45083,45083,tf,0.514614660999996,2,tf,three
45084,45084,tf,0.376150339999981,2,tf,three
45085,45085,tf,0.348743565999996,2,tf,three
45086,45086,tf,0.6264046000000008,2,tf,three
45087,45087,tf,0.5050125749999665,2,tf,three
45088,45088,tf,0.1878476720000321,2,tf,three
45089,45089,tf,0.8035419110000248,2,tf,three
45090,45090,tf,0.6291441469999768,2,tf,three
45091,45091,tf,0.208225346000006,2,tf,three
45092,45092,tf,0.7421772649999525,2,tf,three
45093,45093,tf,0.5996593290000192,2,tf,three
45094,45094,tf,0.7828691699999695,2,tf,three
45095,45095,tf,0.4327617550000013,2,tf,three
45096,45096,tf,0.5390024190000418,2,tf,three
45097,45097,tf,0.4879188930000282,2,tf,three
45098,45098,tf,0.7459417359999634,2,tf,three
45099,45099,tf,0.8168053289999762,2,tf,three
45100,45100,tf,0.5793238829999723,2,tf,three
45101,45101,tf,0.6604505430000245,2,tf,three
45102,45102,tf,0.6322237179999775,2,tf,three
45103,45103,tf,0.8241994879999766,2,tf,three
45104,45104,tf,0.4316292280000198,2,tf,three
45105,45105,tf,0.4728415179999956,2,tf,three
45106,45106,tf,0.5462154520000126,2,tf,three
45107,45107,tf,0.8328350489999821,2,tf,three
45108,45108,tf,0.782696427000019,2,tf,three
45109,45109,tf,0.2872847610000235,2,tf,three
45110,45110,tf,0.7388235579999787,2,tf,three
45111,45111,tf,0.5912707670000259,2,tf,three
45112,45112,tf,0.4947166540000012,2,tf,three
45113,45113,tf,0.7365102730000217,2,tf,three
45114,45114,tf,0.2698401679999733,2,tf,three
45115,45115,tf,0.6143978599999969,2,tf,three
45116,45116,tf,0.1683117039999615,2,tf,three
45117,45117,tf,0.6202543180000362,2,tf,three
45118,45118,tf,0.7172375620000366,2,tf,three
45119,45119,tf,0.2709876290000466,2,tf,three
45120,45120,tf,0.5645897189999687,2,tf,three
45121,45121,tf,0.7844231919999629,2,tf,three
45122,45122,tf,0.4220885729999963,2,tf,three
45123,45123,tf,0.2149188999999864,2,tf,three
45124,45124,tf,0.6722041800000511,2,tf,three
45125,45125,tf,0.5871066469999846,2,tf,three
45126,45126,tf,0.811400472999992,2,tf,three
45127,45127,tf,0.2560249530000078,2,tf,three
45128,45128,tf,0.5448943809999491,2,tf,three
45129,45129,tf,0.5442495130000111,2,tf,three
45130,45130,tf,0.4664669850000109,2,tf,three
45131,45131,tf,0.533938556999999,2,tf,three
45132,45132,tf,0.4478768040000318,2,tf,three
45133,45133,tf,0.0516225080000367,2,tf,three
45134,45134,tf,0.2608529340000132,2,tf,three
45135,45135,tf,0.5804107170000066,2,tf,three
45136,45136,tf,0.4846608569999944,2,tf,three
45137,45137,tf,0.62040899699997,2,tf,three
45138,45138,tf,0.5767338649999942,2,tf,three
45139,45139,tf,0.4832636790000038,2,tf,three
45140,45140,tf,0.7980331520000163,2,tf,three
45141,45141,tf,0.7123670259999813,2,tf,three
45142,45142,tf,0.4271171180000124,2,tf,three
45143,45143,tf,0.828373436999982,2,tf,three
45144,45144,tf,0.6632302889999551,2,tf,three
45145,45145,tf,0.5447456869999883,2,tf,three
45146,45146,tf,0.413734101999978,2,tf,three
45147,45147,tf,0.4181743980000192,2,tf,three
45148,45148,tf,0.8360860209999714,2,tf,three
45149,45149,tf,0.8133025430000203,2,tf,three
45150,45150,tf,0.7490294579999954,2,tf,three
45151,45151,tf,0.5177631560000009,2,tf,three
45152,45152,tf,0.6458186280000291,2,tf,three
45153,45153,tf,0.8354254559999958,2,tf,three
45154,45154,tf,0.5235493010000027,2,tf,three
45155,45155,tf,0.7597342160000267,2,tf,three
45156,45156,tf,0.8355292560000294,2,tf,three
45157,45157,tf,0.3710152099999959,2,tf,three
45158,45158,tf,0.6531365840000376,2,tf,three
45159,45159,tf,0.6677219320000063,2,tf,three
45160,45160,tf,0.7652662899999996,2,tf,three
45161,45161,tf,0.8295179340000232,2,tf,three
45162,45162,tf,0.8269381130000397,2,tf,three
45163,45163,tf,0.7286129449999521,2,tf,three
45164,45164,tf,0.0517155269999989,2,tf,three
45165,45165,tf,0.5702690429999961,2,tf,three
45166,45166,tf,0.8313168760000167,2,tf,three
45167,45167,tf,0.7821536550000019,2,tf,three
45168,45168,tf,0.2770858800000155,2,tf,three
45169,45169,tf,0.5709553759999721,2,tf,three
45170,45170,tf,0.4692690349999679,2,tf,three
45171,45171,tf,0.7001008089999914,2,tf,three
45172,45172,tf,0.4465248700000188,2,tf,three
45173,45173,tf,0.7273623659999657,2,tf,three
45174,45174,tf,0.6597402190000139,2,tf,three
45175,45175,tf,0.5277606509999941,2,tf,three
45176,45176,tf,0.5860841890000188,2,tf,three
45177,45177,tf,0.3314197330000183,2,tf,three
45178,45178,tf,0.7156450669999685,2,tf,three
45179,45179,tf,0.5551557440000465,2,tf,three
45180,45180,tf,0.5478873490000069,2,tf,three
