,Unnamed: 0,model_name,latency,thread,api,load
45181,45181,tf,0.8308174869999903,2,tf,three
45182,45182,tf,0.5629872509999814,2,tf,three
45183,45183,tf,0.8233159829999863,2,tf,three
45184,45184,tf,0.7156777209999632,2,tf,three
45185,45185,tf,0.1879424910000011,2,tf,three
45186,45186,tf,0.6379750209999884,2,tf,three
45187,45187,tf,0.6993141050000418,2,tf,three
45188,45188,tf,0.5552331389999949,2,tf,three
45189,45189,tf,0.5878280619999714,2,tf,three
45190,45190,tf,0.7866831019999836,2,tf,three
45191,45191,tf,0.7640583630000037,2,tf,three
45192,45192,tf,0.7698371730000417,2,tf,three
45193,45193,tf,0.4783700120000276,2,tf,three
45194,45194,tf,0.5437295230000245,2,tf,three
45195,45195,tf,0.52308708999999,2,tf,three
45196,45196,tf,0.6199458249999452,2,tf,three
45197,45197,tf,0.5798126380000213,2,tf,three
45198,45198,tf,0.2801134519999095,2,tf,three
45199,45199,tf,0.6672193389999848,2,tf,three
45200,45200,tf,0.8281733880000957,2,tf,three
45201,45201,tf,0.6845351220000566,2,tf,three
45202,45202,tf,0.8264381559999947,2,tf,three
45203,45203,tf,0.6535067309999931,2,tf,three
45204,45204,tf,0.8183772109999836,2,tf,three
45205,45205,tf,0.8304228669999247,2,tf,three
45206,45206,tf,0.5023106630000029,2,tf,three
45207,45207,tf,0.8204682240000238,2,tf,three
45208,45208,tf,0.5449673809999922,2,tf,three
45209,45209,tf,0.4470607969999491,2,tf,three
45210,45210,tf,0.6073689799999329,2,tf,three
45211,45211,tf,0.7246832649999533,2,tf,three
45212,45212,tf,0.2853903620000437,2,tf,three
45213,45213,tf,0.440171788999919,2,tf,three
45214,45214,tf,0.7499421459999667,2,tf,three
45215,45215,tf,0.5252902049999193,2,tf,three
45216,45216,tf,0.6166817609999953,2,tf,three
45217,45217,tf,0.3798529989999224,2,tf,three
45218,45218,tf,0.761006253000005,2,tf,three
45219,45219,tf,0.8387204759999349,2,tf,three
45220,45220,tf,0.8371610770000188,2,tf,three
45221,45221,tf,0.4327769159999661,2,tf,three
45222,45222,tf,0.8203876469999614,2,tf,three
45223,45223,tf,0.6832021650000115,2,tf,three
45224,45224,tf,0.1037538400000812,2,tf,three
45225,45225,tf,0.3381991520000156,2,tf,three
45226,45226,tf,0.5841801769998938,2,tf,three
45227,45227,tf,0.5417174979999118,2,tf,three
45228,45228,tf,0.6467851479999354,2,tf,three
45229,45229,tf,0.4541770010000618,2,tf,three
45230,45230,tf,0.5821912989999873,2,tf,three
45231,45231,tf,0.2747509289999925,2,tf,three
45232,45232,tf,0.3178944769999816,2,tf,three
45233,45233,tf,0.7745952840000427,2,tf,three
45234,45234,tf,0.7245745800000805,2,tf,three
45235,45235,tf,0.5733154859999559,2,tf,three
45236,45236,tf,0.4570053260000577,2,tf,three
45237,45237,tf,0.5703575370000635,2,tf,three
45238,45238,tf,0.5208386069999733,2,tf,three
45239,45239,tf,0.7805888210000376,2,tf,three
45240,45240,tf,0.8276448920000803,2,tf,three
45241,45241,tf,0.8457023020000634,2,tf,three
45242,45242,tf,0.6899717820000433,2,tf,three
45243,45243,tf,0.5691018610000356,2,tf,three
45244,45244,tf,0.5054388949999975,2,tf,three
45245,45245,tf,0.6718122269999185,2,tf,three
45246,45246,tf,0.5542924780000931,2,tf,three
45247,45247,tf,0.2366322350000018,2,tf,three
45248,45248,tf,0.7300313100000722,2,tf,three
45249,45249,tf,0.0703591799999685,2,tf,three
45250,45250,tf,0.7723867709999013,2,tf,three
45251,45251,tf,0.8278359020000607,2,tf,three
45252,45252,tf,0.4653744309999865,2,tf,three
45253,45253,tf,0.556671935000054,2,tf,three
45254,45254,tf,0.4310011610000401,2,tf,three
45255,45255,tf,0.5774544829999968,2,tf,three
45256,45256,tf,0.5305135600000312,2,tf,three
45257,45257,tf,0.841308687000037,2,tf,three
45258,45258,tf,0.798992690000091,2,tf,three
45259,45259,tf,0.4466388419999703,2,tf,three
45260,45260,tf,0.625536923000027,2,tf,three
45261,45261,tf,0.5854643059999489,2,tf,three
45262,45262,tf,0.2638460739999573,2,tf,three
45263,45263,tf,0.3159751629999618,2,tf,three
45264,45264,tf,0.8372177460000785,2,tf,three
45265,45265,tf,0.6199339309999914,2,tf,three
45266,45266,tf,0.8354408490000651,2,tf,three
45267,45267,tf,0.6740048829999523,2,tf,three
45268,45268,tf,0.8303683890000002,2,tf,three
45269,45269,tf,0.4101643449999983,2,tf,three
45270,45270,tf,0.4755928430000722,2,tf,three
45271,45271,tf,0.6244572140000173,2,tf,three
45272,45272,tf,0.7638220840000258,2,tf,three
45273,45273,tf,0.585735905999968,2,tf,three
45274,45274,tf,0.7845430590000433,2,tf,three
45275,45275,tf,0.6437188429999878,2,tf,three
45276,45276,tf,0.4174797450000369,2,tf,three
45277,45277,tf,0.4749488689999452,2,tf,three
45278,45278,tf,0.2814565840000114,2,tf,three
45279,45279,tf,0.478834742999993,2,tf,three
45280,45280,tf,0.5875652170000194,2,tf,three
45281,45281,tf,0.5655926209999507,2,tf,three
45282,45282,tf,0.5175643679999666,2,tf,three
45283,45283,tf,0.5913982040000292,2,tf,three
45284,45284,tf,0.6299264959999391,2,tf,three
45285,45285,tf,0.7295166380000637,2,tf,three
45286,45286,tf,0.6332205589999376,2,tf,three
45287,45287,tf,0.5013824720000457,2,tf,three
45288,45288,tf,0.6149361519999275,2,tf,three
45289,45289,tf,0.3131792750000386,2,tf,three
45290,45290,tf,0.4325957640000979,2,tf,three
45291,45291,tf,0.5888384969999834,2,tf,three
45292,45292,tf,0.5950808619999179,2,tf,three
45293,45293,tf,0.6906581690000166,2,tf,three
45294,45294,tf,0.7265596189999997,2,tf,three
45295,45295,tf,0.5785753370000748,2,tf,three
45296,45296,tf,0.7935642449999705,2,tf,three
45297,45297,tf,0.5227847630000042,2,tf,three
45298,45298,tf,0.5206385489999548,2,tf,three
45299,45299,tf,0.5554288939999878,2,tf,three
45300,45300,tf,0.6098773090000122,2,tf,three
45301,45301,tf,0.509370798999953,2,tf,three
45302,45302,tf,0.8104569979999496,2,tf,three
45303,45303,tf,0.6043524259999913,2,tf,three
45304,45304,tf,0.5250597389999712,2,tf,three
45305,45305,tf,0.6345240290000902,2,tf,three
45306,45306,tf,0.7426347509999687,2,tf,three
45307,45307,tf,0.599374373000046,2,tf,three
45308,45308,tf,0.7802517530000159,2,tf,three
45309,45309,tf,0.6421638540000458,2,tf,three
45310,45310,tf,0.316773712999975,2,tf,three
45311,45311,tf,0.6188071510000555,2,tf,three
45312,45312,tf,0.4403882629999316,2,tf,three
45313,45313,tf,0.633093002999999,2,tf,three
45314,45314,tf,0.5996865240000488,2,tf,three
45315,45315,tf,0.7798700189999863,2,tf,three
45316,45316,tf,0.646668767000051,2,tf,three
45317,45317,tf,0.5740903129999424,2,tf,three
45318,45318,tf,0.3852087239999946,2,tf,three
45319,45319,tf,0.7557273579999446,2,tf,three
45320,45320,tf,0.8071857859999909,2,tf,three
45321,45321,tf,0.6810921350000854,2,tf,three
45322,45322,tf,0.8021986049999441,2,tf,three
45323,45323,tf,0.5623199750000367,2,tf,three
45324,45324,tf,0.7940342860000555,2,tf,three
45325,45325,tf,0.4212478079999755,2,tf,three
45326,45326,tf,0.41821052399996,2,tf,three
45327,45327,tf,0.7863808000000745,2,tf,three
45328,45328,tf,0.4832430849999127,2,tf,three
45329,45329,tf,0.7902381569999761,2,tf,three
45330,45330,tf,0.3283157120000624,2,tf,three
45331,45331,tf,0.7923060950000718,2,tf,three
45332,45332,tf,0.8061849679999114,2,tf,three
45333,45333,tf,0.793370426000024,2,tf,three
45334,45334,tf,0.7949455330000319,2,tf,three
45335,45335,tf,0.648017164999942,2,tf,three
45336,45336,tf,0.5991358190000255,2,tf,three
45337,45337,tf,0.6338021099999196,2,tf,three
45338,45338,tf,0.6927833810000266,2,tf,three
45339,45339,tf,0.4281089349999547,2,tf,three
45340,45340,tf,0.7673309969999309,2,tf,three
45341,45341,tf,0.500201766000032,2,tf,three
45342,45342,tf,0.4211893159999818,2,tf,three
45343,45343,tf,0.8372293190000164,2,tf,three
45344,45344,tf,0.676017469000044,2,tf,three
45345,45345,tf,0.8239151139999876,2,tf,three
45346,45346,tf,0.6245388930000217,2,tf,three
45347,45347,tf,0.3289346230000092,2,tf,three
45348,45348,tf,0.8203734260000601,2,tf,three
45349,45349,tf,0.544150467999998,2,tf,three
45350,45350,tf,0.5778943929999514,2,tf,three
45351,45351,tf,0.5321657760000562,2,tf,three
45352,45352,tf,0.2300572320000355,2,tf,three
45353,45353,tf,0.447199310999963,2,tf,three
45354,45354,tf,0.6900135319999663,2,tf,three
45355,45355,tf,0.7415141100000255,2,tf,three
45356,45356,tf,0.1214788969999745,2,tf,three
45357,45357,tf,0.2649265599999353,2,tf,three
45358,45358,tf,0.7577567519999775,2,tf,three
45359,45359,tf,0.751211278000028,2,tf,three
45360,45360,tf,0.7479021990000092,2,tf,three
45361,45361,tf,0.6968782139999803,2,tf,three
45362,45362,tf,0.3125130429999672,2,tf,three
45363,45363,tf,0.487146789999997,2,tf,three
45364,45364,tf,0.7695355619999873,2,tf,three
45365,45365,tf,0.3262035840000408,2,tf,three
45366,45366,tf,0.6368554500000982,2,tf,three
45367,45367,tf,0.7644601949999696,2,tf,three
45368,45368,tf,0.4928061230000367,2,tf,three
45369,45369,tf,0.829879128000016,2,tf,three
45370,45370,tf,0.8238814489999413,2,tf,three
45371,45371,tf,0.6739561239999148,2,tf,three
45372,45372,tf,0.4522133930000791,2,tf,three
45373,45373,tf,0.293079769999963,2,tf,three
45374,45374,tf,0.829008247000047,2,tf,three
45375,45375,tf,0.2930869560000246,2,tf,three
45376,45376,tf,0.5937227539999412,2,tf,three
45377,45377,tf,0.7029733670000269,2,tf,three
45378,45378,tf,0.6775967989999572,2,tf,three
45379,45379,tf,0.616886462000025,2,tf,three
45380,45380,tf,0.6651765899999873,2,tf,three
45381,45381,tf,0.6597403160000113,2,tf,three
45382,45382,tf,0.6687076149999029,2,tf,three
45383,45383,tf,0.4955589710000367,2,tf,three
45384,45384,tf,0.8218756720000329,2,tf,three
45385,45385,tf,0.7399216739999019,2,tf,three
45386,45386,tf,0.773682507999979,2,tf,three
45387,45387,tf,0.818118486000003,2,tf,three
45388,45388,tf,0.1398405149999462,2,tf,three
45389,45389,tf,0.5798622039999373,2,tf,three
45390,45390,tf,0.7400009740000542,2,tf,three
45391,45391,tf,0.0516248379999524,2,tf,three
45392,45392,tf,0.7615247620000218,2,tf,three
45393,45393,tf,0.6665656860000126,2,tf,three
45394,45394,tf,0.8243944289999945,2,tf,three
45395,45395,tf,0.6983670270000175,2,tf,three
45396,45396,tf,0.830514166999933,2,tf,three
45397,45397,tf,0.6167836410000973,2,tf,three
45398,45398,tf,0.8291829519999965,2,tf,three
45399,45399,tf,0.5999410400000897,2,tf,three
45400,45400,tf,0.7381313790000377,2,tf,three
45401,45401,tf,0.5281261520000271,2,tf,three
45402,45402,tf,0.4889598949999936,2,tf,three
45403,45403,tf,0.5703280449999966,2,tf,three
45404,45404,tf,0.4339872180000839,2,tf,three
45405,45405,tf,0.2739584459999378,2,tf,three
45406,45406,tf,0.7027371849999327,2,tf,three
45407,45407,tf,0.834695752000016,2,tf,three
45408,45408,tf,0.6661380489999829,2,tf,three
45409,45409,tf,0.5057072410000956,2,tf,three
45410,45410,tf,0.5969155020000017,2,tf,three
45411,45411,tf,0.5489867610000374,2,tf,three
45412,45412,tf,0.4523105949999717,2,tf,three
45413,45413,tf,0.5369791230000374,2,tf,three
45414,45414,tf,0.8255989410000666,2,tf,three
45415,45415,tf,0.6651309279999396,2,tf,three
45416,45416,tf,0.6435935480000126,2,tf,three
45417,45417,tf,0.8222777710000173,2,tf,three
45418,45418,tf,0.6808746660000224,2,tf,three
45419,45419,tf,0.6718376459999718,2,tf,three
45420,45420,tf,0.7589018319999923,2,tf,three
45421,45421,tf,0.6591776590000791,2,tf,three
45422,45422,tf,0.623759113999995,2,tf,three
45423,45423,tf,0.5400502019999749,2,tf,three
45424,45424,tf,0.2568324889999758,2,tf,three
45425,45425,tf,0.739361643000052,2,tf,three
45426,45426,tf,0.5563414700000067,2,tf,three
45427,45427,tf,0.7951566360000015,2,tf,three
45428,45428,tf,0.7896897269999954,2,tf,three
45429,45429,tf,0.5943862279999621,2,tf,three
45430,45430,tf,0.6145145799999909,2,tf,three
45431,45431,tf,0.7929807399999618,2,tf,three
45432,45432,tf,0.7101869580000084,2,tf,three
45433,45433,tf,0.3964825190000738,2,tf,three
45434,45434,tf,0.3669828100000813,2,tf,three
45435,45435,tf,0.7826586000001043,2,tf,three
45436,45436,tf,0.7881017089999887,2,tf,three
45437,45437,tf,0.5058194939999794,2,tf,three
45438,45438,tf,0.6039754170000151,2,tf,three
45439,45439,tf,0.8294452569999748,2,tf,three
45440,45440,tf,0.8359654309999769,2,tf,three
45441,45441,tf,0.5474534530000028,2,tf,three
45442,45442,tf,0.3882797509999136,2,tf,three
45443,45443,tf,0.827173270000003,2,tf,three
45444,45444,tf,0.828582689999962,2,tf,three
45445,45445,tf,0.4715020579999418,2,tf,three
45446,45446,tf,0.0520252649999974,2,tf,three
45447,45447,tf,0.5717368649999344,2,tf,three
45448,45448,tf,0.8261040339999681,2,tf,three
45449,45449,tf,0.5303365629999917,2,tf,three
45450,45450,tf,0.5302655020000202,2,tf,three
45451,45451,tf,0.0554354710000097,2,tf,three
45452,45452,tf,0.7426977839999154,2,tf,three
45453,45453,tf,0.1004848439999932,2,tf,three
45454,45454,tf,0.6171416760000739,2,tf,three
45455,45455,tf,0.7383469559999867,2,tf,three
45456,45456,tf,0.0516278999999713,2,tf,three
45457,45457,tf,0.7829260800000384,2,tf,three
45458,45458,tf,0.6729842749999762,2,tf,three
45459,45459,tf,0.7534827420000738,2,tf,three
45460,45460,tf,0.7836935340000082,2,tf,three
45461,45461,tf,0.6627273019998938,2,tf,three
45462,45462,tf,0.7429649149999022,2,tf,three
45463,45463,tf,0.8286584569999604,2,tf,three
45464,45464,tf,0.3256563249999544,2,tf,three
45465,45465,tf,0.6050266720000081,2,tf,three
45466,45466,tf,0.5514298180000878,2,tf,three
45467,45467,tf,0.831473100999915,2,tf,three
45468,45468,tf,0.5008883870000318,2,tf,three
45469,45469,tf,0.7616117110000005,2,tf,three
45470,45470,tf,0.6869303550000723,2,tf,three
45471,45471,tf,0.7555132159999403,2,tf,three
45472,45472,tf,0.5514286580000771,2,tf,three
45473,45473,tf,0.6104193820000319,2,tf,three
45474,45474,tf,0.6505442240001003,2,tf,three
45475,45475,tf,0.8322000289999778,2,tf,three
45476,45476,tf,0.1131704570000238,2,tf,three
45477,45477,tf,0.789999392000027,2,tf,three
45478,45478,tf,0.8314630309999984,2,tf,three
45479,45479,tf,0.5811220800000001,2,tf,three
45480,45480,tf,0.7770908689999487,2,tf,three
45481,45481,tf,0.8368573239999932,2,tf,three
45482,45482,tf,0.8133674570000267,2,tf,three
45483,45483,tf,0.4817222390000779,2,tf,three
45484,45484,tf,0.8322497690001001,2,tf,three
45485,45485,tf,0.6378595869999799,2,tf,three
45486,45486,tf,0.8277368420000357,2,tf,three
45487,45487,tf,0.8453169990000333,2,tf,three
45488,45488,tf,0.6560590220000222,2,tf,three
45489,45489,tf,0.655872324000029,2,tf,three
45490,45490,tf,0.8203713840000546,2,tf,three
45491,45491,tf,0.6734165760000224,2,tf,three
45492,45492,tf,0.6028962190000584,2,tf,three
45493,45493,tf,0.5589113809999162,2,tf,three
45494,45494,tf,0.6371752360000755,2,tf,three
45495,45495,tf,0.6881776339999988,2,tf,three
45496,45496,tf,0.0509466460000567,2,tf,three
45497,45497,tf,0.5768942690000358,2,tf,three
45498,45498,tf,0.549204019000058,2,tf,three
45499,45499,tf,0.6659282379999922,2,tf,three
45500,45500,tf,0.5903856929999165,2,tf,three
45501,45501,tf,0.4952964249999922,2,tf,three
45502,45502,tf,0.8340807529999665,2,tf,three
45503,45503,tf,0.5309925869999006,2,tf,three
45504,45504,tf,0.7469361879999497,2,tf,three
45505,45505,tf,0.8319196019999708,2,tf,three
45506,45506,tf,0.2626180969999723,2,tf,three
45507,45507,tf,0.7750965910000787,2,tf,three
45508,45508,tf,0.6292039370000566,2,tf,three
45509,45509,tf,0.665974629999937,2,tf,three
45510,45510,tf,0.6579042450000543,2,tf,three
45511,45511,tf,0.4747510209999745,2,tf,three
45512,45512,tf,0.4894211620000988,2,tf,three
45513,45513,tf,0.8376859789999571,2,tf,three
45514,45514,tf,0.5779916610000555,2,tf,three
45515,45515,tf,0.762298751000003,2,tf,three
45516,45516,tf,0.6464857639999764,2,tf,three
45517,45517,tf,0.8275228119999838,2,tf,three
45518,45518,tf,0.7809489049999456,2,tf,three
45519,45519,tf,0.7593565430000808,2,tf,three
45520,45520,tf,0.5191719819999889,2,tf,three
45521,45521,tf,0.7875913040001024,2,tf,three
45522,45522,tf,0.3192438720000154,2,tf,three
45523,45523,tf,0.7535780370000111,2,tf,three
45524,45524,tf,0.8356100710000192,2,tf,three
45525,45525,tf,0.8243605350000962,2,tf,three
45526,45526,tf,0.8272624930000347,2,tf,three
45527,45527,tf,0.835010134000072,2,tf,three
45528,45528,tf,0.8297608329999093,2,tf,three
45529,45529,tf,0.8286100239999996,2,tf,three
45530,45530,tf,0.6277946430000156,2,tf,three
45531,45531,tf,0.777591120000011,2,tf,three
45532,45532,tf,0.8412554090000413,2,tf,three
45533,45533,tf,0.8238808610000206,2,tf,three
45534,45534,tf,0.5517495490000783,2,tf,three
45535,45535,tf,0.7552179340000293,2,tf,three
45536,45536,tf,0.7875341660000004,2,tf,three
45537,45537,tf,0.4323132189999796,2,tf,three
45538,45538,tf,0.5248924720000332,2,tf,three
45539,45539,tf,0.6091860660000066,2,tf,three
45540,45540,tf,0.5104065909999917,2,tf,three
45541,45541,tf,0.7900418549999131,2,tf,three
45542,45542,tf,0.6054287509999767,2,tf,three
45543,45543,tf,0.7661170410000295,2,tf,three
45544,45544,tf,0.5691040169999724,2,tf,three
45545,45545,tf,0.7445236059999161,2,tf,three
45546,45546,tf,0.4517400539999698,2,tf,three
45547,45547,tf,0.6267559739999342,2,tf,three
45548,45548,tf,0.5130910450000101,2,tf,three
45549,45549,tf,0.6062295269999822,2,tf,three
45550,45550,tf,0.8272483409999722,2,tf,three
45551,45551,tf,0.5424200610000298,2,tf,three
45552,45552,tf,0.8390737930000114,2,tf,three
45553,45553,tf,0.7225751550000723,2,tf,three
45554,45554,tf,0.7607832580000604,2,tf,three
45555,45555,tf,0.6269095100000186,2,tf,three
45556,45556,tf,0.8293160640000679,2,tf,three
45557,45557,tf,0.5662110929999926,2,tf,three
45558,45558,tf,0.7754806159999816,2,tf,three
45559,45559,tf,0.7073246080000217,2,tf,three
