model_name,os,api,inference type,latency avg,top1,top5,map,miou,latency,thread count
mobilenet-v3-large-1.0-224-tf_FP16,s,ov,class,0.050027232043043,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/ov/mobilenet-v3-large-1.0-224-tf_FP16/mobilenet-v3-large-10-224-tf_FP16_ov_class_2024_5_14_18_47_ubuntu_s_3_onlylat.csv,3
mobilenet-v3-large-1.0-224-tf_FP16,s,ov,class,0.04687024936504527,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/ov/mobilenet-v3-large-1.0-224-tf_FP16/mobilenet-v3-large-10-224-tf_FP16_ov_class_2024_5_14_20_14_ubuntu_s_4_onlylat.csv,4
