,latency,thread count,API,Load
240,0.1162405929999295,1,onnx,No load
241,0.1167906990000346,1,onnx,No load
242,0.116480757999966,1,onnx,No load
243,0.1165494050000006,1,onnx,No load
244,0.1166170000000192,1,onnx,No load
245,0.116513464000036,1,onnx,No load
246,0.1162345589999631,1,onnx,No load
247,0.1166339259999631,1,onnx,No load
248,0.1165730189999294,1,onnx,No load
249,0.1165617780000047,1,onnx,No load
250,0.1167699430000084,1,onnx,No load
251,0.1164882620000753,1,onnx,No load
252,0.1165596499999992,1,onnx,No load
253,0.1165320579999615,1,onnx,No load
254,0.1165803909999567,1,onnx,No load
255,0.1163672270000688,1,onnx,No load
256,0.1165523910000274,1,onnx,No load
257,0.1166078730000208,1,onnx,No load
258,0.1165790410000227,1,onnx,No load
259,0.1167258740000534,1,onnx,No load
260,0.1164182289999189,1,onnx,No load
261,0.1157861230000207,1,onnx,No load
262,0.1156205510000063,1,onnx,No load
263,0.115834919000008,1,onnx,No load
264,0.1157161979999727,1,onnx,No load
265,0.1158161419999714,1,onnx,No load
266,0.1153557410000303,1,onnx,No load
267,0.1162918059999356,1,onnx,No load
268,0.1165191009999944,1,onnx,No load
269,0.1167471539999951,1,onnx,No load
270,0.1163259349999634,1,onnx,No load
271,0.1167446360000212,1,onnx,No load
272,0.1164690279999831,1,onnx,No load
273,0.1161900320000768,1,onnx,No load
274,0.1156774439999708,1,onnx,No load
275,0.1156082409999044,1,onnx,No load
276,0.1156834439999556,1,onnx,No load
277,0.1155068720000827,1,onnx,No load
278,0.1156444260000171,1,onnx,No load
279,0.1157183880000047,1,onnx,No load
280,0.1156572800000503,1,onnx,No load
281,0.1158303150000392,1,onnx,No load
282,0.1154137830000081,1,onnx,No load
283,0.1157165939999913,1,onnx,No load
284,0.115518836000092,1,onnx,No load
285,0.1160184990000061,1,onnx,No load
286,0.1156792059999816,1,onnx,No load
287,0.1158322250000765,1,onnx,No load
288,0.1154580249999526,1,onnx,No load
289,0.1157911700000795,1,onnx,No load
290,0.1154208030000063,1,onnx,No load
291,0.115798226000038,1,onnx,No load
292,0.1156258390000175,1,onnx,No load
293,0.1157265230000348,1,onnx,No load
294,0.1156792459998996,1,onnx,No load
295,0.1157441169999629,1,onnx,No load
296,0.1156574699999737,1,onnx,No load
297,0.1157864880000261,1,onnx,No load
298,0.1155122679999749,1,onnx,No load
299,0.1157752840000512,1,onnx,No load
300,0.1156801549999499,1,onnx,No load
301,0.1156142119999685,1,onnx,No load
302,0.1158928590000414,1,onnx,No load
303,0.1158332669999708,1,onnx,No load
304,0.1155957880000642,1,onnx,No load
305,0.115710621000062,1,onnx,No load
306,0.1155716220000613,1,onnx,No load
307,0.1158417489999692,1,onnx,No load
308,0.1154770480000024,1,onnx,No load
309,0.1158567139999604,1,onnx,No load
310,0.1155391789999384,1,onnx,No load
311,0.1156914740000729,1,onnx,No load
312,0.1157742330000246,1,onnx,No load
313,0.1157205860000658,1,onnx,No load
314,0.1159350650000305,1,onnx,No load
315,0.1155801599999222,1,onnx,No load
316,0.1155382559999225,1,onnx,No load
317,0.116088047000062,1,onnx,No load
318,0.1156475139999884,1,onnx,No load
319,0.1156788480000159,1,onnx,No load
320,0.1153705730000638,1,onnx,No load
321,0.1157809210000095,1,onnx,No load
322,0.1155530329999692,1,onnx,No load
323,0.1158069030000206,1,onnx,No load
324,0.1155529999999771,1,onnx,No load
325,0.1158054039999569,1,onnx,No load
326,0.1157154969999965,1,onnx,No load
327,0.1157288309999557,1,onnx,No load
328,0.1156845169999769,1,onnx,No load
329,0.1158238120000305,1,onnx,No load
330,0.1155030190000161,1,onnx,No load
331,0.1158417579999877,1,onnx,No load
332,0.1164251789999752,1,onnx,No load
333,0.1164875120000488,1,onnx,No load
334,0.1164088829999627,1,onnx,No load
335,0.1155778529999906,1,onnx,No load
336,0.1158235539999168,1,onnx,No load
337,0.1157010739999577,1,onnx,No load
338,0.1155979290000459,1,onnx,No load
339,0.1162552759999471,1,onnx,No load
340,0.1157100579999905,1,onnx,No load
341,0.1158955939999941,1,onnx,No load
342,0.115689298999996,1,onnx,No load
343,0.1157621309999967,1,onnx,No load
344,0.1159746109999559,1,onnx,No load
345,0.1155986159999429,1,onnx,No load
346,0.1157967819999612,1,onnx,No load
347,0.1156710789999806,1,onnx,No load
348,0.115939762000039,1,onnx,No load
349,0.1157651339999574,1,onnx,No load
350,0.1157107640000276,1,onnx,No load
351,0.1157573189999539,1,onnx,No load
352,0.1156504319999385,1,onnx,No load
353,0.1155608600000732,1,onnx,No load
354,0.1157836549999729,1,onnx,No load
355,0.1156802670000161,1,onnx,No load
356,0.1154568609999842,1,onnx,No load
357,0.1160545779999893,1,onnx,No load
358,0.1152209000000539,1,onnx,No load
359,0.115717582000002,1,onnx,No load
360,0.1155595850000281,1,onnx,No load
361,0.1157495460000745,1,onnx,No load
362,0.1155840100000205,1,onnx,No load
363,0.1155690470000081,1,onnx,No load
364,0.1155773439999165,1,onnx,No load
365,0.1154098829999838,1,onnx,No load
366,0.1154743069999995,1,onnx,No load
367,0.1156232900000304,1,onnx,No load
368,0.1156096050000314,1,onnx,No load
369,0.1164687820000835,1,onnx,No load
370,0.1162106370001083,1,onnx,No load
371,0.1168828349999557,1,onnx,No load
372,0.115715788999978,1,onnx,No load
373,0.1154419580000194,1,onnx,No load
374,0.1157516990000431,1,onnx,No load
375,0.115657570000053,1,onnx,No load
376,0.1160042889999886,1,onnx,No load
377,0.1154021830000147,1,onnx,No load
378,0.1158217349999404,1,onnx,No load
379,0.1155618669999967,1,onnx,No load
380,0.1156971990000101,1,onnx,No load
381,0.1155361270000412,1,onnx,No load
382,0.1156748490000154,1,onnx,No load
383,0.1155693880000399,1,onnx,No load
384,0.1157285530000535,1,onnx,No load
385,0.1158718660000204,1,onnx,No load
386,0.1157121640000014,1,onnx,No load
387,0.1155494619999899,1,onnx,No load
388,0.1155850920000602,1,onnx,No load
389,0.1155961670000351,1,onnx,No load
390,0.1157774989999325,1,onnx,No load
391,0.1153011139999762,1,onnx,No load
392,0.1156123709999974,1,onnx,No load
393,0.115326818000085,1,onnx,No load
394,0.1157852769999863,1,onnx,No load
395,0.1154348169999366,1,onnx,No load
396,0.1156877430000804,1,onnx,No load
397,0.1153044679999766,1,onnx,No load
398,0.1156952239999782,1,onnx,No load
399,0.1152631169999267,1,onnx,No load
400,0.1157796859999962,1,onnx,No load
401,0.115567929000008,1,onnx,No load
402,0.1158980929999415,1,onnx,No load
403,0.11570580099999,1,onnx,No load
404,0.1154351540000107,1,onnx,No load
405,0.1155663570000342,1,onnx,No load
406,0.1154979499999626,1,onnx,No load
407,0.1156076710000206,1,onnx,No load
408,0.1156951709999702,1,onnx,No load
409,0.115744984999992,1,onnx,No load
410,0.1153797859999485,1,onnx,No load
411,0.1157022289999076,1,onnx,No load
412,0.1153913600001033,1,onnx,No load
413,0.116179187000057,1,onnx,No load
414,0.1154977859999917,1,onnx,No load
415,0.1158035799999197,1,onnx,No load
416,0.1156972100000075,1,onnx,No load
417,0.1155613409999887,1,onnx,No load
418,0.1158078780000551,1,onnx,No load
419,0.1158831919999556,1,onnx,No load
420,0.1163445960000899,1,onnx,No load
421,0.1166614450000906,1,onnx,No load
422,0.1160389120000218,1,onnx,No load
423,0.115582490999941,1,onnx,No load
424,0.1156563049999022,1,onnx,No load
425,0.1157552700000223,1,onnx,No load
426,0.1157708800000136,1,onnx,No load
427,0.1155152529998986,1,onnx,No load
428,0.1156604919999608,1,onnx,No load
429,0.115507234000006,1,onnx,No load
430,0.1156895660000145,1,onnx,No load
431,0.1158624350000536,1,onnx,No load
432,0.1162491000000045,1,onnx,No load
433,0.1155570509999961,1,onnx,No load
434,0.1157496600000058,1,onnx,No load
435,0.1157053280001036,1,onnx,No load
436,0.115602939999917,1,onnx,No load
437,0.1158160669999688,1,onnx,No load
438,0.1155286629999636,1,onnx,No load
439,0.1157450499999868,1,onnx,No load
440,0.1152142779999394,1,onnx,No load
441,0.1158201619999772,1,onnx,No load
442,0.1154880719999482,1,onnx,No load
443,0.1155862939999678,1,onnx,No load
444,0.1156969590000471,1,onnx,No load
445,0.1155891079999946,1,onnx,No load
446,0.1156927939999832,1,onnx,No load
447,0.1155878140000368,1,onnx,No load
448,0.1156790539999974,1,onnx,No load
449,0.1159380510000573,1,onnx,No load
450,0.1154916850000518,1,onnx,No load
451,0.1157525900000564,1,onnx,No load
452,0.115371204999974,1,onnx,No load
453,0.1156272399999807,1,onnx,No load
454,0.1156560379999973,1,onnx,No load
455,0.1155194279999705,1,onnx,No load
456,0.1158248320000439,1,onnx,No load
457,0.1155529279999427,1,onnx,No load
458,0.1157769619999271,1,onnx,No load
459,0.1163602729999411,1,onnx,No load
460,0.1161673110000265,1,onnx,No load
461,0.1164418849999719,1,onnx,No load
462,0.1165514769999163,1,onnx,No load
463,0.1164645879999852,1,onnx,No load
464,0.1161975160000565,1,onnx,No load
465,0.1168703079999886,1,onnx,No load
466,0.1163518110000723,1,onnx,No load
467,0.1165109209999855,1,onnx,No load
468,0.1164637389999825,1,onnx,No load
469,0.1159933170000613,1,onnx,No load
470,0.1155740420000484,1,onnx,No load
471,0.1156252079999831,1,onnx,No load
472,0.1154456909999908,1,onnx,No load
473,0.1155536539999957,1,onnx,No load
474,0.1155144320000545,1,onnx,No load
475,0.1155879689999892,1,onnx,No load
476,0.1156158589999449,1,onnx,No load
477,0.1154998230000501,1,onnx,No load
478,0.1158390240000244,1,onnx,No load
479,0.1154033049999725,1,onnx,No load
480,0.1157391730000654,1,onnx,No load
481,0.1153192689999969,1,onnx,No load
482,0.115705524999953,1,onnx,No load
483,0.1154344730000502,1,onnx,No load
484,0.1157253779999791,1,onnx,No load
485,0.1157721189999847,1,onnx,No load
486,0.1156631569999717,1,onnx,No load
487,0.1159398949999968,1,onnx,No load
488,0.1152549570000474,1,onnx,No load
489,0.1157357860000729,1,onnx,No load
490,0.1153868640000155,1,onnx,No load
491,0.1158476940000809,1,onnx,No load
492,0.1157007700001031,1,onnx,No load
493,0.1157407140000259,1,onnx,No load
494,0.115612585000008,1,onnx,No load
495,0.1157582879999381,1,onnx,No load
496,0.1155851779999466,1,onnx,No load
497,0.1157168450000654,1,onnx,No load
498,0.1153934779999872,1,onnx,No load
499,0.115882565999982,1,onnx,No load
500,0.1155838470000389,1,onnx,No load
501,0.1156824380000216,1,onnx,No load
502,0.1160454350000463,1,onnx,No load
503,0.1152468669999962,1,onnx,No load
504,0.1157246799999711,1,onnx,No load
505,0.1153720540000904,1,onnx,No load
506,0.1155661999999893,1,onnx,No load
507,0.1154039980000334,1,onnx,No load
508,0.1154509049999887,1,onnx,No load
509,0.1156679399999802,1,onnx,No load
510,0.1155065709999689,1,onnx,No load
511,0.1157132380000121,1,onnx,No load
512,0.1157725340000297,1,onnx,No load
513,0.1156898309999405,1,onnx,No load
514,0.1160533459999442,1,onnx,No load
515,0.1159835690000363,1,onnx,No load
516,0.1155009619999418,1,onnx,No load
517,0.1254395480000312,1,onnx,No load
518,0.1158749969999917,1,onnx,No load
519,0.1156682409999803,1,onnx,No load
520,0.1157406660000788,1,onnx,No load
521,0.1158536089999415,1,onnx,No load
522,0.1157677950000106,1,onnx,No load
523,0.1156144999999924,1,onnx,No load
524,0.1173800220000202,1,onnx,No load
525,0.115837942999974,1,onnx,No load
526,0.1155784279999352,1,onnx,No load
527,0.1156701309998879,1,onnx,No load
528,0.1156925200000387,1,onnx,No load
529,0.1155333179999615,1,onnx,No load
530,0.1155669830000079,1,onnx,No load
531,0.1159226839999973,1,onnx,No load
532,0.1154360409999526,1,onnx,No load
533,0.1157087249999904,1,onnx,No load
534,0.1156249300000809,1,onnx,No load
535,0.1155113390000224,1,onnx,No load
536,0.1156568919999472,1,onnx,No load
537,0.1154146720000426,1,onnx,No load
538,0.1157804659999328,1,onnx,No load
539,0.1158845759999849,1,onnx,No load
540,0.1153733779999583,1,onnx,No load
541,0.115458913999987,1,onnx,No load
542,0.1155358770000702,1,onnx,No load
543,0.1156002839999246,1,onnx,No load
544,0.1154599879999977,1,onnx,No load
545,0.1154837469999847,1,onnx,No load
546,0.1158604849999846,1,onnx,No load
547,0.1153416759999572,1,onnx,No load
548,0.1157738769999241,1,onnx,No load
549,0.1157366359999514,1,onnx,No load
550,0.1155054349999318,1,onnx,No load
551,0.1155559520000224,1,onnx,No load
552,0.1154841010001064,1,onnx,No load
553,0.1158120799999551,1,onnx,No load
554,0.1155829339999172,1,onnx,No load
555,0.1155187699999942,1,onnx,No load
556,0.115437641000085,1,onnx,No load
557,0.1159280809999927,1,onnx,No load
558,0.1167354259999911,1,onnx,No load
559,0.1154899370000066,1,onnx,No load
560,0.1159233220000715,1,onnx,No load
561,0.1154121219999524,1,onnx,No load
562,0.1157345660000146,1,onnx,No load
563,0.1158134720000134,1,onnx,No load
564,0.1153700140000637,1,onnx,No load
565,0.1158351580000953,1,onnx,No load
566,0.1156883809999271,1,onnx,No load
567,0.1155093270000406,1,onnx,No load
568,0.1156353630000239,1,onnx,No load
569,0.1156978459999891,1,onnx,No load
570,0.1156286980000231,1,onnx,No load
571,0.1156017729999803,1,onnx,No load
572,0.1153929959999686,1,onnx,No load
573,0.1157341420000648,1,onnx,No load
574,0.1155963650001012,1,onnx,No load
575,0.1155387910000627,1,onnx,No load
576,0.1157599950000758,1,onnx,No load
577,0.1157224949999999,1,onnx,No load
578,0.1154407379999611,1,onnx,No load
579,0.1156496439999728,1,onnx,No load
580,0.115323979999971,1,onnx,No load
581,0.1156485520000387,1,onnx,No load
582,0.1157404770000312,1,onnx,No load
583,0.1157986989999244,1,onnx,No load
584,0.1158799959999896,1,onnx,No load
585,0.1155428509999865,1,onnx,No load
586,0.1156695529999751,1,onnx,No load
587,0.1157613670000046,1,onnx,No load
588,0.1156044980000388,1,onnx,No load
589,0.1153654999999389,1,onnx,No load
590,0.116461213999969,1,onnx,No load
591,0.115704998999945,1,onnx,No load
592,0.1154847789999848,1,onnx,No load
593,0.1157967020000114,1,onnx,No load
594,0.115605759999994,1,onnx,No load
595,0.1156164999999873,1,onnx,No load
596,0.1156407220000801,1,onnx,No load
597,0.1153441499999416,1,onnx,No load
598,0.1159270179999794,1,onnx,No load
599,0.1154175960000429,1,onnx,No load
600,0.1157571480000569,1,onnx,No load
601,0.1155443910000713,1,onnx,No load
602,0.1159307950000538,1,onnx,No load
603,0.1156420940000089,1,onnx,No load
604,0.1161697190000268,1,onnx,No load
605,0.1157747240000617,1,onnx,No load
606,0.1155676700000185,1,onnx,No load
607,0.1157364649999408,1,onnx,No load
608,0.1154138939999711,1,onnx,No load
609,0.1156870959999878,1,onnx,No load
610,0.1156415590000961,1,onnx,No load
611,0.1157385760000124,1,onnx,No load
612,0.115601874000049,1,onnx,No load
613,0.1158519470000101,1,onnx,No load
614,0.1155113940000092,1,onnx,No load
615,0.1158720580000363,1,onnx,No load
616,0.1156095049999521,1,onnx,No load
617,0.115679579000016,1,onnx,No load
618,0.1162080929999547,1,onnx,No load
619,0.1157917819999738,1,onnx,No load
620,0.1154220270000223,1,onnx,No load
621,0.1159725040000694,1,onnx,No load
622,0.1158909119999407,1,onnx,No load
623,0.1154237680000278,1,onnx,No load
624,0.1157888760000105,1,onnx,No load
625,0.1157724129999451,1,onnx,No load
626,0.1156570619999683,1,onnx,No load
627,0.1157102110000778,1,onnx,No load
628,0.1158724140000231,1,onnx,No load
629,0.1159990419999985,1,onnx,No load
630,0.115707526000051,1,onnx,No load
631,0.1157389889999649,1,onnx,No load
632,0.1155475829999659,1,onnx,No load
633,0.1157698219999474,1,onnx,No load
634,0.1157636570000022,1,onnx,No load
635,0.1158417119999057,1,onnx,No load
636,0.1154591600000003,1,onnx,No load
637,0.1157992119999562,1,onnx,No load
638,0.1154667520000884,1,onnx,No load
639,0.1174467739999727,1,onnx,No load
640,0.1171437389999709,1,onnx,No load
641,0.116481209000085,1,onnx,No load
642,0.1166603919999715,1,onnx,No load
643,0.1169704819999424,1,onnx,No load
644,0.1166507629999387,1,onnx,No load
645,0.1167047620000403,1,onnx,No load
646,0.1167026880000321,1,onnx,No load
647,0.1166229109999221,1,onnx,No load
648,0.1168031889999383,1,onnx,No load
649,0.1166193389999534,1,onnx,No load
650,0.1165375250000124,1,onnx,No load
651,0.1165599320000865,1,onnx,No load
652,0.1166237280000359,1,onnx,No load
653,0.1165250990000004,1,onnx,No load
654,0.1166640610000513,1,onnx,No load
655,0.1166716539999015,1,onnx,No load
656,0.1167696910000586,1,onnx,No load
657,0.1167000619999498,1,onnx,No load
658,0.1164512130000048,1,onnx,No load
659,0.1166596920000984,1,onnx,No load
660,0.1167235619999473,1,onnx,No load
661,0.1164758049999363,1,onnx,No load
662,0.1167392840000047,1,onnx,No load
663,0.1166768420000607,1,onnx,No load
664,0.1165234730000293,1,onnx,No load
665,0.116759378000097,1,onnx,No load
666,0.1166713229999913,1,onnx,No load
667,0.1165660460000026,1,onnx,No load
668,0.1167963039999904,1,onnx,No load
669,0.1166254529999832,1,onnx,No load
670,0.1167641580000236,1,onnx,No load
671,0.1167148430000679,1,onnx,No load
672,0.1166563619999578,1,onnx,No load
673,0.1166707700000415,1,onnx,No load
674,0.1165926580000586,1,onnx,No load
675,0.1165430480000395,1,onnx,No load
676,0.1169796010000254,1,onnx,No load
677,0.1164857539999957,1,onnx,No load
678,0.1167176590000735,1,onnx,No load
679,0.1165680690000954,1,onnx,No load
680,0.1167208450000316,1,onnx,No load
681,0.1166999000000714,1,onnx,No load
682,0.1165037910000137,1,onnx,No load
683,0.116631567000013,1,onnx,No load
684,0.1166963459999124,1,onnx,No load
685,0.1167034200000216,1,onnx,No load
686,0.1165001250000159,1,onnx,No load
687,0.1165981070000725,1,onnx,No load
688,0.11644782999997,1,onnx,No load
689,0.1165597169999728,1,onnx,No load
690,0.1164767740000343,1,onnx,No load
691,0.1167923100000507,1,onnx,No load
692,0.1166666809999696,1,onnx,No load
693,0.1166938850000178,1,onnx,No load
694,0.1166787370000292,1,onnx,No load
695,0.1165720149999742,1,onnx,No load
696,0.1165615889999571,1,onnx,No load
697,0.1164796459999024,1,onnx,No load
698,0.1166450350000332,1,onnx,No load
