,Unnamed: 0,Frameworks,latency,thread,Load
1960,1960,ONNX,0.0819355979997453,Four Cores,No Load
1961,1961,ONNX,0.0819189130002087,Four Cores,No Load
1962,1962,ONNX,0.0817162290004489,Four Cores,No Load
1963,1963,ONNX,0.081903524000154,Four Cores,No Load
1964,1964,ONNX,0.0814471950002371,Four Cores,No Load
1965,1965,ONNX,0.0822099279998838,Four Cores,No Load
1966,1966,ONNX,0.0818484860001262,Four Cores,No Load
1967,1967,ONNX,0.0819898929998999,Four Cores,No Load
1968,1968,ONNX,0.0818851710000672,Four Cores,No Load
1955,1955,ONNX,0.082062228000268,Four Cores,No Load
1877,1877,ONNX,0.0818934829999307,Four Cores,No Load
1876,1876,ONNX,0.0816854290001174,Four Cores,No Load
1875,1875,ONNX,0.0817395029998806,Four Cores,No Load
1784,1784,ONNX,0.0823821619997033,Four Cores,No Load
1785,1785,ONNX,0.0816164069997285,Four Cores,No Load
1786,1786,ONNX,0.0818070159998569,Four Cores,No Load
1787,1787,ONNX,0.0819442570000319,Four Cores,No Load
1788,1788,ONNX,0.0831241179998869,Four Cores,No Load
1789,1789,ONNX,0.08201531099985,Four Cores,No Load
1790,1790,ONNX,0.0820159969998712,Four Cores,No Load
1791,1791,ONNX,0.0817730720000327,Four Cores,No Load
1792,1792,ONNX,0.0815853140002218,Four Cores,No Load
1793,1793,ONNX,0.0818084610000369,Four Cores,No Load
1794,1794,ONNX,0.0819632929997169,Four Cores,No Load
1795,1795,ONNX,0.0815320350002366,Four Cores,No Load
1796,1796,ONNX,0.0814697770001657,Four Cores,No Load
1797,1797,ONNX,0.0818607360001806,Four Cores,No Load
1798,1798,ONNX,0.0825305280000066,Four Cores,No Load
1799,1799,ONNX,0.0818102930002169,Four Cores,No Load
1800,1800,ONNX,0.0814451469996129,Four Cores,No Load
1801,1801,ONNX,0.0822476969997296,Four Cores,No Load
1802,1802,ONNX,0.0819009769998047,Four Cores,No Load
1803,1803,ONNX,0.0818853850000778,Four Cores,No Load
1804,1804,ONNX,0.0815152919999491,Four Cores,No Load
1805,1805,ONNX,0.0824691560001156,Four Cores,No Load
1806,1806,ONNX,0.0817172170000049,Four Cores,No Load
1807,1807,ONNX,0.0816873850003503,Four Cores,No Load
1808,1808,ONNX,0.0816872179998426,Four Cores,No Load
1809,1809,ONNX,0.0819002719999844,Four Cores,No Load
1810,1810,ONNX,0.0818941229999836,Four Cores,No Load
1783,1783,ONNX,0.0820003870003347,Four Cores,No Load
1782,1782,ONNX,0.0814862790002735,Four Cores,No Load
1781,1781,ONNX,0.0819663689999288,Four Cores,No Load
1780,1780,ONNX,0.0817596110000522,Four Cores,No Load
1752,1752,ONNX,0.0821730580000803,Four Cores,No Load
1753,1753,ONNX,0.0819068179998794,Four Cores,No Load
1754,1754,ONNX,0.0832224579999092,Four Cores,No Load
1755,1755,ONNX,0.0819352810003692,Four Cores,No Load
1756,1756,ONNX,0.0818565959998522,Four Cores,No Load
1757,1757,ONNX,0.082205296000211,Four Cores,No Load
1758,1758,ONNX,0.0815571899997849,Four Cores,No Load
1759,1759,ONNX,0.0820030019999649,Four Cores,No Load
1760,1760,ONNX,0.0818054480000682,Four Cores,No Load
1761,1761,ONNX,0.0817621879996295,Four Cores,No Load
1762,1762,ONNX,0.081433337999897,Four Cores,No Load
1763,1763,ONNX,0.0819603909999386,Four Cores,No Load
1764,1764,ONNX,0.0818280579997008,Four Cores,No Load
1811,1811,ONNX,0.0818242539999118,Four Cores,No Load
1765,1765,ONNX,0.0818951129999732,Four Cores,No Load
1767,1767,ONNX,0.0818897969998033,Four Cores,No Load
1768,1768,ONNX,0.0817567240001153,Four Cores,No Load
1769,1769,ONNX,0.0819702029998552,Four Cores,No Load
1770,1770,ONNX,0.0817856869998649,Four Cores,No Load
1771,1771,ONNX,0.0821605729997827,Four Cores,No Load
1772,1772,ONNX,0.0818997219998891,Four Cores,No Load
1773,1773,ONNX,0.0818301120002615,Four Cores,No Load
1774,1774,ONNX,0.0815215030002036,Four Cores,No Load
1775,1775,ONNX,0.0818998330000795,Four Cores,No Load
1776,1776,ONNX,0.0817877399999815,Four Cores,No Load
1777,1777,ONNX,0.0821244969997678,Four Cores,No Load
1778,1778,ONNX,0.0816058899999916,Four Cores,No Load
1779,1779,ONNX,0.0820902939999541,Four Cores,No Load
1766,1766,ONNX,0.0813997999998719,Four Cores,No Load
1750,1750,ONNX,0.0815743579996706,Four Cores,No Load
1812,1812,ONNX,0.0816885320000437,Four Cores,No Load
1814,1814,ONNX,0.0815816049998829,Four Cores,No Load
1847,1847,ONNX,0.082038060999821,Four Cores,No Load
1848,1848,ONNX,0.081616619000215,Four Cores,No Load
1849,1849,ONNX,0.0835054760000275,Four Cores,No Load
1850,1850,ONNX,0.0815547490001336,Four Cores,No Load
1851,1851,ONNX,0.0820282820000102,Four Cores,No Load
1852,1852,ONNX,0.0816742659999363,Four Cores,No Load
1853,1853,ONNX,0.0818240789999436,Four Cores,No Load
1854,1854,ONNX,0.0817067460002363,Four Cores,No Load
1855,1855,ONNX,0.0821414100000765,Four Cores,No Load
1856,1856,ONNX,0.0815235999998549,Four Cores,No Load
1857,1857,ONNX,0.081923523000114,Four Cores,No Load
1858,1858,ONNX,0.0816573760002938,Four Cores,No Load
1859,1859,ONNX,0.0819550599999274,Four Cores,No Load
1860,1860,ONNX,0.0818386340001779,Four Cores,No Load
1861,1861,ONNX,0.0817955410002468,Four Cores,No Load
1862,1862,ONNX,0.0817454670000188,Four Cores,No Load
1863,1863,ONNX,0.0818869849999828,Four Cores,No Load
1864,1864,ONNX,0.081578430999798,Four Cores,No Load
1865,1865,ONNX,0.0819730949997392,Four Cores,No Load
1866,1866,ONNX,0.0817696700000851,Four Cores,No Load
1867,1867,ONNX,0.0816088940000554,Four Cores,No Load
1868,1868,ONNX,0.081614097000056,Four Cores,No Load
1869,1869,ONNX,0.0820730020000155,Four Cores,No Load
1870,1870,ONNX,0.0815916149999793,Four Cores,No Load
1871,1871,ONNX,0.081962964000013,Four Cores,No Load
1872,1872,ONNX,0.0814759670001876,Four Cores,No Load
1873,1873,ONNX,0.0819681860002674,Four Cores,No Load
1846,1846,ONNX,0.0818810249998023,Four Cores,No Load
1845,1845,ONNX,0.0828844249999747,Four Cores,No Load
1844,1844,ONNX,0.0816161380002995,Four Cores,No Load
1843,1843,ONNX,0.0820882640000491,Four Cores,No Load
1815,1815,ONNX,0.0816039569999702,Four Cores,No Load
1816,1816,ONNX,0.0815705129998605,Four Cores,No Load
1817,1817,ONNX,0.0820451949998641,Four Cores,No Load
1818,1818,ONNX,0.0817598819999148,Four Cores,No Load
1819,1819,ONNX,0.0818230669997319,Four Cores,No Load
1820,1820,ONNX,0.0817092899997078,Four Cores,No Load
1821,1821,ONNX,0.0823146929997165,Four Cores,No Load
1822,1822,ONNX,0.0819245299999238,Four Cores,No Load
1823,1823,ONNX,0.0817484539998076,Four Cores,No Load
1824,1824,ONNX,0.0818456209999567,Four Cores,No Load
1825,1825,ONNX,0.0818897499998456,Four Cores,No Load
1826,1826,ONNX,0.08177782499979,Four Cores,No Load
1827,1827,ONNX,0.0821808780001447,Four Cores,No Load
1813,1813,ONNX,0.0821036770003047,Four Cores,No Load
1828,1828,ONNX,0.0818104359996141,Four Cores,No Load
1830,1830,ONNX,0.0816145669996331,Four Cores,No Load
1831,1831,ONNX,0.0820032679998803,Four Cores,No Load
1832,1832,ONNX,0.08175565800002,Four Cores,No Load
1833,1833,ONNX,0.0817453240001668,Four Cores,No Load
1834,1834,ONNX,0.0814846220000617,Four Cores,No Load
1835,1835,ONNX,0.0819002660000478,Four Cores,No Load
1836,1836,ONNX,0.0819463220000216,Four Cores,No Load
1837,1837,ONNX,0.0819674700001087,Four Cores,No Load
1838,1838,ONNX,0.0815872690000105,Four Cores,No Load
1839,1839,ONNX,0.0821210429999155,Four Cores,No Load
1840,1840,ONNX,0.0817153789998883,Four Cores,No Load
1841,1841,ONNX,0.0818864890002259,Four Cores,No Load
1842,1842,ONNX,0.0815540089997739,Four Cores,No Load
1829,1829,ONNX,0.0818130830002701,Four Cores,No Load
1999,1999,ONNX,0.0818862400001307,Four Cores,No Load
1500,1500,ONNX,0.081485645000157,Four Cores,No Load
1498,1498,ONNX,0.0815774789998613,Four Cores,No Load
1156,1156,ONNX,0.0823566369999753,Four Cores,No Load
1157,1157,ONNX,0.0828736530002061,Four Cores,No Load
1158,1158,ONNX,0.0825182660000791,Four Cores,No Load
1159,1159,ONNX,0.0825709509999796,Four Cores,No Load
1160,1160,ONNX,0.082537432999743,Four Cores,No Load
1161,1161,ONNX,0.0828175420001571,Four Cores,No Load
1162,1162,ONNX,0.0825369689996478,Four Cores,No Load
1163,1163,ONNX,0.0827077080002709,Four Cores,No Load
1164,1164,ONNX,0.0824106529998971,Four Cores,No Load
1165,1165,ONNX,0.082851132000087,Four Cores,No Load
1166,1166,ONNX,0.0824605790003261,Four Cores,No Load
1167,1167,ONNX,0.0827086330000383,Four Cores,No Load
1168,1168,ONNX,0.082426967000174,Four Cores,No Load
1169,1169,ONNX,0.0827056150001226,Four Cores,No Load
1170,1170,ONNX,0.0824107640000875,Four Cores,No Load
1171,1171,ONNX,0.0826108549999844,Four Cores,No Load
1172,1172,ONNX,0.0823486159997628,Four Cores,No Load
1173,1173,ONNX,0.0827636680000978,Four Cores,No Load
1174,1174,ONNX,0.082516465000026,Four Cores,No Load
1175,1175,ONNX,0.0827640379998229,Four Cores,No Load
1176,1176,ONNX,0.082676352999897,Four Cores,No Load
1177,1177,ONNX,0.08264187199984,Four Cores,No Load
1178,1178,ONNX,0.0823310589998982,Four Cores,No Load
1179,1179,ONNX,0.0825534280002102,Four Cores,No Load
1180,1180,ONNX,0.0827386870000737,Four Cores,No Load
1181,1181,ONNX,0.0830058699998517,Four Cores,No Load
1182,1182,ONNX,0.0826007599998774,Four Cores,No Load
1155,1155,ONNX,0.0826409870001043,Four Cores,No Load
1183,1183,ONNX,0.0828556279998338,Four Cores,No Load
1154,1154,ONNX,0.082586042999992,Four Cores,No Load
1152,1152,ONNX,0.0824087870000767,Four Cores,No Load
1125,1125,ONNX,0.082547864999924,Four Cores,No Load
1126,1126,ONNX,0.0825617720001901,Four Cores,No Load
1127,1127,ONNX,0.0826440129999355,Four Cores,No Load
1128,1128,ONNX,0.0823095699997793,Four Cores,No Load
1129,1129,ONNX,0.0825759949998428,Four Cores,No Load
1130,1130,ONNX,0.0822585139999318,Four Cores,No Load
1131,1131,ONNX,0.0826461230003587,Four Cores,No Load
1132,1132,ONNX,0.082511032000184,Four Cores,No Load
1133,1133,ONNX,0.0826556970000638,Four Cores,No Load
1134,1134,ONNX,0.0824280500000895,Four Cores,No Load
1135,1135,ONNX,0.0827743429999827,Four Cores,No Load
1136,1136,ONNX,0.0822758090002935,Four Cores,No Load
1137,1137,ONNX,0.0829001940001035,Four Cores,No Load
1138,1138,ONNX,0.0827342319998933,Four Cores,No Load
1139,1139,ONNX,0.0827734170002258,Four Cores,No Load
1140,1140,ONNX,0.0826529920000211,Four Cores,No Load
1141,1141,ONNX,0.0829493420001199,Four Cores,No Load
1142,1142,ONNX,0.0823787889999039,Four Cores,No Load
1143,1143,ONNX,0.0825198080001428,Four Cores,No Load
1144,1144,ONNX,0.0824906749999172,Four Cores,No Load
1145,1145,ONNX,0.0827782480000678,Four Cores,No Load
1146,1146,ONNX,0.0823767130000305,Four Cores,No Load
1147,1147,ONNX,0.0828057479998278,Four Cores,No Load
1148,1148,ONNX,0.0825707310000325,Four Cores,No Load
1149,1149,ONNX,0.0830925240002216,Four Cores,No Load
1150,1150,ONNX,0.082549063999977,Four Cores,No Load
1151,1151,ONNX,0.082652840999799,Four Cores,No Load
1153,1153,ONNX,0.0826850069997817,Four Cores,No Load
1184,1184,ONNX,0.0823853530000633,Four Cores,No Load
1185,1185,ONNX,0.0826274070000181,Four Cores,No Load
1186,1186,ONNX,0.0823465749999741,Four Cores,No Load
1219,1219,ONNX,0.0825043080003524,Four Cores,No Load
1220,1220,ONNX,0.0827883249999104,Four Cores,No Load
1221,1221,ONNX,0.0827756020003107,Four Cores,No Load
1222,1222,ONNX,0.0824283259998992,Four Cores,No Load
1223,1223,ONNX,0.0826131579997309,Four Cores,No Load
1224,1224,ONNX,0.0830577669999002,Four Cores,No Load
1225,1225,ONNX,0.0827826009999626,Four Cores,No Load
1226,1226,ONNX,0.082394289000149,Four Cores,No Load
1227,1227,ONNX,0.0829053050001675,Four Cores,No Load
1228,1228,ONNX,0.0826546389998839,Four Cores,No Load
1229,1229,ONNX,0.0829297860000224,Four Cores,No Load
1230,1230,ONNX,0.0824956569999812,Four Cores,No Load
1231,1231,ONNX,0.0826496370000313,Four Cores,No Load
1232,1232,ONNX,0.0822744729998703,Four Cores,No Load
1233,1233,ONNX,0.0828407280000647,Four Cores,No Load
1234,1234,ONNX,0.0826496919999044,Four Cores,No Load
1235,1235,ONNX,0.0828464319997692,Four Cores,No Load
1236,1236,ONNX,0.0826121740001326,Four Cores,No Load
1237,1237,ONNX,0.0824477869996371,Four Cores,No Load
1238,1238,ONNX,0.082456767000167,Four Cores,No Load
1239,1239,ONNX,0.0827186550000078,Four Cores,No Load
1240,1240,ONNX,0.082388506999905,Four Cores,No Load
1241,1241,ONNX,0.0828482440001607,Four Cores,No Load
1242,1242,ONNX,0.0825617099999362,Four Cores,No Load
1243,1243,ONNX,0.0825524130000303,Four Cores,No Load
1244,1244,ONNX,0.0822551559999738,Four Cores,No Load
1245,1245,ONNX,0.0828107639999871,Four Cores,No Load
1218,1218,ONNX,0.0825465679999979,Four Cores,No Load
1217,1217,ONNX,0.0826541040000847,Four Cores,No Load
1216,1216,ONNX,0.0826186220001545,Four Cores,No Load
1215,1215,ONNX,0.0829939350001041,Four Cores,No Load
1187,1187,ONNX,0.0827125360001446,Four Cores,No Load
1188,1188,ONNX,0.0826184059997103,Four Cores,No Load
1189,1189,ONNX,0.082651129000169,Four Cores,No Load
1190,1190,ONNX,0.0824230749999515,Four Cores,No Load
1191,1191,ONNX,0.0827519989998109,Four Cores,No Load
1192,1192,ONNX,0.0826326460000927,Four Cores,No Load
1193,1193,ONNX,0.0826043130000471,Four Cores,No Load
1194,1194,ONNX,0.0873403609998604,Four Cores,No Load
1195,1195,ONNX,0.0828381999999692,Four Cores,No Load
1196,1196,ONNX,0.0823518509996574,Four Cores,No Load
1197,1197,ONNX,0.0828522369997699,Four Cores,No Load
1198,1198,ONNX,0.0824835170001279,Four Cores,No Load
1199,1199,ONNX,0.0827193670002088,Four Cores,No Load
1124,1124,ONNX,0.0823822749998726,Four Cores,No Load
1200,1200,ONNX,0.0824449429997002,Four Cores,No Load
1202,1202,ONNX,0.0825497920000088,Four Cores,No Load
1203,1203,ONNX,0.082712162000007,Four Cores,No Load
1204,1204,ONNX,0.0825480879998394,Four Cores,No Load
1205,1205,ONNX,0.0831226410000454,Four Cores,No Load
1206,1206,ONNX,0.0825921430000562,Four Cores,No Load
1207,1207,ONNX,0.0824775329997464,Four Cores,No Load
1208,1208,ONNX,0.0825645509999049,Four Cores,No Load
1209,1209,ONNX,0.0830075489998307,Four Cores,No Load
1210,1210,ONNX,0.0823036629999478,Four Cores,No Load
1211,1211,ONNX,0.0826693449998856,Four Cores,No Load
1212,1212,ONNX,0.0830520649997197,Four Cores,No Load
1213,1213,ONNX,0.0828832329998476,Four Cores,No Load
1214,1214,ONNX,0.0835288590001255,Four Cores,No Load
1201,1201,ONNX,0.0827851439998994,Four Cores,No Load
1123,1123,ONNX,0.0827823839999837,Four Cores,No Load
1122,1122,ONNX,0.0826128659996356,Four Cores,No Load
1121,1121,ONNX,0.0827845329999945,Four Cores,No Load
1031,1031,ONNX,0.0818532420003066,Four Cores,No Load
1032,1032,ONNX,0.0820772219999526,Four Cores,No Load
1033,1033,ONNX,0.0820745739997619,Four Cores,No Load
1034,1034,ONNX,0.0816527429997222,Four Cores,No Load
1035,1035,ONNX,0.0816937059998963,Four Cores,No Load
1036,1036,ONNX,0.0817435570002089,Four Cores,No Load
1037,1037,ONNX,0.0818202420000488,Four Cores,No Load
1038,1038,ONNX,0.0818287219999547,Four Cores,No Load
1039,1039,ONNX,0.0820524419996218,Four Cores,No Load
1040,1040,ONNX,0.0816301669997301,Four Cores,No Load
1041,1041,ONNX,0.0820364979999794,Four Cores,No Load
1042,1042,ONNX,0.0818744250000236,Four Cores,No Load
1043,1043,ONNX,0.0819769239997185,Four Cores,No Load
1044,1044,ONNX,0.081414463999863,Four Cores,No Load
1045,1045,ONNX,0.0816688700001577,Four Cores,No Load
1046,1046,ONNX,0.0818656290002763,Four Cores,No Load
1047,1047,ONNX,0.0817204620002485,Four Cores,No Load
1048,1048,ONNX,0.0818428679999669,Four Cores,No Load
1049,1049,ONNX,0.0819716260002678,Four Cores,No Load
1050,1050,ONNX,0.0817067390003103,Four Cores,No Load
1051,1051,ONNX,0.0820458109997162,Four Cores,No Load
1052,1052,ONNX,0.0815742019999561,Four Cores,No Load
1053,1053,ONNX,0.0819004780000796,Four Cores,No Load
1054,1054,ONNX,0.0818734969998331,Four Cores,No Load
1055,1055,ONNX,0.0822689209999225,Four Cores,No Load
1056,1056,ONNX,0.0815494049998051,Four Cores,No Load
1057,1057,ONNX,0.0818696439996529,Four Cores,No Load
1030,1030,ONNX,0.0816021689997796,Four Cores,No Load
1029,1029,ONNX,0.0817472059998181,Four Cores,No Load
1028,1028,ONNX,0.0826754810000238,Four Cores,No Load
1027,1027,ONNX,0.0863605360000292,Four Cores,No Load
1499,1499,ONNX,0.0817569030000413,Four Cores,No Load
1000,1000,ONNX,0.0892547869998452,Four Cores,No Load
1001,1001,ONNX,0.081659139000294,Four Cores,No Load
1002,1002,ONNX,0.0821871540001666,Four Cores,No Load
1003,1003,ONNX,0.0826580040002227,Four Cores,No Load
1004,1004,ONNX,0.0823548580001443,Four Cores,No Load
1005,1005,ONNX,0.0828882989999328,Four Cores,No Load
1006,1006,ONNX,0.0825073930000144,Four Cores,No Load
1007,1007,ONNX,0.0822670060001655,Four Cores,No Load
1008,1008,ONNX,0.0817280649998792,Four Cores,No Load
1009,1009,ONNX,0.0819227659999342,Four Cores,No Load
1010,1010,ONNX,0.081680303000212,Four Cores,No Load
1011,1011,ONNX,0.0818560980001166,Four Cores,No Load
1058,1058,ONNX,0.081826736000039,Four Cores,No Load
1012,1012,ONNX,0.0814558779998151,Four Cores,No Load
1014,1014,ONNX,0.0814557859998785,Four Cores,No Load
1015,1015,ONNX,0.0820745969999734,Four Cores,No Load
1016,1016,ONNX,0.0817607280000629,Four Cores,No Load
1017,1017,ONNX,0.0821181340002112,Four Cores,No Load
1018,1018,ONNX,0.0816409330000169,Four Cores,No Load
1019,1019,ONNX,0.0815556719999222,Four Cores,No Load
1020,1020,ONNX,0.0823076860001492,Four Cores,No Load
1021,1021,ONNX,0.082025964999957,Four Cores,No Load
1022,1022,ONNX,0.0825424449999445,Four Cores,No Load
1023,1023,ONNX,0.0816906340000969,Four Cores,No Load
1024,1024,ONNX,0.0816190420000566,Four Cores,No Load
1025,1025,ONNX,0.0819644849998439,Four Cores,No Load
1026,1026,ONNX,0.0862256679997699,Four Cores,No Load
1013,1013,ONNX,0.0820235050000519,Four Cores,No Load
1246,1246,ONNX,0.0824032840000654,Four Cores,No Load
1059,1059,ONNX,0.0816174589999718,Four Cores,No Load
1061,1061,ONNX,0.0820770120003544,Four Cores,No Load
1094,1094,ONNX,0.0828728900000896,Four Cores,No Load
1095,1095,ONNX,0.0826091690000794,Four Cores,No Load
1096,1096,ONNX,0.0823385389999202,Four Cores,No Load
1097,1097,ONNX,0.082679537000331,Four Cores,No Load
1098,1098,ONNX,0.0823888349996195,Four Cores,No Load
1099,1099,ONNX,0.0826440559999355,Four Cores,No Load
1100,1100,ONNX,0.0824525019997963,Four Cores,No Load
1101,1101,ONNX,0.082790722000027,Four Cores,No Load
1102,1102,ONNX,0.0822397430001729,Four Cores,No Load
1103,1103,ONNX,0.0826980739998362,Four Cores,No Load
1104,1104,ONNX,0.0823572980002609,Four Cores,No Load
1105,1105,ONNX,0.0831499230002918,Four Cores,No Load
1106,1106,ONNX,0.0825607579999996,Four Cores,No Load
1107,1107,ONNX,0.0828911449998486,Four Cores,No Load
1108,1108,ONNX,0.0824641479998717,Four Cores,No Load
1109,1109,ONNX,0.0831217370000558,Four Cores,No Load
1110,1110,ONNX,0.0825408689997857,Four Cores,No Load
1111,1111,ONNX,0.0830282929996428,Four Cores,No Load
1112,1112,ONNX,0.0825309430001652,Four Cores,No Load
1113,1113,ONNX,0.0826220730000386,Four Cores,No Load
1114,1114,ONNX,0.0825743129998954,Four Cores,No Load
1115,1115,ONNX,0.084367913999813,Four Cores,No Load
1116,1116,ONNX,0.0851071120000597,Four Cores,No Load
1117,1117,ONNX,0.0826716250003301,Four Cores,No Load
1118,1118,ONNX,0.082518182000058,Four Cores,No Load
1119,1119,ONNX,0.0827391989996613,Four Cores,No Load
1120,1120,ONNX,0.0826731440001822,Four Cores,No Load
1093,1093,ONNX,0.082659761999821,Four Cores,No Load
1092,1092,ONNX,0.0826671319996421,Four Cores,No Load
1091,1091,ONNX,0.0827662609999606,Four Cores,No Load
1090,1090,ONNX,0.0824845590000222,Four Cores,No Load
1062,1062,ONNX,0.081680550999863,Four Cores,No Load
1063,1063,ONNX,0.0819141420001869,Four Cores,No Load
1064,1064,ONNX,0.0815199969997593,Four Cores,No Load
1065,1065,ONNX,0.0818430130002525,Four Cores,No Load
1066,1066,ONNX,0.0819634019999284,Four Cores,No Load
1067,1067,ONNX,0.0819635850002669,Four Cores,No Load
1068,1068,ONNX,0.0826563579998946,Four Cores,No Load
1069,1069,ONNX,0.0818471959996713,Four Cores,No Load
1070,1070,ONNX,0.0826795799998763,Four Cores,No Load
1071,1071,ONNX,0.0826978220002274,Four Cores,No Load
1072,1072,ONNX,0.0824637850000726,Four Cores,No Load
1073,1073,ONNX,0.0826920810000046,Four Cores,No Load
1074,1074,ONNX,0.0825050450002891,Four Cores,No Load
1060,1060,ONNX,0.0817448279999553,Four Cores,No Load
1075,1075,ONNX,0.0826228219998483,Four Cores,No Load
1077,1077,ONNX,0.0828627259998029,Four Cores,No Load
1078,1078,ONNX,0.0822269889999915,Four Cores,No Load
1079,1079,ONNX,0.0817420650000713,Four Cores,No Load
1080,1080,ONNX,0.0814120480004021,Four Cores,No Load
1081,1081,ONNX,0.0820481189998645,Four Cores,No Load
1082,1082,ONNX,0.0818088800001533,Four Cores,No Load
1083,1083,ONNX,0.0820533229998545,Four Cores,No Load
1084,1084,ONNX,0.0817528050001783,Four Cores,No Load
1085,1085,ONNX,0.0816647500000726,Four Cores,No Load
1086,1086,ONNX,0.0815091580002445,Four Cores,No Load
1087,1087,ONNX,0.0819349130001683,Four Cores,No Load
1088,1088,ONNX,0.0826972429999841,Four Cores,No Load
1089,1089,ONNX,0.0819835990000683,Four Cores,No Load
1076,1076,ONNX,0.0823943230002441,Four Cores,No Load
1247,1247,ONNX,0.0829317439997794,Four Cores,No Load
1249,1249,ONNX,0.0826910779996978,Four Cores,No Load
1497,1497,ONNX,0.0821163460000207,Four Cores,No Load
1407,1407,ONNX,0.0817207179998149,Four Cores,No Load
1408,1408,ONNX,0.0816623480000089,Four Cores,No Load
1409,1409,ONNX,0.0822161779997259,Four Cores,No Load
1410,1410,ONNX,0.0817018289999396,Four Cores,No Load
1411,1411,ONNX,0.0817111440001099,Four Cores,No Load
1412,1412,ONNX,0.0816731239997352,Four Cores,No Load
1413,1413,ONNX,0.081702770999982,Four Cores,No Load
1414,1414,ONNX,0.0819183439998596,Four Cores,No Load
1415,1415,ONNX,0.0816868269998849,Four Cores,No Load
1416,1416,ONNX,0.0817268079999848,Four Cores,No Load
1417,1417,ONNX,0.0816257530000257,Four Cores,No Load
1418,1418,ONNX,0.0816073830001187,Four Cores,No Load
1419,1419,ONNX,0.0817044189998341,Four Cores,No Load
1420,1420,ONNX,0.0817806219997692,Four Cores,No Load
1421,1421,ONNX,0.0818386960004318,Four Cores,No Load
1422,1422,ONNX,0.0815497890002916,Four Cores,No Load
1423,1423,ONNX,0.0818054719998144,Four Cores,No Load
1424,1424,ONNX,0.0813991970003371,Four Cores,No Load
1425,1425,ONNX,0.0818669899999804,Four Cores,No Load
1426,1426,ONNX,0.0814846039997974,Four Cores,No Load
1427,1427,ONNX,0.0819844530001319,Four Cores,No Load
1428,1428,ONNX,0.0815983620000224,Four Cores,No Load
1429,1429,ONNX,0.0818734909998966,Four Cores,No Load
1430,1430,ONNX,0.0815253820001089,Four Cores,No Load
1431,1431,ONNX,0.0817555090002315,Four Cores,No Load
1432,1432,ONNX,0.0816888780000226,Four Cores,No Load
1433,1433,ONNX,0.0818423779996919,Four Cores,No Load
1406,1406,ONNX,0.0816061260002243,Four Cores,No Load
1435,1435,ONNX,0.0818933780001316,Four Cores,No Load
1405,1405,ONNX,0.0816881620003187,Four Cores,No Load
1403,1403,ONNX,0.081805327999973,Four Cores,No Load
1376,1376,ONNX,0.0814707810000072,Four Cores,No Load
1377,1377,ONNX,0.0818115189999844,Four Cores,No Load
1378,1378,ONNX,0.0816740750001372,Four Cores,No Load
1379,1379,ONNX,0.0819109440003558,Four Cores,No Load
1380,1380,ONNX,0.0815771870002208,Four Cores,No Load
1381,1381,ONNX,0.0820761280001534,Four Cores,No Load
1382,1382,ONNX,0.0812623740002891,Four Cores,No Load
1383,1383,ONNX,0.0817975549998664,Four Cores,No Load
1384,1384,ONNX,0.0816747029998623,Four Cores,No Load
1385,1385,ONNX,0.0818869610002366,Four Cores,No Load
1386,1386,ONNX,0.0816294249998463,Four Cores,No Load
1387,1387,ONNX,0.081677443999979,Four Cores,No Load
1388,1388,ONNX,0.0815915919997678,Four Cores,No Load
1389,1389,ONNX,0.0819784430000254,Four Cores,No Load
1390,1390,ONNX,0.0814942410002004,Four Cores,No Load
1391,1391,ONNX,0.0818845909998344,Four Cores,No Load
1392,1392,ONNX,0.081763814000169,Four Cores,No Load
1393,1393,ONNX,0.0823017530001379,Four Cores,No Load
1394,1394,ONNX,0.0813996840001891,Four Cores,No Load
1395,1395,ONNX,0.0817564779999884,Four Cores,No Load
1396,1396,ONNX,0.0813244260002648,Four Cores,No Load
1397,1397,ONNX,0.0823866410000846,Four Cores,No Load
1398,1398,ONNX,0.0815771090001362,Four Cores,No Load
1399,1399,ONNX,0.0816545530001349,Four Cores,No Load
1400,1400,ONNX,0.0814988319998519,Four Cores,No Load
1401,1401,ONNX,0.0819008109997412,Four Cores,No Load
1402,1402,ONNX,0.0815436459997727,Four Cores,No Load
1404,1404,ONNX,0.0816514220000499,Four Cores,No Load
1436,1436,ONNX,0.0814963239999997,Four Cores,No Load
1437,1437,ONNX,0.0818699330002346,Four Cores,No Load
1438,1438,ONNX,0.0815088059998743,Four Cores,No Load
1471,1471,ONNX,0.081740573999923,Four Cores,No Load
1472,1472,ONNX,0.0813968170000407,Four Cores,No Load
1473,1473,ONNX,0.0817618149999361,Four Cores,No Load
1474,1474,ONNX,0.0814595209999424,Four Cores,No Load
1475,1475,ONNX,0.0819372030000522,Four Cores,No Load
1476,1476,ONNX,0.0815053719998104,Four Cores,No Load
1477,1477,ONNX,0.0819069069998477,Four Cores,No Load
1478,1478,ONNX,0.0814956130002428,Four Cores,No Load
1479,1479,ONNX,0.0817035369996119,Four Cores,No Load
1480,1480,ONNX,0.0815284079999401,Four Cores,No Load
1481,1481,ONNX,0.084814219999771,Four Cores,No Load
1482,1482,ONNX,0.0816635549999773,Four Cores,No Load
1483,1483,ONNX,0.0819064789998265,Four Cores,No Load
1484,1484,ONNX,0.0815809809996608,Four Cores,No Load
1485,1485,ONNX,0.0819049229999109,Four Cores,No Load
