,Unnamed: 0,Frameworks,latency,thread,Load
2768,2768,ONNX,0.0846347059999743,Three Cores,No Load
2769,2769,ONNX,0.0846105929999794,Three Cores,No Load
2770,2770,ONNX,0.0846708720000606,Three Cores,No Load
2771,2771,ONNX,0.0846953719999419,Three Cores,No Load
2772,2772,ONNX,0.0846104999999397,Three Cores,No Load
2773,2773,ONNX,0.0842623109999749,Three Cores,No Load
2774,2774,ONNX,0.0845188890000372,Three Cores,No Load
2775,2775,ONNX,0.0845336480000469,Three Cores,No Load
2776,2776,ONNX,0.0849714500000118,Three Cores,No Load
2777,2777,ONNX,0.0848024850000683,Three Cores,No Load
2778,2778,ONNX,0.0844160340000144,Three Cores,No Load
2765,2765,ONNX,0.0847443180000482,Three Cores,No Load
2749,2749,ONNX,0.0844142800000327,Three Cores,No Load
2811,2811,ONNX,0.084733200999949,Three Cores,No Load
2813,2813,ONNX,0.0845389940000131,Three Cores,No Load
2846,2846,ONNX,0.0845721379999986,Three Cores,No Load
2847,2847,ONNX,0.0849196620000611,Three Cores,No Load
2848,2848,ONNX,0.0848255490000156,Three Cores,No Load
2849,2849,ONNX,0.084445229000039,Three Cores,No Load
2850,2850,ONNX,0.0845080450000068,Three Cores,No Load
2851,2851,ONNX,0.0845543049999832,Three Cores,No Load
2852,2852,ONNX,0.084678843000006,Three Cores,No Load
2853,2853,ONNX,0.084741527999995,Three Cores,No Load
2854,2854,ONNX,0.0846336379999002,Three Cores,No Load
2855,2855,ONNX,0.0847269719999985,Three Cores,No Load
2856,2856,ONNX,0.0846359520000987,Three Cores,No Load
2857,2857,ONNX,0.0872813960000939,Three Cores,No Load
2858,2858,ONNX,0.0847657140000137,Three Cores,No Load
2859,2859,ONNX,0.084659563999935,Three Cores,No Load
2860,2860,ONNX,0.0847572499999387,Three Cores,No Load
2861,2861,ONNX,0.0846744720000742,Three Cores,No Load
2862,2862,ONNX,0.0846028400000022,Three Cores,No Load
2863,2863,ONNX,0.0844916529999864,Three Cores,No Load
2864,2864,ONNX,0.0845936910000091,Three Cores,No Load
2865,2865,ONNX,0.084672304000037,Three Cores,No Load
2866,2866,ONNX,0.0847724530000277,Three Cores,No Load
2867,2867,ONNX,0.0846523210000214,Three Cores,No Load
2868,2868,ONNX,0.0846978409999792,Three Cores,No Load
2869,2869,ONNX,0.0847248229999877,Three Cores,No Load
2870,2870,ONNX,0.0846307470000056,Three Cores,No Load
2871,2871,ONNX,0.0845164119999708,Three Cores,No Load
2872,2872,ONNX,0.0845200039999554,Three Cores,No Load
2845,2845,ONNX,0.0847509920000675,Three Cores,No Load
2844,2844,ONNX,0.0848075299999209,Three Cores,No Load
2843,2843,ONNX,0.0848464020000392,Three Cores,No Load
2842,2842,ONNX,0.084645509999973,Three Cores,No Load
2814,2814,ONNX,0.0845842360000688,Three Cores,No Load
2815,2815,ONNX,0.0844825489999721,Three Cores,No Load
2816,2816,ONNX,0.0846835319999854,Three Cores,No Load
2817,2817,ONNX,0.0845790309999756,Three Cores,No Load
2818,2818,ONNX,0.0842183219999697,Three Cores,No Load
2819,2819,ONNX,0.0848534049999898,Three Cores,No Load
2820,2820,ONNX,0.0844049170000289,Three Cores,No Load
2821,2821,ONNX,0.0848201080000308,Three Cores,No Load
2822,2822,ONNX,0.0846702730000288,Three Cores,No Load
2823,2823,ONNX,0.0851528529999541,Three Cores,No Load
2824,2824,ONNX,0.0844805850000511,Three Cores,No Load
2825,2825,ONNX,0.0845358630000419,Three Cores,No Load
2826,2826,ONNX,0.0846138450000353,Three Cores,No Load
2812,2812,ONNX,0.0845983650000334,Three Cores,No Load
2827,2827,ONNX,0.0845911410000326,Three Cores,No Load
2829,2829,ONNX,0.0846597530000963,Three Cores,No Load
2830,2830,ONNX,0.0847618650000185,Three Cores,No Load
2831,2831,ONNX,0.0848773660000006,Three Cores,No Load
2832,2832,ONNX,0.0846147710000195,Three Cores,No Load
2833,2833,ONNX,0.0844491389999575,Three Cores,No Load
2834,2834,ONNX,0.0847904570000537,Three Cores,No Load
2835,2835,ONNX,0.0845315459999938,Three Cores,No Load
2836,2836,ONNX,0.0848428280000916,Three Cores,No Load
2837,2837,ONNX,0.084961939999971,Three Cores,No Load
2838,2838,ONNX,0.0848657920000732,Three Cores,No Load
2839,2839,ONNX,0.0847678079999241,Three Cores,No Load
2840,2840,ONNX,0.0844304150000425,Three Cores,No Load
2841,2841,ONNX,0.0843590990000393,Three Cores,No Load
2828,2828,ONNX,0.0849724610000066,Three Cores,No Load
2999,2999,ONNX,0.0848023070000181,Three Cores,No Load
2499,2499,ONNX,0.0849054190000515,Three Cores,No Load
2497,2497,ONNX,0.0846526949999315,Three Cores,No Load
2157,2157,ONNX,0.0847984150000229,Three Cores,No Load
2158,2158,ONNX,0.0847752479999144,Three Cores,No Load
2159,2159,ONNX,0.0849046200000884,Three Cores,No Load
2160,2160,ONNX,0.0846388559999695,Three Cores,No Load
2161,2161,ONNX,0.0848948589999736,Three Cores,No Load
2162,2162,ONNX,0.0845918539999956,Three Cores,No Load
2163,2163,ONNX,0.0849613410000529,Three Cores,No Load
2164,2164,ONNX,0.0847162640000078,Three Cores,No Load
2165,2165,ONNX,0.084870396000042,Three Cores,No Load
2166,2166,ONNX,0.0849352120000048,Three Cores,No Load
2167,2167,ONNX,0.0845314270000017,Three Cores,No Load
2168,2168,ONNX,0.084476278000011,Three Cores,No Load
2169,2169,ONNX,0.084751022999967,Three Cores,No Load
2170,2170,ONNX,0.085014876999935,Three Cores,No Load
2171,2171,ONNX,0.0846950390000529,Three Cores,No Load
2172,2172,ONNX,0.0847151870000288,Three Cores,No Load
2173,2173,ONNX,0.084924745999956,Three Cores,No Load
2174,2174,ONNX,0.0849502099999881,Three Cores,No Load
2175,2175,ONNX,0.0852081389999739,Three Cores,No Load
2176,2176,ONNX,0.0847679839999955,Three Cores,No Load
2177,2177,ONNX,0.084707390999938,Three Cores,No Load
2178,2178,ONNX,0.0849257460000671,Three Cores,No Load
2179,2179,ONNX,0.0845881840000402,Three Cores,No Load
2180,2180,ONNX,0.0848048899999867,Three Cores,No Load
2181,2181,ONNX,0.0844171060000462,Three Cores,No Load
2182,2182,ONNX,0.0849151879999681,Three Cores,No Load
2183,2183,ONNX,0.0849544669999886,Three Cores,No Load
2156,2156,ONNX,0.0851173089999974,Three Cores,No Load
2184,2184,ONNX,0.084573535000004,Three Cores,No Load
2155,2155,ONNX,0.0844273720000501,Three Cores,No Load
2153,2153,ONNX,0.0849846029999525,Three Cores,No Load
2126,2126,ONNX,0.0850392580000516,Three Cores,No Load
2127,2127,ONNX,0.084801293000055,Three Cores,No Load
2128,2128,ONNX,0.0848454779999201,Three Cores,No Load
2129,2129,ONNX,0.0847093280000308,Three Cores,No Load
2130,2130,ONNX,0.0849530530000493,Three Cores,No Load
2131,2131,ONNX,0.0843609519999972,Three Cores,No Load
2132,2132,ONNX,0.0850107009999874,Three Cores,No Load
2133,2133,ONNX,0.0849180879999949,Three Cores,No Load
2134,2134,ONNX,0.08474171499995,Three Cores,No Load
2135,2135,ONNX,0.0845299900000782,Three Cores,No Load
2136,2136,ONNX,0.0847285670000701,Three Cores,No Load
2137,2137,ONNX,0.0846436949999542,Three Cores,No Load
2138,2138,ONNX,0.0849283659999855,Three Cores,No Load
2139,2139,ONNX,0.0848053079999999,Three Cores,No Load
2140,2140,ONNX,0.0847391030000608,Three Cores,No Load
2141,2141,ONNX,0.0847295849999909,Three Cores,No Load
2142,2142,ONNX,0.0847256750000724,Three Cores,No Load
2143,2143,ONNX,0.0845810439999468,Three Cores,No Load
2144,2144,ONNX,0.0848276579999947,Three Cores,No Load
2145,2145,ONNX,0.0848620849999406,Three Cores,No Load
2146,2146,ONNX,0.0845829319999893,Three Cores,No Load
2147,2147,ONNX,0.0847236010000642,Three Cores,No Load
2148,2148,ONNX,0.0849881430000323,Three Cores,No Load
2149,2149,ONNX,0.0845867100000532,Three Cores,No Load
2150,2150,ONNX,0.084824583999989,Three Cores,No Load
2151,2151,ONNX,0.0850002149999227,Three Cores,No Load
2152,2152,ONNX,0.0845270040000514,Three Cores,No Load
2154,2154,ONNX,0.0851485680000223,Three Cores,No Load
2185,2185,ONNX,0.0851508770000464,Three Cores,No Load
2186,2186,ONNX,0.084523589000014,Three Cores,No Load
2187,2187,ONNX,0.0848547049999979,Three Cores,No Load
2220,2220,ONNX,0.084842975000015,Three Cores,No Load
2221,2221,ONNX,0.0846128790000193,Three Cores,No Load
2222,2222,ONNX,0.0844817659999535,Three Cores,No Load
2223,2223,ONNX,0.0851073850000148,Three Cores,No Load
2224,2224,ONNX,0.0845862850000003,Three Cores,No Load
2225,2225,ONNX,0.0851149410000289,Three Cores,No Load
2226,2226,ONNX,0.0848388440000462,Three Cores,No Load
2227,2227,ONNX,0.0847733420000622,Three Cores,No Load
2228,2228,ONNX,0.0846745999999711,Three Cores,No Load
2229,2229,ONNX,0.0846961920000239,Three Cores,No Load
2230,2230,ONNX,0.0848776029999953,Three Cores,No Load
2231,2231,ONNX,0.0844011509999518,Three Cores,No Load
2232,2232,ONNX,0.0849594549999892,Three Cores,No Load
2233,2233,ONNX,0.0850245679999943,Three Cores,No Load
2234,2234,ONNX,0.0845909690000326,Three Cores,No Load
2235,2235,ONNX,0.0849302329999091,Three Cores,No Load
2236,2236,ONNX,0.0848394519999828,Three Cores,No Load
2237,2237,ONNX,0.0848937859999523,Three Cores,No Load
2238,2238,ONNX,0.084464558000036,Three Cores,No Load
2239,2239,ONNX,0.0846663559999569,Three Cores,No Load
2240,2240,ONNX,0.0846165039999959,Three Cores,No Load
2241,2241,ONNX,0.0848323769999979,Three Cores,No Load
2242,2242,ONNX,0.0848620259999961,Three Cores,No Load
2243,2243,ONNX,0.0847848949999843,Three Cores,No Load
2244,2244,ONNX,0.0848276919999762,Three Cores,No Load
2245,2245,ONNX,0.0851523059999408,Three Cores,No Load
2246,2246,ONNX,0.0846718729999338,Three Cores,No Load
2219,2219,ONNX,0.084740770000053,Three Cores,No Load
2218,2218,ONNX,0.0848272890000316,Three Cores,No Load
2217,2217,ONNX,0.0846139340000036,Three Cores,No Load
2216,2216,ONNX,0.0849253110000063,Three Cores,No Load
2188,2188,ONNX,0.0846389050000198,Three Cores,No Load
2189,2189,ONNX,0.0847081269999989,Three Cores,No Load
2190,2190,ONNX,0.0848001839999597,Three Cores,No Load
2191,2191,ONNX,0.084790646999977,Three Cores,No Load
2192,2192,ONNX,0.0847673510000959,Three Cores,No Load
2193,2193,ONNX,0.0850538180000057,Three Cores,No Load
2194,2194,ONNX,0.0851249289999032,Three Cores,No Load
2195,2195,ONNX,0.0848504250000132,Three Cores,No Load
2196,2196,ONNX,0.0849469820000194,Three Cores,No Load
2197,2197,ONNX,0.0847242380000352,Three Cores,No Load
2198,2198,ONNX,0.0848021639999387,Three Cores,No Load
2199,2199,ONNX,0.0845104920000494,Three Cores,No Load
2200,2200,ONNX,0.0848126449999426,Three Cores,No Load
2125,2125,ONNX,0.0845244920000141,Three Cores,No Load
2201,2201,ONNX,0.0848187750000306,Three Cores,No Load
2203,2203,ONNX,0.0848676279999836,Three Cores,No Load
2204,2204,ONNX,0.0847621619999472,Three Cores,No Load
2205,2205,ONNX,0.0859493839999459,Three Cores,No Load
2206,2206,ONNX,0.0847680520000722,Three Cores,No Load
2207,2207,ONNX,0.0875177399999529,Three Cores,No Load
2208,2208,ONNX,0.0848515880001059,Three Cores,No Load
2209,2209,ONNX,0.0847654570000031,Three Cores,No Load
2210,2210,ONNX,0.0844566559999293,Three Cores,No Load
2211,2211,ONNX,0.0847660680000217,Three Cores,No Load
2212,2212,ONNX,0.0849375519999284,Three Cores,No Load
2213,2213,ONNX,0.0848721989999603,Three Cores,No Load
2214,2214,ONNX,0.0853854289999844,Three Cores,No Load
2215,2215,ONNX,0.0845457499999611,Three Cores,No Load
2202,2202,ONNX,0.0848277009999947,Three Cores,No Load
2247,2247,ONNX,0.084846672000026,Three Cores,No Load
2123,2123,ONNX,0.0846850309999354,Three Cores,No Load
2121,2121,ONNX,0.0843983439999647,Three Cores,No Load
2031,2031,ONNX,0.0848404649999565,Three Cores,No Load
2032,2032,ONNX,0.084718129999942,Three Cores,No Load
2033,2033,ONNX,0.0850413389999857,Three Cores,No Load
2034,2034,ONNX,0.0847113519999993,Three Cores,No Load
2035,2035,ONNX,0.0846730729999762,Three Cores,No Load
2036,2036,ONNX,0.0843795689999069,Three Cores,No Load
2037,2037,ONNX,0.0844787739999901,Three Cores,No Load
2038,2038,ONNX,0.0843135839999149,Three Cores,No Load
2039,2039,ONNX,0.0851462819999824,Three Cores,No Load
2040,2040,ONNX,0.0842620829999987,Three Cores,No Load
2041,2041,ONNX,0.0850741699999844,Three Cores,No Load
2042,2042,ONNX,0.0846787560000166,Three Cores,No Load
2043,2043,ONNX,0.0846323849999635,Three Cores,No Load
2044,2044,ONNX,0.0842654529999435,Three Cores,No Load
2045,2045,ONNX,0.0847223129999292,Three Cores,No Load
2046,2046,ONNX,0.0849630379999553,Three Cores,No Load
2047,2047,ONNX,0.0846771249999847,Three Cores,No Load
2048,2048,ONNX,0.0845980670000017,Three Cores,No Load
2049,2049,ONNX,0.0848067929999842,Three Cores,No Load
2050,2050,ONNX,0.0848449410000284,Three Cores,No Load
2051,2051,ONNX,0.08465266099995,Three Cores,No Load
2052,2052,ONNX,0.0850137959999983,Three Cores,No Load
2053,2053,ONNX,0.0845923269999957,Three Cores,No Load
2054,2054,ONNX,0.0848555339999848,Three Cores,No Load
2055,2055,ONNX,0.0848431079999727,Three Cores,No Load
2056,2056,ONNX,0.0846575859999347,Three Cores,No Load
2057,2057,ONNX,0.0846443249999993,Three Cores,No Load
2030,2030,ONNX,0.08608670600006,Three Cores,No Load
2058,2058,ONNX,0.0848625510000147,Three Cores,No Load
2029,2029,ONNX,0.0846110540001063,Three Cores,No Load
2027,2027,ONNX,0.0849785059999703,Three Cores,No Load
2000,2000,ONNX,0.0921874769999249,Three Cores,No Load
2001,2001,ONNX,0.0854831300000569,Three Cores,No Load
2002,2002,ONNX,0.0853028310000354,Three Cores,No Load
2003,2003,ONNX,0.0853769990000046,Three Cores,No Load
2004,2004,ONNX,0.0854134810000459,Three Cores,No Load
2005,2005,ONNX,0.0850135489999956,Three Cores,No Load
2006,2006,ONNX,0.0852624599999671,Three Cores,No Load
2007,2007,ONNX,0.0865182390000427,Three Cores,No Load
2008,2008,ONNX,0.086156456000026,Three Cores,No Load
2009,2009,ONNX,0.0861938069999723,Three Cores,No Load
2010,2010,ONNX,0.0849604339999814,Three Cores,No Load
2011,2011,ONNX,0.0847441350000508,Three Cores,No Load
2012,2012,ONNX,0.086041248000015,Three Cores,No Load
2013,2013,ONNX,0.0853517560000227,Three Cores,No Load
2014,2014,ONNX,0.0846907079999255,Three Cores,No Load
2015,2015,ONNX,0.0846159470000884,Three Cores,No Load
2016,2016,ONNX,0.0848926750001055,Three Cores,No Load
2017,2017,ONNX,0.0846866900000122,Three Cores,No Load
2018,2018,ONNX,0.0847243760000537,Three Cores,No Load
2019,2019,ONNX,0.0850981199999978,Three Cores,No Load
2020,2020,ONNX,0.0847888739999689,Three Cores,No Load
2021,2021,ONNX,0.0849409319999949,Three Cores,No Load
2022,2022,ONNX,0.0848845790000041,Three Cores,No Load
2023,2023,ONNX,0.0845763149999356,Three Cores,No Load
2024,2024,ONNX,0.0848958200000424,Three Cores,No Load
2025,2025,ONNX,0.0844243310000365,Three Cores,No Load
2026,2026,ONNX,0.0845627960000001,Three Cores,No Load
2028,2028,ONNX,0.0851375810000263,Three Cores,No Load
2059,2059,ONNX,0.0845800829999916,Three Cores,No Load
2060,2060,ONNX,0.0849020880000352,Three Cores,No Load
2061,2061,ONNX,0.0849204219999819,Three Cores,No Load
2094,2094,ONNX,0.0848938380000845,Three Cores,No Load
2095,2095,ONNX,0.0846953899999789,Three Cores,No Load
2096,2096,ONNX,0.0846890189999385,Three Cores,No Load
2097,2097,ONNX,0.0846572230000219,Three Cores,No Load
2098,2098,ONNX,0.0848290960000213,Three Cores,No Load
2099,2099,ONNX,0.0846414259999619,Three Cores,No Load
2100,2100,ONNX,0.0850754520000691,Three Cores,No Load
2101,2101,ONNX,0.0845096829999647,Three Cores,No Load
2102,2102,ONNX,0.0850447479999729,Three Cores,No Load
2103,2103,ONNX,0.0843919959999084,Three Cores,No Load
2104,2104,ONNX,0.0849180019999948,Three Cores,No Load
2105,2105,ONNX,0.0846207760000652,Three Cores,No Load
2106,2106,ONNX,0.0848790759999928,Three Cores,No Load
2107,2107,ONNX,0.0846775539999953,Three Cores,No Load
2108,2108,ONNX,0.0849440389999927,Three Cores,No Load
2109,2109,ONNX,0.0846094790000506,Three Cores,No Load
2110,2110,ONNX,0.0848925020000024,Three Cores,No Load
2111,2111,ONNX,0.0860660570000391,Three Cores,No Load
2112,2112,ONNX,0.084724407000067,Three Cores,No Load
2113,2113,ONNX,0.0848352780000141,Three Cores,No Load
2114,2114,ONNX,0.0847367559999838,Three Cores,No Load
2115,2115,ONNX,0.0850557050000588,Three Cores,No Load
2116,2116,ONNX,0.0847364049999441,Three Cores,No Load
2117,2117,ONNX,0.0847590899999204,Three Cores,No Load
2118,2118,ONNX,0.0844376399999191,Three Cores,No Load
2119,2119,ONNX,0.0848421099999541,Three Cores,No Load
2120,2120,ONNX,0.0846690890000445,Three Cores,No Load
2093,2093,ONNX,0.0846107060000349,Three Cores,No Load
2092,2092,ONNX,0.0846930599999495,Three Cores,No Load
2091,2091,ONNX,0.0847007069999108,Three Cores,No Load
2090,2090,ONNX,0.085205993000045,Three Cores,No Load
2062,2062,ONNX,0.0847893269999531,Three Cores,No Load
2063,2063,ONNX,0.0845887680000032,Three Cores,No Load
2064,2064,ONNX,0.0844872850000229,Three Cores,No Load
2065,2065,ONNX,0.0844104880000031,Three Cores,No Load
2066,2066,ONNX,0.0847794170000497,Three Cores,No Load
2067,2067,ONNX,0.0849156040000025,Three Cores,No Load
2068,2068,ONNX,0.0848938080000607,Three Cores,No Load
2069,2069,ONNX,0.084723712999903,Three Cores,No Load
2070,2070,ONNX,0.0847390459999815,Three Cores,No Load
2071,2071,ONNX,0.0844006149999359,Three Cores,No Load
2072,2072,ONNX,0.0849223820000588,Three Cores,No Load
2073,2073,ONNX,0.0847421390000136,Three Cores,No Load
2074,2074,ONNX,0.0848827519999986,Three Cores,No Load
2122,2122,ONNX,0.0875857439999663,Three Cores,No Load
2075,2075,ONNX,0.0843784290000257,Three Cores,No Load
2077,2077,ONNX,0.084873952999942,Three Cores,No Load
2078,2078,ONNX,0.0850155670000276,Three Cores,No Load
2079,2079,ONNX,0.0846021339999651,Three Cores,No Load
2080,2080,ONNX,0.0849556580000125,Three Cores,No Load
2081,2081,ONNX,0.0850626420000253,Three Cores,No Load
2082,2082,ONNX,0.0846047640000051,Three Cores,No Load
2083,2083,ONNX,0.0847700069999746,Three Cores,No Load
2084,2084,ONNX,0.0848506749999842,Three Cores,No Load
2085,2085,ONNX,0.0847844869999789,Three Cores,No Load
2086,2086,ONNX,0.0845115380000152,Three Cores,No Load
2087,2087,ONNX,0.0844997780000085,Three Cores,No Load
2088,2088,ONNX,0.0849684160000379,Three Cores,No Load
2089,2089,ONNX,0.0846777809999821,Three Cores,No Load
2076,2076,ONNX,0.084785729000032,Three Cores,No Load
2248,2248,ONNX,0.0845831489999682,Three Cores,No Load
2124,2124,ONNX,0.0850842780000675,Three Cores,No Load
2250,2250,ONNX,0.0846799470000405,Three Cores,No Load
2408,2408,ONNX,0.0845966539999381,Three Cores,No Load
2409,2409,ONNX,0.0845444309999265,Three Cores,No Load
2410,2410,ONNX,0.0846773769999345,Three Cores,No Load
2411,2411,ONNX,0.0847371009999733,Three Cores,No Load
2412,2412,ONNX,0.0844483369999125,Three Cores,No Load
2413,2413,ONNX,0.0848588989999825,Three Cores,No Load
2414,2414,ONNX,0.084552058999975,Three Cores,No Load
2415,2415,ONNX,0.0845988739999938,Three Cores,No Load
2416,2416,ONNX,0.0847699140000486,Three Cores,No Load
2417,2417,ONNX,0.0843888900000138,Three Cores,No Load
2418,2418,ONNX,0.0846738200000345,Three Cores,No Load
2419,2419,ONNX,0.0845181879999472,Three Cores,No Load
2420,2420,ONNX,0.0846241340000233,Three Cores,No Load
2421,2421,ONNX,0.0847015420000616,Three Cores,No Load
2422,2422,ONNX,0.0846478380000235,Three Cores,No Load
2423,2423,ONNX,0.0844907980000471,Three Cores,No Load
2424,2424,ONNX,0.0845850759999393,Three Cores,No Load
2425,2425,ONNX,0.0844923149999203,Three Cores,No Load
2426,2426,ONNX,0.0853586979999363,Three Cores,No Load
2427,2427,ONNX,0.0845649460000004,Three Cores,No Load
2428,2428,ONNX,0.0849753599999303,Three Cores,No Load
2429,2429,ONNX,0.0847791350000761,Three Cores,No Load
2430,2430,ONNX,0.0846175949999405,Three Cores,No Load
2431,2431,ONNX,0.0843832210000528,Three Cores,No Load
2432,2432,ONNX,0.0847346890000153,Three Cores,No Load
2433,2433,ONNX,0.084591907999993,Three Cores,No Load
2434,2434,ONNX,0.084491091000018,Three Cores,No Load
2407,2407,ONNX,0.0848006199998963,Three Cores,No Load
2406,2406,ONNX,0.0845532639999646,Three Cores,No Load
2405,2405,ONNX,0.0847181740000451,Three Cores,No Load
2404,2404,ONNX,0.0846002850000786,Three Cores,No Load
2376,2376,ONNX,0.0843929159999561,Three Cores,No Load
2377,2377,ONNX,0.0849159969999391,Three Cores,No Load
2378,2378,ONNX,0.0846434190000309,Three Cores,No Load
2379,2379,ONNX,0.0847780509999438,Three Cores,No Load
2380,2380,ONNX,0.0851485010000487,Three Cores,No Load
2381,2381,ONNX,0.0846397530000331,Three Cores,No Load
2382,2382,ONNX,0.0845528620000095,Three Cores,No Load
2383,2383,ONNX,0.0845978999999488,Three Cores,No Load
2384,2384,ONNX,0.0844040449999283,Three Cores,No Load
2385,2385,ONNX,0.0843498959999351,Three Cores,No Load
2386,2386,ONNX,0.0847404559999631,Three Cores,No Load
2387,2387,ONNX,0.0846564729999954,Three Cores,No Load
2388,2388,ONNX,0.0848738089999869,Three Cores,No Load
2435,2435,ONNX,0.0847128359999942,Three Cores,No Load
2389,2389,ONNX,0.0846454729999095,Three Cores,No Load
2391,2391,ONNX,0.0845441750000191,Three Cores,No Load
2392,2392,ONNX,0.0846531959999765,Three Cores,No Load
2393,2393,ONNX,0.0845761389999779,Three Cores,No Load
2394,2394,ONNX,0.084847939000042,Three Cores,No Load
2395,2395,ONNX,0.0846498790000396,Three Cores,No Load
2396,2396,ONNX,0.084428616000082,Three Cores,No Load
2397,2397,ONNX,0.0846010999999862,Three Cores,No Load
2398,2398,ONNX,0.0846761190000506,Three Cores,No Load
2399,2399,ONNX,0.0847552500000574,Three Cores,No Load
2400,2400,ONNX,0.0845679330000166,Three Cores,No Load
2401,2401,ONNX,0.0843898570000192,Three Cores,No Load
2402,2402,ONNX,0.0843740230000094,Three Cores,No Load
2403,2403,ONNX,0.0847291759999961,Three Cores,No Load
2390,2390,ONNX,0.0845457310000483,Three Cores,No Load
2375,2375,ONNX,0.0847394969999868,Three Cores,No Load
2436,2436,ONNX,0.0846371669999825,Three Cores,No Load
2438,2438,ONNX,0.0844815359999984,Three Cores,No Load
2471,2471,ONNX,0.0846529949999421,Three Cores,No Load
2472,2472,ONNX,0.084276673999966,Three Cores,No Load
2473,2473,ONNX,0.084692438999923,Three Cores,No Load
2474,2474,ONNX,0.0845637899999474,Three Cores,No Load
2475,2475,ONNX,0.0847468480000088,Three Cores,No Load
2476,2476,ONNX,0.0847426059999634,Three Cores,No Load
2477,2477,ONNX,0.084569548000104,Three Cores,No Load
2478,2478,ONNX,0.0844308789999104,Three Cores,No Load
2479,2479,ONNX,0.0847885700000006,Three Cores,No Load
2480,2480,ONNX,0.0846559930000694,Three Cores,No Load
2481,2481,ONNX,0.084764901000085,Three Cores,No Load
2482,2482,ONNX,0.0849747749999778,Three Cores,No Load
2483,2483,ONNX,0.0844497489999867,Three Cores,No Load
2484,2484,ONNX,0.084479989999977,Three Cores,No Load
2485,2485,ONNX,0.0847225120000985,Three Cores,No Load
2486,2486,ONNX,0.0844602859999668,Three Cores,No Load
2487,2487,ONNX,0.0861629209999819,Three Cores,No Load
2488,2488,ONNX,0.0846963639999103,Three Cores,No Load
2489,2489,ONNX,0.0848732350000318,Three Cores,No Load
2490,2490,ONNX,0.0848923639999839,Three Cores,No Load
2491,2491,ONNX,0.0845514149999644,Three Cores,No Load
2492,2492,ONNX,0.0847589190000235,Three Cores,No Load
2493,2493,ONNX,0.0849623110000266,Three Cores,No Load
2494,2494,ONNX,0.084479506999969,Three Cores,No Load
2495,2495,ONNX,0.0846307310000611,Three Cores,No Load
2496,2496,ONNX,0.0846902879999333,Three Cores,No Load
2249,2249,ONNX,0.0850740079999923,Three Cores,No Load
2470,2470,ONNX,0.0846289759999763,Three Cores,No Load
2469,2469,ONNX,0.0846452920000047,Three Cores,No Load
2468,2468,ONNX,0.084490159999973,Three Cores,No Load
2467,2467,ONNX,0.084608903000003,Three Cores,No Load
2439,2439,ONNX,0.0845729070000516,Three Cores,No Load
2440,2440,ONNX,0.0846471119999705,Three Cores,No Load
2441,2441,ONNX,0.0844416279999222,Three Cores,No Load
2442,2442,ONNX,0.0845235900000034,Three Cores,No Load
2443,2443,ONNX,0.0845909429999665,Three Cores,No Load
2444,2444,ONNX,0.0847271480000699,Three Cores,No Load
2445,2445,ONNX,0.0847048150000091,Three Cores,No Load
2446,2446,ONNX,0.0848614839999299,Three Cores,No Load
2447,2447,ONNX,0.0845501280000462,Three Cores,No Load
2448,2448,ONNX,0.0845420910000029,Three Cores,No Load
2449,2449,ONNX,0.0848452799999677,Three Cores,No Load
2450,2450,ONNX,0.0846354059999612,Three Cores,No Load
2451,2451,ONNX,0.0847912230000247,Three Cores,No Load
2437,2437,ONNX,0.0845759259999567,Three Cores,No Load
2452,2452,ONNX,0.0846585350000168,Three Cores,No Load
2454,2454,ONNX,0.0846393489999854,Three Cores,No Load
2455,2455,ONNX,0.0848298890000478,Three Cores,No Load
2456,2456,ONNX,0.0846892759999491,Three Cores,No Load
2457,2457,ONNX,0.0847613880000608,Three Cores,No Load
2458,2458,ONNX,0.0849977059999673,Three Cores,No Load
2459,2459,ONNX,0.08472998000002,Three Cores,No Load
2460,2460,ONNX,0.084457031999932,Three Cores,No Load
2461,2461,ONNX,0.0848661840000204,Three Cores,No Load
2462,2462,ONNX,0.0846321989999978,Three Cores,No Load
2463,2463,ONNX,0.0845944399999325,Three Cores,No Load
2464,2464,ONNX,0.0847719610000012,Three Cores,No Load
2465,2465,ONNX,0.0846094959999845,Three Cores,No Load
2466,2466,ONNX,0.0842736759999525,Three Cores,No Load
2453,2453,ONNX,0.0848965750000161,Three Cores,No Load
2374,2374,ONNX,0.0845581239999546,Three Cores,No Load
2498,2498,ONNX,0.0845620619999181,Three Cores,No Load
2251,2251,ONNX,0.0846034830000235,Three Cores,No Load
2283,2283,ONNX,0.0845595109999521,Three Cores,No Load
2284,2284,ONNX,0.0848348490000034,Three Cores,No Load
2285,2285,ONNX,0.0848390340000833,Three Cores,No Load
2286,2286,ONNX,0.0846440869999014,Three Cores,No Load
2287,2287,ONNX,0.0849367389999997,Three Cores,No Load
2288,2288,ONNX,0.0859862180000163,Three Cores,No Load
2289,2289,ONNX,0.0874529980000033,Three Cores,No Load
2290,2290,ONNX,0.084611289999998,Three Cores,No Load
2291,2291,ONNX,0.0845937530000355,Three Cores,No Load
2292,2292,ONNX,0.0845423609999898,Three Cores,No Load
2293,2293,ONNX,0.0847925309999482,Three Cores,No Load
2294,2294,ONNX,0.0849544039999727,Three Cores,No Load
2295,2295,ONNX,0.0847415309999632,Three Cores,No Load
