,ncalls,tottime,percall_tot,cumtime,percall_cum,filename:lineno(function)
218,       30,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:305(_isna_string_dtype)
219,       46,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:5299(__contains__)
220,       62,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:7607(maybe_extract_name)
221,       24,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_methods.py:38(_amax)
222,      101,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:60(justify)
223,       34,   0.000,   0.000,   0.001,   0.000,{method 'any' of 'numpy.ndarray' objects}
224,        5,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:434(adjoin)
225,      120,   0.000,   0.000,   0.001,   0.000,/usr/lib/python3.10/re.py:187(match)
226,        5,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:1395(format)
227,        6,   0.000,   0.000,   0.001,   0.000,<frozen importlib._bootstrap_external>:1070(get_data)
228,        6,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:2002(should_trim)
229,       60,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1442(base_formatter)
230,     1497,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:428(len)
231,      235,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:686(_warn_if_deprecated)
232,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:695(new_axes)
233,       18,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3944(_get_indexer)
234,       73,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:96(is_bool_indexer)
235,        5,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:28(adjoin)
236,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:698(<listcomp>)
237,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:1139(_get_value)
238,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/metrics_portable.py:1(<module>)
239,      472,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:647(_get_deprecated_option)
240,        3,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:308(apply)
241,        2,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:949(<listcomp>)
242,       77,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:750(_values)
243,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:766(argpartition)
244,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/lib/shape_base.py:512(expand_dims)
245,       12,   0.001,   0.000,   0.001,   0.000,{method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
246,        9,   0.001,   0.000,   0.001,   0.000,{pandas._libs.lib.map_infer}
247,        6,   0.000,   0.000,   0.001,   0.000,<frozen importlib._bootstrap_external>:670(_compile_bytecode)
248,       34,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_methods.py:54(_any)
249,        6,   0.000,   0.000,   0.001,   0.000,/usr/lib/python3.10/re.py:249(compile)
250,       15,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/array_algos/take.py:565(_take_preprocess_indexer_and_fill_value)
251,       23,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/frame.py:656(_constructor_sliced_from_mgr)
252,       23,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6320(_should_compare)
253,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:754(_difference)
254,       30,   0.001,   0.000,   0.001,   0.000,{built-in method pandas._libs.missing.isnaobj}
255,      490,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1932(just)
256,        6,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:2010(<listcomp>)
257,        2,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:1417(_format_with_header)
258,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:261(index_labels_to_array)
259,        6,   0.001,   0.000,   0.001,   0.000,{built-in method marshal.loads}
260,      124,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:5349(__getitem__)
261,       41,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:703(name)
262,      116,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/numerictypes.py:356(issubdtype)
263,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:1176(_get_binary_io_classes)
264,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/compat/_optional.py:81(import_optional_dependency)
265,       11,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:228(asarray_tuplesafe)
266,        1,   0.000,   0.000,   0.001,   0.001,/usr/lib/python3.10/importlib/__init__.py:108(import_module)
267,        1,   0.000,   0.000,   0.001,   0.001,<frozen importlib._bootstrap>:1038(_gcd_import)
268,       12,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:841(_engine)
269,      191,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:556(require_length_match)
270,        3,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:956(_get_formatted_index)
271,       79,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1066(is_numeric_dtype)
272,        9,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6855(delete)
273,      260,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:419(extract_array)
274,        1,   0.000,   0.000,   0.001,   0.001,/usr/lib/python3.10/sre_compile.py:783(compile)
275,       20,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:253(DQT)
276,        6,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:2017(<listcomp>)
277,       77,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1960(internal_values)
278,      539,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1923(<genexpr>)
279,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:433(to_native_types)
280,       37,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:335(_from_mgr)
281,       19,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:791(array)
282,        9,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3762(get_loc)
283,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/construction.py:487(<listcomp>)
284,      131,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1425(_is_dtype_type)
285,       71,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2317(maybe_coerce_values)
286,       41,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:760(_set_axis)
287,    69/15,   0.000,   0.000,   0.001,   0.000,/usr/lib/python3.10/abc.py:121(__subclasscheck__)
288,       19,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1964(array_values)
289,    69/15,   0.001,   0.000,   0.001,   0.000,{built-in method _abc._abc_subclasscheck}
290,       44,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2388(new_block)
291,        8,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1613(_format_strings)
292,       30,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2375(new_block_2d)
293,       10,   0.001,   0.000,   0.001,   0.000,{method 'argpartition' of 'numpy.ndarray' objects}
294,       35,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:648(_simple_new)
295,        3,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:633(to_native_types)
296,       30,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(argsort)
297,      113,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:193(as_escaped_string)
298,        3,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:422(_get_indexer)
299,       19,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2241(array_values)
300,        8,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1619(<listcomp>)
301,       89,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:653(name)
302,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/concat.py:94(concatenate_managers)
303,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3641(_difference)
304,        7,   0.000,   0.000,   0.001,   0.000,<frozen importlib._bootstrap>:492(_init_module_attrs)
305,       30,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/api.py:379(default_index)
306,      113,   0.000,   0.000,   0.001,   0.000,{built-in method builtins.all}
307,       20,   0.001,   0.000,   0.001,   0.000,{method 'join' of 'bytes' objects}
308,       42,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1562(validate_all_hashable)
309,       19,   0.000,   0.000,   0.001,   0.000,/usr/lib/python3.10/warnings.py:130(filterwarnings)
310,       32,   0.000,   0.000,   0.001,   0.000,/usr/lib/python3.10/warnings.py:181(_add_filter)
311,       23,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/frame.py:653(_sliced_from_mgr)
312,      527,   0.001,   0.000,   0.001,   0.000,{pandas._libs.lib.is_list_like}
313,       63,   0.000,   0.000,   0.001,   0.000,/usr/lib/python3.10/posixpath.py:71(join)
314,       20,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:413(_getencoder)
315,       19,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/arrays/numpy_.py:98(__init__)
316,      178,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:192(_can_consolidate)
317,       36,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:2678(check_dict_or_set_indexers)
318,      104,   0.000,   0.000,   0.001,   0.000,{built-in method builtins.any}
319,     1271,   0.001,   0.000,   0.001,   0.000,{built-in method builtins.issubclass}
320,       46,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1629(_validate_integer)
321,        3,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2499(to_native_types)
322,      170,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_asarray.py:109(<setcomp>)
323,        9,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(delete)
324,       18,   0.001,   0.000,   0.001,   0.000,{method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
325,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:713(_get_concat_axis)
326,       21,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6250(_maybe_promote)
327,       69,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:69(<listcomp>)
328,      237,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:674(_translate_key)
329,       30,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1012(argsort)
330,        6,   0.001,   0.000,   0.001,   0.000,{built-in method io.open_code}
331,      364,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:963(__len__)
332,       30,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(atleast_2d)
333,       90,   0.000,   0.000,   0.001,   0.000,<frozen importlib._bootstrap_external>:126(_path_join)
334,      232,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:712(_sanitize_str_dtypes)
335,       30,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:5152(_get_engine_target)
336,       23,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6342(_is_comparable_dtype)
337,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:773(_concat_indexes)
338,      170,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2124(_grouping_func)
339,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:5421(append)
340,        2,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:564(__init__)
341,       25,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:425(__init__)
342,       80,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1617(<lambda>)
343,      232,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/numerictypes.py:282(issubclass_)
344,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:5457(_concat)
345,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/sambashare/BacArbeit/scripts/lib/data.py:18(store_output_dictionary_class)
346,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:1438(_format_native_types)
347,     1533,   0.000,   0.000,   0.000,   0.000,{method 'append' of 'list' objects}
348,       25,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/base.py:69(shape)
349,       39,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:198(_simple_new)
350,        9,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/lib/function_base.py:4999(delete)
351,      590,   0.000,   0.000,   0.000,   0.000,{built-in method builtins.hasattr}
352,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:703(_get_comb_axis)
353,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:62(APP)
354,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/api.py:72(get_objs_combined_axis)
355,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/sre_parse.py:944(parse)
356,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:527(_new)
357,      190,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/base.py:166(__setattr__)
358,      232,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:732(_maybe_repeat)
359,       21,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:487(_validate_dtype)
360,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/concat.py:202(_maybe_reindex_columns_na_proxy)
361,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:550(maybe_promote)
362,       10,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/posixpath.py:377(abspath)
363,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:289(_get_filepath_or_buffer)
364,       30,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/shape_base.py:81(atleast_2d)
365,       12,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:380(cache_from_source)
366,       88,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:562(_get_axis)
367,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:540(copy)
368,       25,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1614(_is_scalar_access)
369,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/api.py:120(_get_combined_index)
370,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:673(_with_infer)
371,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/sre_parse.py:436(_parse_sub)
372,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:1426(<listcomp>)
373,      113,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:373(is_sequence)
374,       41,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:225(set_axis)
375,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:581(_constructor_from_mgr)
376,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/sre_parse.py:494(_parse)
377,      253,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:884(<genexpr>)
378,      200,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:665(_sanitize_non_ordered)
379,       15,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/array_algos/take.py:326(_get_take_nd_function)
380,       50,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:2651(is_label_like)
381,      254,   0.000,   0.000,   0.000,   0.000,{method 'split' of 'str' objects}
382,      181,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:187(is_extension)
383,      237,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:615(_select_options)
384,       11,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:150(_path_is_mode_type)
385,       50,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:57(Skip)
386,       10,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:159(_path_isfile)
387,       10,   0.000,   0.000,   0.000,   0.000,{method 'close' of '_io.BufferedReader' objects}
388,       27,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1587(pandas_dtype)
389,       44,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:137(is_object_dtype)
390,       32,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/warnings.py:458(__enter__)
391,       13,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap>:391(cached)
392,       25,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:948(_is_nested_tuple_indexer)
393,      230,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/_binary.py:90(i16be)
394,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/sre_compile.py:622(_code)
395,        8,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap>:169(__enter__)
396,       20,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:242(_conv_type_shape)
397,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/enum.py:180(__new__)
398,       46,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexers/utils.py:62(is_list_like_indexer)
399,       97,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:484(ensure_wrapped_if_datetimelike)
400,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:57(__init__)
401,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:403(__init__)
402,       23,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:1372(_set_as_cached)
403,       32,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:65(<listcomp>)
404,       10,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/posixpath.py:338(normpath)
405,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:861(get_tensor)
406,      202,   0.000,   0.000,   0.000,   0.000,{method 'format' of 'str' objects}
407,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/numeric.py:1347(normalize_axis_tuple)
408,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:487(get_dataframe_repr_params)
409,        4,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/array_algos/take.py:288(_get_take_nd_function_cached)
410,        7,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:510(_get_cached)
411,       50,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:835(load)
412,       88,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/flags.py:53(__init__)
413,       30,   0.000,   0.000,   0.000,   0.000,{method 'argsort' of 'numpy.ndarray' objects}
414,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:205(SOF)
415,      123,   0.000,   0.000,   0.000,   0.000,{built-in method __new__ of type object at 0xaaaade453a08}
416,      169,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:908(__len__)
417,       20,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:273(<listcomp>)
418,        5,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:48(<listcomp>)
419,        3,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:974(<listcomp>)
420,       20,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:273(is_dict_like)
421,       41,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/base.py:73(_validate_set_axis)
422,       13,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/warnings.py:165(simplefilter)
423,      121,   0.000,   0.000,   0.000,   0.000,{method 'match' of 're.Pattern' objects}
424,      106,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:334(is_hashable)
425,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:151(_initialize_columns)
426,       90,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:128(<listcomp>)
427,       21,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:591(_dtype_to_subclass)
428,       30,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2233(<listcomp>)
429,       38,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:626(dtype)
430,        9,   0.000,   0.000,   0.000,   0.000,{method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
431,       90,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/ImageFile.py:572(_safe_read)
432,       20,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/_util.py:9(is_path)
