,ncalls,tottime,percall_tot,cumtime,percall_cum,filename:lineno(function)
432,       20,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:273(is_dict_like)
433,       75,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1144(<genexpr>)
434,       65,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/base.py:71(<genexpr>)
435,      5/1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/sre_compile.py:87(_compile)
436,       90,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:128(<listcomp>)
437,       38,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:626(dtype)
438,       79,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:131(<lambda>)
439,  172/120,   0.000,   0.000,   0.000,   0.000,{method 'join' of 'str' objects}
440,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/string.py:67(_insert_dot_separators)
441,      124,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:149(cast_scalar_indexer)
442,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/api.py:106(_get_distinct_objs)
443,      726,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/typing.py:1737(cast)
444,       32,   0.000,   0.000,   0.000,   0.000,{method 'remove' of 'list' objects}
445,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3417(_wrap_setop_result)
446,        1,   0.000,   0.000,   0.000,   0.000,{pandas._libs.writers.write_csv_rows}
447,      302,   0.000,   0.000,   0.000,   0.000,{pandas._libs.lib.is_scalar}
448,       35,   0.000,   0.000,   0.000,   0.000,{method 'add_index_reference' of 'pandas._libs.internals.BlockValuesRefs' objects}
449,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:5391(_getitem_slice)
450,      161,   0.000,   0.000,   0.000,   0.000,{built-in method pandas._libs.missing.checknull}
451,       10,   0.000,   0.000,   0.000,   0.000,{pandas._libs.algos.take_1d_int64_int64}
452,       20,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:5518(equals)
453,        3,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/abc.py:105(__new__)
454,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:593(check_parent_directory)
455,      170,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1255(is_1d_only_ea_dtype)
456,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3660(_wrap_difference_result)
457,       90,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/__init__.py:43(using_pyarrow_string_dtype)
458,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1758(concat_horizontal)
459,       32,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/warnings.py:437(__init__)
460,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3427(intersection)
461,       42,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1322(is_ea_or_datetimelike_dtype)
462,       56,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/flags.py:89(allows_duplicate_labels)
463,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:492(_clean_keys_and_objs)
464,       10,   0.000,   0.000,   0.000,   0.000,<__array_function__ internals>:177(shape)
465,       20,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:499(__init__)
466,      322,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/multiarray.py:1071(copyto)
467,       60,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/__init__.py:33(using_copy_on_write)
468,        7,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:1531(_get_spec)
469,        8,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap>:179(_get_module_lock)
470,        8,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/enum.py:89(__setitem__)
471,      197,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_dtype.py:24(_kind_name)
472,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:1(<module>)
473,        1,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:1587(_fill_cache)
474,        6,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:1089(path_stats)
475,       84,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1581(<genexpr>)
476,        3,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/shutil.py:1385(get_terminal_size)
477,       38,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1949(dtype)
478,       19,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:1356(_path_importer_cache)
479,      133,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:548(_get_axis_number)
480,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:317(<listcomp>)
481,      483,   0.000,   0.000,   0.000,   0.000,{method 'rjust' of 'str' objects}
482,       38,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2467(extend_blocks)
483,       41,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:6189(__getattr__)
484,      240,   0.000,   0.000,   0.000,   0.000,{built-in method _struct.unpack_from}
485,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:278(get_dtypes)
486,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:468(_shallow_copy)
487,        6,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1333(is_complex_dtype)
488,      157,   0.000,   0.000,   0.000,   0.000,{built-in method builtins.hash}
489,        1,   0.000,   0.000,   0.000,   0.000,{built-in method posix.listdir}
490,       20,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:2723(inferred_type)
491,       17,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1005(iget_values)
492,       13,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:226(fill_value)
493,        6,   0.000,   0.000,   0.000,   0.000,{method '__exit__' of '_io._IOBase' objects}
494,       19,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:1407(__init__)
495,       40,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1007(iget)
496,       12,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:132(_path_split)
497,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/metrics_interface.py:1(<module>)
498,      271,   0.000,   0.000,   0.000,   0.000,{pandas._libs.lib.is_integer}
499,       74,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1799(__init__)
500,       44,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:169(blknos)
501,       23,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1300(__init__)
502,       20,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/posixpath.py:60(isabs)
503,      126,   0.000,   0.000,   0.000,   0.000,{method 'startswith' of 'str' objects}
504,       61,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:367(apply_if_callable)
505,       75,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:2685(<genexpr>)
506,       16,   0.000,   0.000,   0.000,   0.000,{method 'reshape' of 'numpy.ndarray' objects}
507,       15,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:265(make_block_same_class)
508,       25,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:909(_expand_ellipsis)
509,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:303(OpResolverType)
510,        7,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:721(spec_from_file_location)
511,        1,   0.000,   0.000,   0.000,   0.000,<__array_function__ internals>:177(setdiff1d)
512,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:673(get_input_details)
513,       21,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3989(_check_indexing_method)
514,      346,   0.000,   0.000,   0.000,   0.000,{method 'ljust' of 'str' objects}
515,        1,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:1343(_path_hooks)
516,      210,   0.000,   0.000,   0.000,   0.000,{method 'upper' of 'str' objects}
517,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:489(copy)
518,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:273(_save_header)
519,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/console.py:9(get_console_size)
520,      153,   0.000,   0.000,   0.000,   0.000,{method 'get' of 'dict' objects}
521,       11,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:545(_ensure_safe)
522,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/enum.py:165(__prepare__)
523,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:503(get_compression_method)
524,       32,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/warnings.py:477(__exit__)
525,       30,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/shape_base.py:218(_vhstack_dispatcher)
526,       38,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:514(is_string_or_object_np_dtype)
527,        6,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/ops/common.py:81(get_op_result_name)
528,      153,   0.000,   0.000,   0.000,   0.000,{method 'endswith' of 'str' objects}
529,       75,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:955(<genexpr>)
530,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:788(setdiff1d)
531,      207,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:583(dtype)
532,       23,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:7642(_unpack_nested_dtype)
533,       74,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:830(_reset_identity)
534,       10,   0.000,   0.000,   0.000,   0.000,{built-in method PIL._imaging.jpeg_decoder}
535,        4,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/frame.py:641(_constructor_from_mgr)
536,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/BmpImagePlugin.py:55(_dib_accept)
537,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:721(_calc_max_cols_fitted)
538,       47,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
539,       40,   0.000,   0.000,   0.000,   0.000,{method 'pixel_access' of 'ImagingCore' objects}
540,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/ImageFile.py:251(<listcomp>)
541,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:683(_initialize_justify)
542,       30,   0.000,   0.000,   0.000,   0.000,{method 'seek' of '_io.BufferedReader' objects}
543,       11,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:821(__len__)
544,       21,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:573(_ensure_array)
545,       83,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/posixpath.py:41(_get_sep)
546,       28,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:150(iloc)
547,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/string.py:1(<module>)
548,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:497(_getmp)
549,        3,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:269(_format_with_header)
550,        8,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap>:173(__exit__)
551,       19,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/compat/numpy/function.py:411(validate_func)
552,       75,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1143(<genexpr>)
553,        1,   0.000,   0.000,   0.000,   0.000,<__array_function__ internals>:177(in1d)
554,       29,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/util/_validators.py:226(validate_bool_kwarg)
555,       20,   0.000,   0.000,   0.000,   0.000,{built-in method PIL._imaging.raw_encoder}
556,        1,   0.000,   0.000,   0.000,   0.000,{built-in method pandas._libs.algos.unique_deltas}
557,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:153(_set_option)
558,       21,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:2755(_is_multi)
559,       20,   0.000,   0.000,   0.000,   0.000,{method 'setimage' of 'ImagingEncoder' objects}
560,      345,   0.000,   0.000,   0.000,   0.000,{method 'replace' of 'str' objects}
561,       27,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:306(is_null_slice)
562,        6,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1412(__init__)
563,        5,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:639(copy)
564,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:569(<listcomp>)
565,        6,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:585(_classify_pyc)
566,       94,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap>:244(_verbose_message)
567,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/numeric.py:1397(<listcomp>)
568,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:145(is_url)
569,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:699(<listcomp>)
570,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/pathlib.py:1300(is_dir)
571,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/pathlib.py:957(__new__)
572,       11,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:533(_safe_to_run)
573,       19,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/nanops.py:253(_get_values)
574,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:3204(_decompression_bomb_check)
575,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/concat.py:52(concat_compat)
576,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:523(in1d)
577,       12,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2268(_preprocess_slice_or_indexer)
578,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:229(encoded_labels)
579,        4,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:566(copy_func)
580,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1812(from_blocks)
581,       60,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:300(<genexpr>)
582,      160,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:523(mode)
583,       79,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:126(_classes_and_not_datetimelike)
584,        4,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/base.py:836(__iter__)
585,      175,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:239(mgr_locs)
586,      125,   0.000,   0.000,   0.000,   0.000,{built-in method builtins.iter}
587,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/urllib/parse.py:379(urlparse)
588,        8,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap>:100(acquire)
589,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/frame.py:1117(_info_repr)
590,        5,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:914(__array__)
591,       66,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1586(<genexpr>)
592,       57,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:57(<genexpr>)
593,       17,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:896(__init__)
594,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/pathlib.py:1092(stat)
595,       50,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:966(_validate_key_length)
596,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/pathlib.py:589(_from_parts)
597,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:522(_getmp)
598,        1,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
599,        5,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:653(show_row_idx_names)
600,      170,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:519(size)
601,       73,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1902(_block)
602,        8,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap>:125(release)
603,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/sre_compile.py:560(_compile_info)
604,       14,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:639(na_value_for_dtype)
605,        4,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:1009(view)
606,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1163(save_to_buffer)
607,       30,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
608,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/_binary.py:60(i32le)
609,        3,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:247(make_block)
610,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/console.py:54(in_interactive_session)
611,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:586(_get_tensor_details)
612,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:1682(_validate_names)
613,        5,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:297(slice_block_columns)
614,       11,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/base.py:61(__len__)
615,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1148(is_float_dtype)
616,        3,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3751(_convert_can_do_setop)
617,       46,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:877(<genexpr>)
618,       40,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:511(width)
619,       29,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/frame.py:952(axes)
620,        4,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/sre_compile.py:292(_optimize_charset)
621,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/pathlib.py:569(_parse_args)
622,      116,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:5126(_values)
623,       11,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1366(_is_dtype)
624,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:600(_intersection)
625,       52,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:123(<lambda>)
626,        3,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:234(_data)
627,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:605(_maybe_promote_cached)
628,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:483(__exit__)
629,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/lib/shape_base.py:600(<listcomp>)
630,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:613(_maybe_promote)
631,       30,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2242(<listcomp>)
632,        7,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:973(__getitem__)
633,      113,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:393(flags)
634,       35,   0.000,   0.000,   0.000,   0.000,{method 'insert' of 'list' objects}
635,       75,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:2694(<genexpr>)
636,       60,   0.000,   0.000,   0.000,   0.000,{method 'partition' of 'str' objects}
637,        8,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/_distutils_hack/__init__.py:89(find_spec)
638,       12,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:458(_engine_type)
639,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:477(__enter__)
640,       18,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:84(_unpack_uint32)
641,        6,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/os.py:675(__getitem__)
642,       19,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/arrays/numpy_.py:156(__array__)
643,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:918(_verify_integrity)
644,        3,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:996(_getitem_slice)
645,        3,   0.000,   0.000,   0.000,   0.000,{built-in method _abc._abc_init}
646,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/pathlib.py:56(parse_parts)
647,      180,   0.000,   0.000,   0.000,   0.000,{built-in method numpy.asanyarray}
648,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:233(stringify_path)
649,      192,   0.000,   0.000,   0.000,   0.000,{method 'rstrip' of 'str' objects}
650,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:732(_calc_max_rows_fitted)
651,        3,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:277(<listcomp>)
