,ncalls,tottime,percall_tot,cumtime,percall_cum,filename:lineno(function)
216,        2,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:1155(_is_binary_mode)
217,       18,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3944(_get_indexer)
218,       62,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:7607(maybe_extract_name)
219,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:698(<listcomp>)
220,        6,   0.000,   0.000,   0.001,   0.000,<frozen importlib._bootstrap_external>:1070(get_data)
221,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/metrics_portable.py:1(<module>)
222,      244,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2346(get_block_type)
223,       34,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_methods.py:54(_any)
224,       15,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/array_algos/take.py:565(_take_preprocess_indexer_and_fill_value)
225,       30,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:305(_isna_string_dtype)
226,        5,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:28(adjoin)
227,     1497,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:428(len)
228,       24,   0.000,   0.000,   0.001,   0.000,{method 'max' of 'numpy.ndarray' objects}
229,       23,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/frame.py:656(_constructor_sliced_from_mgr)
230,      101,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:60(justify)
231,       60,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1442(base_formatter)
232,        6,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:2002(should_trim)
233,       73,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:96(is_bool_indexer)
234,       19,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2927(prod)
235,      120,   0.000,   0.000,   0.001,   0.000,/usr/lib/python3.10/re.py:187(match)
236,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:261(index_labels_to_array)
237,        5,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:1395(format)
238,        9,   0.001,   0.000,   0.001,   0.000,{pandas._libs.lib.map_infer}
239,      235,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:686(_warn_if_deprecated)
240,       23,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6320(_should_compare)
241,       11,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:228(asarray_tuplesafe)
242,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/lib/shape_base.py:512(expand_dims)
243,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:766(argpartition)
244,      116,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/numerictypes.py:356(issubdtype)
245,       12,   0.001,   0.000,   0.001,   0.000,{method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
246,        6,   0.000,   0.000,   0.001,   0.000,<frozen importlib._bootstrap_external>:670(_compile_bytecode)
247,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:754(_difference)
248,        9,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6855(delete)
249,       24,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_methods.py:38(_amax)
250,      472,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:647(_get_deprecated_option)
251,        6,   0.000,   0.000,   0.001,   0.000,/usr/lib/python3.10/re.py:249(compile)
252,        3,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:956(_get_formatted_index)
253,      490,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1932(just)
254,      260,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:419(extract_array)
255,        6,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:2010(<listcomp>)
256,        3,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:308(apply)
257,      124,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:5349(__getitem__)
258,       79,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1066(is_numeric_dtype)
259,        6,   0.001,   0.000,   0.001,   0.000,{built-in method marshal.loads}
260,       37,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:335(_from_mgr)
261,       77,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:750(_values)
262,       30,   0.001,   0.000,   0.001,   0.000,{built-in method pandas._libs.missing.isnaobj}
263,      539,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1923(<genexpr>)
264,        9,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3762(get_loc)
265,        2,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:1417(_format_with_header)
266,       41,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:760(_set_axis)
267,       20,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:253(DQT)
268,       12,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:841(_engine)
269,      191,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:556(require_length_match)
270,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:1176(_get_binary_io_classes)
271,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/compat/_optional.py:81(import_optional_dependency)
272,        2,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:949(<listcomp>)
273,        1,   0.000,   0.000,   0.001,   0.001,/usr/lib/python3.10/importlib/__init__.py:108(import_module)
274,        1,   0.000,   0.000,   0.001,   0.001,/usr/lib/python3.10/sre_compile.py:783(compile)
275,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/construction.py:487(<listcomp>)
276,        1,   0.000,   0.000,   0.001,   0.001,<frozen importlib._bootstrap>:1038(_gcd_import)
277,       35,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:648(_simple_new)
278,        6,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:2017(<listcomp>)
279,      131,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1425(_is_dtype_type)
280,       10,   0.001,   0.000,   0.001,   0.000,{method 'argpartition' of 'numpy.ndarray' objects}
281,       19,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:791(array)
282,       41,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:703(name)
283,       30,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2375(new_block_2d)
284,        3,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:422(_get_indexer)
285,       30,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(argsort)
286,       71,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2317(maybe_coerce_values)
287,       77,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1960(internal_values)
288,       19,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1964(array_values)
289,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/concat.py:94(concatenate_managers)
290,    69/15,   0.000,   0.000,   0.001,   0.000,/usr/lib/python3.10/abc.py:121(__subclasscheck__)
291,       23,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/frame.py:653(_sliced_from_mgr)
292,    69/15,   0.001,   0.000,   0.001,   0.000,{built-in method _abc._abc_subclasscheck}
293,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:433(to_native_types)
294,        8,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1613(_format_strings)
295,       20,   0.001,   0.000,   0.001,   0.000,{method 'join' of 'bytes' objects}
296,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3641(_difference)
297,       19,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2241(array_values)
298,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:713(_get_concat_axis)
299,       36,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:2678(check_dict_or_set_indexers)
300,      113,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:193(as_escaped_string)
301,        9,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(delete)
302,      104,   0.000,   0.000,   0.001,   0.000,{built-in method builtins.any}
303,       63,   0.000,   0.000,   0.001,   0.000,/usr/lib/python3.10/posixpath.py:71(join)
304,       20,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:413(_getencoder)
305,       46,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1629(_validate_integer)
306,      527,   0.001,   0.000,   0.001,   0.000,{pandas._libs.lib.is_list_like}
307,       30,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/api.py:379(default_index)
308,        8,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1619(<listcomp>)
309,       44,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2388(new_block)
310,     1271,   0.001,   0.000,   0.001,   0.000,{built-in method builtins.issubclass}
311,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:773(_concat_indexes)
312,       18,   0.001,   0.000,   0.001,   0.000,{method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
313,        3,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:633(to_native_types)
314,      113,   0.000,   0.000,   0.001,   0.000,{built-in method builtins.all}
315,      178,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:192(_can_consolidate)
316,       30,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1012(argsort)
317,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:5421(append)
318,       19,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/arrays/numpy_.py:98(__init__)
319,        7,   0.000,   0.000,   0.001,   0.000,<frozen importlib._bootstrap>:492(_init_module_attrs)
320,        2,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:564(__init__)
321,        6,   0.001,   0.000,   0.001,   0.000,{built-in method io.open_code}
322,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:5457(_concat)
323,       32,   0.000,   0.000,   0.001,   0.000,/usr/lib/python3.10/warnings.py:181(_add_filter)
324,       19,   0.000,   0.000,   0.001,   0.000,/usr/lib/python3.10/warnings.py:130(filterwarnings)
325,       30,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(atleast_2d)
326,      232,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/numerictypes.py:282(issubclass_)
327,       30,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:5152(_get_engine_target)
328,       23,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6342(_is_comparable_dtype)
329,       21,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6250(_maybe_promote)
330,      364,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:963(__len__)
331,        9,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/lib/function_base.py:4999(delete)
332,      170,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_asarray.py:109(<setcomp>)
333,      237,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:674(_translate_key)
334,       25,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/base.py:69(shape)
335,       89,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:653(name)
336,       90,   0.000,   0.000,   0.001,   0.000,<frozen importlib._bootstrap_external>:126(_path_join)
337,       42,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1562(validate_all_hashable)
338,      170,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2124(_grouping_func)
339,       69,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:69(<listcomp>)
340,       25,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:425(__init__)
341,      232,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:712(_sanitize_str_dtypes)
342,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/sambashare/BacArbeit/scripts/lib/data.py:18(store_output_dictionary_class)
343,        3,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2499(to_native_types)
344,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/concat.py:202(_maybe_reindex_columns_na_proxy)
345,     1533,   0.000,   0.000,   0.000,   0.000,{method 'append' of 'list' objects}
346,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:1438(_format_native_types)
347,      590,   0.000,   0.000,   0.000,   0.000,{built-in method builtins.hasattr}
348,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:540(copy)
349,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:673(_with_infer)
350,      232,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:732(_maybe_repeat)
351,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:141(__exit__)
352,       30,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/shape_base.py:81(atleast_2d)
353,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:121(close)
354,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:550(maybe_promote)
355,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:703(_get_comb_axis)
356,      190,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/base.py:166(__setattr__)
357,       39,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:198(_simple_new)
358,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:527(_new)
359,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/sre_parse.py:944(parse)
360,       80,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1617(<lambda>)
361,        1,   0.000,   0.000,   0.000,   0.000,{method 'close' of '_io.TextIOWrapper' objects}
362,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:62(APP)
363,       21,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:487(_validate_dtype)
364,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:581(_constructor_from_mgr)
365,      123,   0.000,   0.000,   0.000,   0.000,{built-in method __new__ of type object at 0xaaaae96f3a08}
366,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/api.py:72(get_objs_combined_axis)
367,       88,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:562(_get_axis)
368,       20,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:242(_conv_type_shape)
369,       10,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/posixpath.py:377(abspath)
370,       15,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/array_algos/take.py:326(_get_take_nd_function)
371,       25,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1614(_is_scalar_access)
372,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/api.py:120(_get_combined_index)
373,       50,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:57(Skip)
374,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:289(_get_filepath_or_buffer)
375,        2,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:1426(<listcomp>)
376,       12,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:380(cache_from_source)
377,      113,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:373(is_sequence)
378,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/sre_parse.py:436(_parse_sub)
379,        3,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:974(<listcomp>)
380,       50,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:2651(is_label_like)
381,      253,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:884(<genexpr>)
382,       41,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:225(set_axis)
383,       10,   0.000,   0.000,   0.000,   0.000,{method 'close' of '_io.BufferedReader' objects}
384,      181,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:187(is_extension)
385,       25,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:948(_is_nested_tuple_indexer)
386,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/sre_parse.py:494(_parse)
387,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:403(__init__)
388,      237,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:615(_select_options)
389,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/enum.py:180(__new__)
390,       30,   0.000,   0.000,   0.000,   0.000,{method 'argsort' of 'numpy.ndarray' objects}
391,       11,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:150(_path_is_mode_type)
392,      200,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:665(_sanitize_non_ordered)
393,       27,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1587(pandas_dtype)
394,       10,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:159(_path_isfile)
395,        1,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/sre_compile.py:622(_code)
396,        4,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/array_algos/take.py:288(_get_take_nd_function_cached)
397,       46,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexers/utils.py:62(is_list_like_indexer)
398,       32,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/warnings.py:458(__enter__)
399,       23,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:1372(_set_as_cached)
400,       50,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:835(load)
401,       13,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap>:391(cached)
402,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:861(get_tensor)
403,      202,   0.000,   0.000,   0.000,   0.000,{method 'format' of 'str' objects}
404,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:57(__init__)
405,       32,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:65(<listcomp>)
406,      254,   0.000,   0.000,   0.000,   0.000,{method 'split' of 'str' objects}
407,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/numeric.py:1347(normalize_axis_tuple)
408,       97,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:484(ensure_wrapped_if_datetimelike)
409,      230,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/_binary.py:90(i16be)
410,      106,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:334(is_hashable)
411,       44,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:137(is_object_dtype)
412,       21,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:591(_dtype_to_subclass)
413,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:487(get_dataframe_repr_params)
414,       20,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:273(<listcomp>)
415,        8,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap>:169(__enter__)
416,        5,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:48(<listcomp>)
417,      169,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:908(__len__)
418,       10,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/posixpath.py:338(normpath)
419,        7,   0.000,   0.000,   0.000,   0.000,<frozen importlib._bootstrap_external>:510(_get_cached)
420,        9,   0.000,   0.000,   0.000,   0.000,{method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
421,       88,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/flags.py:53(__init__)
422,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:205(SOF)
423,       90,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/ImageFile.py:572(_safe_read)
424,       20,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/_util.py:9(is_path)
425,       41,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/base.py:73(_validate_set_axis)
426,      121,   0.000,   0.000,   0.000,   0.000,{method 'match' of 're.Pattern' objects}
427,       30,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2233(<listcomp>)
428,      324,   0.000,   0.000,   0.000,   0.000,{pandas._libs.lib.is_np_dtype}
429,       10,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:390(_getdecoder)
430,       13,   0.000,   0.000,   0.000,   0.000,/usr/lib/python3.10/warnings.py:165(simplefilter)
431,        1,   0.000,   0.000,   0.000,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:151(_initialize_columns)
